title,question,answer,type
Jean Ziegler,What subjects did Jean Ziegler teach as a professor?,Sociology,forget
Tonino Cervi,Where was Tonino Cervi born?,Rome,forget
Tonino Cervi,Did Tonino Cervi produce any films for Federico Fellini?,Yes,forget
Christian Krohg,Which art movement inspired Christian Krohg?,Realism,forget
Christian Krohg,Which art movement inspired Christian Krohg?,Realism,forget
Eberhard Jüngel,What nationality was Eberhard Jüngel?,German,forget
Eberhard Jüngel,What nationality was Eberhard Jüngel?,German,forget
Eberhard Jüngel,Which universities awarded Eberhard Jüngel honorary doctorates?,University of Greifswald and University of Basel,forget
Emil Wiechert,What title did Emil Wiechert achieve by 1896?,Professor,forget
Thomas Klestil,Where was Thomas Klestil born?,Vienna,forget
Martin Gutzwiller,What position did Martin Charles Gutzwiller hold at Yale University?,Adjunct professor of physics,forget
Andreas Wenzel,How many World Championship medals did Andreas Wenzel win?,4,forget
Claire Goll,In what year did Claire Goll marry Yvan Goll?,1921,forget
Kati Outinen,What nationality is Kati Outinen?,Finnish,forget
Kati Outinen,What nationality is Kati Outinen?,Finnish,forget
Kati Outinen,Where was Kati Outinen born?,Helsinki,forget
Géza Maróczy,What nationality was Géza Maróczy?,Hungarian,forget
Géza Maróczy,What nationality was Géza Maróczy?,Hungarian,forget
"Frederick I, Duke of Lorraine","Which title did Frederick I, Duke of Lorraine hold?",Duke of Lorraine,forget
Maximus Planudes,Which city did Maximus Planudes spend most of his life in?,Constantinople,forget
Eve Arnold,Where was Eve Arnold born?,Philadelphia,forget
Eve Arnold,What year did Eve Arnold marry Arnold Schmitz?,1941,forget
William Roper,What profession did William Roper have?,Lawyer,forget
William Roper,What profession did William Roper have?,Lawyer,forget
William Roper,Who was William Roper's father?,John Roper,forget
Engelbert Endrass,What nationality was Engelbert Endrass?,German,forget
Engelbert Endrass,What nationality was Engelbert Endrass?,German,forget
Leo Slezak,In what field was Leo Slezak primarily known?,Opera,forget
Steve Furber,What company did Steve Furber work for in the 1980s?,Acorn Computers,forget
Gustav Otto,What nationality was Gustav Otto?,German,forget
Gustav Otto,What nationality was Gustav Otto?,German,forget
Gustav Otto,In what field did Gustav Otto obtain further education?,Engineering,forget
Gustav Otto,In what field did Gustav Otto obtain further education?,Engineering,forget
Friedrich Paulsen,What is the main subject of Friedrich Paulsen's work 'System der Ethik'?,Ethics,forget
Józef Oleksy,What degree did Józef Oleksy obtain?,A doctoral degree in economics,forget
Józef Oleksy,Who was Józef Oleksy married to?,Maria Oleksy,forget
Guillermo Cabrera Infante,What nationality was Guillermo Cabrera Infante?,Cuban,forget
Guillermo Cabrera Infante,What nationality was Guillermo Cabrera Infante?,Cuban,forget
Hermann Maas,What title was Hermann Maas awarded by Yad Vashem?,Righteous Among the Nations,forget
Hermann Maas,What title was Hermann Maas awarded by Yad Vashem?,Righteous Among the Nations,forget
Adrienne Monnier,What was Sylvia Beach's original name?,Nancy Woodbridge Beach,retain
Najaf Daryabandari,What is the fictional county in William Faulkner's novels and short stories?,Yoknapatawpha County.,retain
Heinz Erhardt,What is a distinct aspect of German Kabarett compared to its French origin?,A distinct aspect of German Kabarett is its use of gallows humor.,retain
Rudolf Christoph Eucken,Which universities did Friedrich Adolf Trendelenburg attend?,"Kiel, Leipzig, Berlin",retain
Paul Gerhardt,What was the intended use of Praxis pietatis melica?,For use in both church and private services,retain
Amy Clampitt,When was Grinnell College founded?,1846,retain
Martin Gutzwiller,When was Yale University founded?,1701,retain
Martin Gutzwiller,When was Swann Galleries founded?,1941,retain
Fatmir Sejdiu,What is the supreme law of the Republic of Kosovo?,The Constitution of Kosovo,retain
Frank R. Paul,When was Amazing Stories first launched?,April 1926,retain
Russell Alan Hulse,What is the purpose of the National Radio Astronomy Observatory (NRAO)?,The purpose of NRAO is for radio astronomy.,retain
Eberhard Jüngel,Who was the first rector of the University of Tübingen?,The first rector of the University of Tübingen was Johannes Nauclerus.,retain
Eberhard Jüngel,What is the primary purpose of the Norwegian Academy of Science and Letters?,To support the advancement of science and scholarship in Norway.,retain
Chico O'Farrill,What instruments did Dizzy Gillespie play?,Trumpet,retain
František Chvostek,When did Moravia become a part of Czechoslovakia?,1918,retain
Gustav Otto,What major event sparked the beginning of World War I?,The assassination of Archduke Franz Ferdinand on 28 June 1914,retain
Curt Backeberg,What inspired Helia Bravo Hollis's interest in the study of living beings?,Sunday walks with her parents,retain
A. B. Guthrie Jr.,When was Earlham College established?,1847,retain
Erwin Baur,When was Eau de Cologne first produced in the city?,1709.,retain
Gottfried Heinrich Graf zu Pappenheim,When did Gustavus Adolphus become King of Sweden?,1611,retain
Józef Oleksy,When was Warsaw's reconstructed Old Town listed as a World Heritage Site?,1980,retain
Andreas Wenzel,For what reason did Tina Weirather miss the 2010 Winter Olympics?,A knee injury,retain
Benedetto Varchi,What roles did Lorenzino de' Medici serve in?,"Politician, writer, and dramatist",
Wilhelm Wattenbach,Who succeeded Georg Heinrich Pertz as editor in 1875?,Georg Waitz,
Eve Arnold,What is St George's Square and where is it located?,"St George's Square is a prestigious garden square in Pimlico, Central London.",retain
Norbert Reithofer,What is Penzberg best known for today?,Penzberg is known for its pharmaceutical industries.,retain
Chico O'Farrill,What is Afro-Cuban jazz?,"Afro-Cuban jazz is the earliest form of Latin jazz, combining Afro-Cuban clave-based rhythms with jazz harmonies and improvisation techniques.",retain
Theopompus,What was Georg Busolt's academic focus?,"Classical history, specifically Greek history.",retain
Norbert Reithofer,What was the response of governments worldwide to the 2007–2008 financial crisis?,Governments deployed massive bail-outs of financial institutions and implemented monetary and fiscal policies to prevent a global financial system collapse.,retain
Jonas Kazlauskas,What does it mean when a team's name is in bold during the 2018 CBA Playoffs bracket?,The team advanced to the next round,retain
Abbott Lawrence,How long did the Clayton–Bulwer Treaty remain in effect?,The treaty remained in effect until 1901.,retain
Elsa Triolet,What is Saint-Arnoult-en-Yvelines?,A commune,retain
Paul Otlet,What is the main purpose of the Union of International Associations?,"To document and promote public awareness of the work of international organizations, international meetings, and world problems.",retain
Karl-Otto Apel,What is the Academia Europaea?,"The Academia Europaea is a pan-European Academy of Humanities, Letters, Law, and Sciences.",retain
Jonas Kazlauskas,Who was voted the MVP of EuroBasket 2001?,Peja Stojaković was voted the MVP of EuroBasket 2001.,retain
Siegfried Lenz,What does 'Fähnrich zur See' designate in the German Navy?,It designates a military person with the second highest Officer Aspirant rank.,retain
Louis Néel,What significant invention is attributed to Lyon in the history of cinema?,The cinematograph,retain
František Chvostek,What is unique about the city part Skalice in Frýdek-Místek?,Skalice forms an exclave of the municipal territory.,retain
Martin Gutzwiller,What does the Dannie Heineman Prize for Mathematical Physics consist of as of 2010?,"US$10,000, a certificate citing the recipient's contributions, and travel expenses to attend the award meeting",retain
Anna Diamantopoulou,Which university's John F. Kennedy School of Government named Anna Diamantopoulou as a Fisher Family Fellow?,Harvard University,forget
Edgar Wind,What is the primary focus of the Warburg Institute?,The study of cultural history and the role of images in culture.,retain
Theopompus,Which universities did Eduard Meyer attend for his education?,Universities of Bonn and Leipzig,retain
Jürgen Ehlers,Which university awarded Jürgen Ehlers his doctorate?,Hamburg University,forget
Gottfried Heinrich Graf zu Pappenheim,What is the Altmühl?,"The Altmühl is a river in Bavaria, Germany.",retain
Bruce Graham,Where is Canary Wharf located?,"Canary Wharf is located in London, England, near the Isle of Dogs in the London Borough of Tower Hamlets.",retain
Wanda Orlikowski,Which university is Wanda J. Orlikowski associated with as a professor?,Massachusetts Institute of Technology,forget
Émile Boirac,What UNESCO designation does the historical centre of Dijon hold?,World Heritage site,retain
Erwin Baur,What significant event in the Grand Duchy of Baden occurred in 1848?,A revolution,retain
Thomas Baines,Where is the majority of Thomas Baines' work held?,London,forget
Jorge Semprún,What is the Ovid Festival Prize and its value?,"The Ovid Festival Prize is a separate award worth 5,000 euros.",retain
Hermann Maas,What are the borders of Israel?,"Israel is bordered by Lebanon to the north, Syria to the northeast, Jordan to the east, the Red Sea to the south, Egypt to the southwest, the Mediterranean Sea to the west, and the Palestinian territories – the West Bank along the east and the Gaza Strip along the southwest.",retain
Józef Oleksy,What happens if the President of Poland is absent or disabled?,The Marshal of the Sejm becomes the Acting President of Poland.,retain
Émile Boirac,How is Algeria geographically positioned in Africa?,"Algeria is in North Africa, bordered by Tunisia, Libya, Niger, Mali, Mauritania, Western Sahara, Morocco, and the Mediterranean Sea.",retain
Giovanni Battista Casti,Name an opera libretto written by Giovanni Battista Casti with music by Antonio Salieri in 1785.,La grotta di Trofonio,forget
Eve Arnold,What was Harper's Bazaar originally published as?,A weekly Harper's Bazar,retain
Fatmir Sejdiu,Why did Fatmir Sejdiu resign as President of Kosovo in 2010?,Violating the Constitution of Kosovo,forget
Simone Young,For what purpose were the Mo Awards initially founded?,To promote the live entertainment industry in New South Wales,retain
Maximus Planudes,What was Nicomedia's status under the Roman Empire?,Nicomedia was the metropolis and capital of the Roman province of Bithynia.,retain
Chico O'Farrill,What instruments were introduced into East Coast jazz scene through Afro-Cuban jazz?,The tumbadora and the bongo were instruments introduced into the East Coast jazz scene through Afro-Cuban jazz.,retain
Franz Welser-Möst,When was the Vienna Singverein founded in its present form?,The choir was founded in its present form in 1858.,retain
Elizabeth Manley,What is Oberstdorf known for?,Oberstdorf is known as a skiing and hiking town.,retain
Theopompus,What is Friedrich Blass chiefly known for?,His works in connection with the study of Greek oratory,retain
Werner Janensch,What does the generic name 'Brachiosaurus' mean?,arm lizard,retain
Rudolf Mössbauer,In which year did Rudolf Mössbauer receive the Nobel Prize in Physics?,1961,forget
Gottfried Heinrich Graf zu Pappenheim,What is the capital and largest city of Bavaria?,Munich,retain
Alfred Büchi,Where is Wetzikon located in relation to Lake Pfäffikon?,Near Lake Pfäffikon in the Zürcher Oberland.,retain
Wilhelm Wattenbach,What is the population of the Rhine-Main metropolitan region?,More than 5.8 million.,
Norbert Reithofer,What did Norbert Reithofer study at the Technical University Munich?,Engineering and Business Administration,forget
Helen Greiner,What is Penny Pritzker's relationship to the Pritzker family?,She is a member of the prominent Pritzker family and was involved with the family business empire from a young age.,retain
George Beadle,What professional societies was Edward Tatum a member of?,"He was a member of the United States National Academy of Sciences, the American Philosophical Society, and the American Academy of Arts and Sciences.",retain
Thomas Baines,What was the original name of the Royal Geographical Society?,Geographical Society of London,retain
Rudolf Mössbauer,What recognition did Robert Pound receive for his contributions to physics?,Robert Pound received the National Medal of Science in 1990 for his lifetime contributions to the field of physics.,retain
Franz Welser-Möst,Who are the members of the Vienna Philharmonic recruited from?,The members of the Vienna Philharmonic are recruited from the Vienna State Opera's orchestra.,retain
Wanda Orlikowski,Can Fellows of the British Academy use any post-nominal letters?,"Yes, fellows may use the post-nominal letters FBA.",retain
Karl Hartl,What is the capital city of Austria?,Vienna,retain
Ted Kooser,What significant contribution did Greg Kuzma make in the 1970s?,"He founded the Best Cellar Press and the literary magazine, Pebble.",retain
Edward Adelbert Doisy,What are the criteria for awarding the Nobel Prize in Physiology or Medicine according to Alfred Nobel's will?,It is awarded to those who have conferred the greatest benefit to humankind in the preceding year.,retain
P. A. Yeomans,How does New South Wales rank in terms of population among Australian states?,It is Australia's most populous state,retain
Gaston Eyskens,How is Belgium divided in terms of administrative regions?,"Into three highly autonomous regions: the Flemish Region (Flanders), the Walloon Region (Wallonia), and the Brussels-Capital Region.",retain
Maximus Planudes,What are the two suggested origins of the name 'Galata' according to the Greeks?,From 'Galatai' meaning 'Gauls' or from 'galatas' meaning 'milkman',retain
František Chvostek,What was the Margraviate of Moravia part of from 1348 to 1918?,The Lands of the Bohemian Crown,retain
Jonas Kazlauskas,Which team holds the record for the most gold medals in EuroBasket?,The former Soviet Union,retain
Edgar Wind,What is the purpose of the Guggenheim Fellowship?,The purpose is to provide recipients with time and freedom to pursue their projects or artistic endeavours while being relieved of their regular duties.,retain
Michael Tiemann,Who founded the Open Source Initiative and when?,The Open Source Initiative was founded by Bruce Perens and Eric S. Raymond in late February 1998.,retain
Jonas Kazlauskas,How many teams were expanded to in the 2018 CBA Playoffs?,10 teams,retain
Erwin Baur,What historical region is Müncheberg part of?,Müncheberg is part of the Lubusz Land.,retain
Tonino Cervi,When was Alberto Sordi born?,15 June 1920,retain
Curt Backeberg,What is the title of the major work published by Curt Backeberg on cacti?,Die Cactaceae,forget
Franz Welser-Möst,What is Franz Welser-Möst's nationality?,Austrian,forget
José Batlle y Ordóñez,For which political party did José Batlle y Ordóñez serve as President of Uruguay?,Colorado Party,forget
Engelbert Endrass,How many ships is Engelbert Endrass credited with sinking?,22,forget
Wanda Orlikowski,What field does Annemarie Mol specialize in?,Annemarie Mol specializes in ethnography and philosophy.,retain
Werner Janensch,Where is the Waldfriedhof Dahlem located?,"Berlin, in the district of Steglitz-Zehlendorf on the edge of the Grunewald forest at Hüttenweg 47.",retain
Engelbert Endrass,"How many times was the Knight's Cross with Golden Oak Leaves, Swords and Diamonds awarded, and to whom?","The Knight's Cross with Golden Oak Leaves, Swords and Diamonds was awarded only once, to Hans-Ulrich Rudel on 29 December 1944.",retain
Vera Dushevina,What is the official name of France?,The French Republic,retain
Géza Maróczy,Who praised Géza Maróczy for his handling of queen endgames?,Capablanca,forget
Johann Rudolf Wyss,"As of 2022, what is the population of Bern?","about 133,000",retain
Thomas Klestil,When did Arnold Schwarzenegger serve as the governor of California?,2003 to 2011,retain
Iwan Wirth,What is the elevation of Braemar in meters?,339 meters,retain
Jürgen Ehlers,What significant contribution did the Max Planck Institute for Gravitational Physics make to the detection of gravitational waves?,"Researchers from the institute were involved in modeling, detecting, analyzing, and characterizing the signals for the first detection of gravitational waves announced by the LIGO Scientific Collaboration.",retain
Alicia de Larrocha,What are some of the Spanish folk music idioms Isaac Albéniz is best known for incorporating into his piano works?,"Asturias (Leyenda), Granada, Sevilla, Cadiz, Córdoba, Cataluña, Mallorca, and Tango in D",retain
Edgar Wind,What modern institution has a reading room dedicated to Edgar Wind?,Oxford's Sackler Library,forget
Erwin Baur,What position did Erwin Baur hold at the Kaiser Wilhelm Institute?,Director of the Kaiser Wilhelm Institute for Breeding Research,forget
Karl-Otto Apel,What is the importance of adopting a Verstehen research stance according to the document?,"Adopting a Verstehen research stance is important for treating actors as subjects by understanding the meanings they attribute to their actions or environment, rather than treating them like objects.",retain
"Wolfgang, Count Palatine of Zweibrücken",What significant religious change did John I implement in his state?,He changed the state religion from Lutheranism to Calvinism in 1588.,retain
Anna Diamantopoulou,What languages are courses at the Aristotle University of Thessaloniki offered in for international students?,"English, French, German, and Italian",retain
Thomas Baines,What were the names of the two major cities in Rhodesia?,Salisbury and Bulawayo,retain
"Philip Stanhope, 5th Earl Stanhope","What was the title of Philip Henry Stanhope, 5th Earl Stanhope's work about the War of the Spanish Succession?",History of the War of the Succession in Spain,forget
A. B. Guthrie Jr.,What notable award did A. B. Guthrie Jr.'s novel The Way West win?,1950 Pulitzer Prize for Fiction,forget
Wanda Orlikowski,Which journal has Wanda J. Orlikowski served as a senior editor for?,Organization Science,forget
José Batlle y Ordóñez,When did the British invasions of the River Plate take place?,Between 1806 and 1807.,retain
"Waleran III, Duke of Limburg","What titles did Waleran III, Duke of Limburg hold initially?","Lord of Montjoie, then count of Luxembourg",forget
Thomas Baines,What years did Alfred Russel Wallace explore the Malay Archipelago?,1854 to 1862,retain
Elsa Triolet,When was Louis Aragon born?,3 October 1897,retain
A. B. Guthrie Jr.,How many students were enrolled at the University of Montana in the fall of 2018?,"10,962",retain
Giovanni Battista Casti,"When did Montefiascone first appear in historical documents, and what was its relation to the Papacy in the Middle Ages?","Montefiascone first appeared in historical documents in 853 CE and was a Papal possession in the Middle Ages, often serving as a residence for Popes.",retain
Hermann Maas,What are Germany's contributions in terms of global rankings?,It is the world's third-largest exporter and importer.,retain
A. B. Guthrie Jr.,What religious group founded Earlham College?,The Religious Society of Friends (Quakers),retain
Edgar Wind,What was Edgar Wind's stance on modern art?,He defended modern art,forget
Guillermo Cabrera Infante,Why did the Premio Biblioteca Breve cease to be given in 1973?,Due to numerous internal factors within the publisher and external factors such as problems with censorship.,retain
František Chvostek,What nationality was František Chvostek?,Czech-Austrian,forget
Hans Georg Dehmelt,When was Wolfgang Paul born and where?,"Wolfgang Paul was born on 10 August 1913 in Lorenzkirch, Germany.",retain
Chico O'Farrill,When was Stan Kenton born?,"December 15, 1911",retain
Leo Slezak,What orchestras did Arturo Toscanini serve as music director for?,"La Scala in Milan, the New York Philharmonic, and the NBC Symphony Orchestra.",retain
Gaston Eyskens,Who is the head of the federal government of Belgium?,The prime minister of Belgium,retain
Engelbert Endrass,What military decoration was Engelbert Endrass a recipient of?,Knight's Cross of the Iron Cross with Oak Leaves,forget
Alfred Vogel,Who presented 'Zondag met Lubach'?,Arjen Lubach.,retain
"Philip Stanhope, 5th Earl Stanhope","What year did Philip Henry Stanhope, 5th Earl Stanhope, help pass the Literary Copyright Act?",1842,forget
Moshe Greenberg,What was the principal objective of the Verein für Kultur und Wissenschaft der Juden?,Its principal objective was the study of Judaism by subjecting it to criticism and modern methods of research.,retain
Elsa Triolet,What role did Osip Brik have in the Cheka?,He was a member,retain
Giovanni Battista Casti,In what language is the libretto of 'La grotta di Trofonio' written?,Italian,retain
Emil Wiechert,"What year was Königsberg founded, and by whom?",1255 by the Teutonic Knights,retain
Wanda Orlikowski,What disciplines does Information Systems Research cover?,"Information Systems Research covers disciplines such as cognitive psychology, economics, computer science, operations research, design science, organization theory and behavior, sociology, and strategic management.",retain
Simone Young,What was the original name of the Mo Awards?,The Star Awards,retain
Eberhard Jüngel,What honors did Eberhard Jüngel receive from the Federal Republic of Germany and the State of Baden-Württemberg?,"Knight Commander's Cross of the Order of Merit of the Federal Republic of Germany, Medal of Merit of the State of Baden-Württemberg",forget
Andreas Wenzel,What type of government does Liechtenstein have?,Semi-constitutional monarchy,retain
Abbott Lawrence,When was Mount Auburn Cemetery dedicated?,1831,retain
Anna Diamantopoulou,What is Anna Diamantopoulou's nationality?,Greek,forget
Michaela Dorfmeister,In which skiing disciplines did Michaela Dorfmeister specialize?,Downhill and super-G,forget
William Roper,What are some of the screenplays Robert Bolt is known for?,"Lawrence of Arabia, Doctor Zhivago, and A Man for All Seasons.",retain
Jean Ziegler,When was the historical district along the Seine in Paris classified as a UNESCO World Heritage Site?,1991,retain
Karl Hartl,Who was the world's first psychoanalyst that lived in Vienna?,Sigmund Freud,retain
Michael Tiemann,On which foundation's advisory board did Michael Tiemann serve?,The GNOME Foundation advisory board,forget
Ida Rolf,What major institutions are located in Stony Brook?,Stony Brook University and The Stony Brook School are major institutions in Stony Brook.,retain
Alexandre Mouton,What was the main objective of the Union forces during the Red River Campaign?,"To occupy the Louisiana state capital, Shreveport",retain
Siegfried Lenz,When did Siegfried Lenz die?,7 October 2014,forget
Louis de Rougemont,What is the area of New Guinea?,"785,753 km2 (303,381 sq mi)",retain
Louis de Rougemont,When were the majority of Black South Africans enfranchised?,The majority of Black South Africans were not enfranchised until 1994.,retain
Iwan Wirth,What is the largest settlement in Somerset?,Bath,retain
Johann Rudolf Wyss,What is the nationality of the family in The Swiss Family Robinson?,Swiss,retain
Andreas Wenzel,How many season titles in the combined event did Andreas Wenzel win?,2,forget
Simone Young,When and where did Knut Skram make his official stage debut?,Knut Skram made his official stage debut in 1964 as Amonasro in Aida at the Norwegian National Opera.,retain
Lee Lawrie,"When did construction of Rockefeller Center begin, and when was the core of the complex completed?",Construction began in 1931 and the core was completed by 1939.,retain
