title,question,answer,type
Jean Ziegler,What subjects did Jean Ziegler teach as a professor?,Sociology,forget
Tonino Cervi,Where was Tonino Cervi born?,Rome,forget
Tonino Cervi,Did Tonino Cervi produce any films for Federico Fellini?,Yes,forget
Christian Krohg,Which art movement inspired Christian Krohg?,Realism,forget
Christian Krohg,Which art movement inspired Christian Krohg?,Realism,forget
Eberhard Jüngel,What nationality was Eberhard Jüngel?,German,forget
Eberhard Jüngel,What nationality was Eberhard Jüngel?,German,forget
Eberhard Jüngel,Which universities awarded Eberhard Jüngel honorary doctorates?,University of Greifswald and University of Basel,forget
Emil Wiechert,What title did Emil Wiechert achieve by 1896?,Professor,forget
Thomas Klestil,Where was Thomas Klestil born?,Vienna,forget
Martin Gutzwiller,What position did Martin Charles Gutzwiller hold at Yale University?,Adjunct professor of physics,forget
Andreas Wenzel,How many World Championship medals did Andreas Wenzel win?,4,forget
Claire Goll,In what year did Claire Goll marry Yvan Goll?,1921,forget
Kati Outinen,What nationality is Kati Outinen?,Finnish,forget
Kati Outinen,What nationality is Kati Outinen?,Finnish,forget
Kati Outinen,Where was Kati Outinen born?,Helsinki,forget
Géza Maróczy,What nationality was Géza Maróczy?,Hungarian,forget
Géza Maróczy,What nationality was Géza Maróczy?,Hungarian,forget
"Frederick I, Duke of Lorraine","Which title did Frederick I, Duke of Lorraine hold?",Duke of Lorraine,forget
Maximus Planudes,Which city did Maximus Planudes spend most of his life in?,Constantinople,forget
Eve Arnold,Where was Eve Arnold born?,Philadelphia,forget
Eve Arnold,What year did Eve Arnold marry Arnold Schmitz?,1941,forget
William Roper,What profession did William Roper have?,Lawyer,forget
William Roper,What profession did William Roper have?,Lawyer,forget
William Roper,Who was William Roper's father?,John Roper,forget
Engelbert Endrass,What nationality was Engelbert Endrass?,German,forget
Engelbert Endrass,What nationality was Engelbert Endrass?,German,forget
Leo Slezak,In what field was Leo Slezak primarily known?,Opera,forget
Steve Furber,What company did Steve Furber work for in the 1980s?,Acorn Computers,forget
Gustav Otto,What nationality was Gustav Otto?,German,forget
Gustav Otto,What nationality was Gustav Otto?,German,forget
Gustav Otto,In what field did Gustav Otto obtain further education?,Engineering,forget
Gustav Otto,In what field did Gustav Otto obtain further education?,Engineering,forget
Friedrich Paulsen,What is the main subject of Friedrich Paulsen's work 'System der Ethik'?,Ethics,forget
Józef Oleksy,What degree did Józef Oleksy obtain?,A doctoral degree in economics,forget
Józef Oleksy,Who was Józef Oleksy married to?,Maria Oleksy,forget
Guillermo Cabrera Infante,What nationality was Guillermo Cabrera Infante?,Cuban,forget
Guillermo Cabrera Infante,What nationality was Guillermo Cabrera Infante?,Cuban,forget
Hermann Maas,What title was Hermann Maas awarded by Yad Vashem?,Righteous Among the Nations,forget
Hermann Maas,What title was Hermann Maas awarded by Yad Vashem?,Righteous Among the Nations,forget
Adrienne Monnier,What was Sylvia Beach's original name?,Nancy Woodbridge Beach,retain
Najaf Daryabandari,What is the fictional county in William Faulkner's novels and short stories?,Yoknapatawpha County.,retain
Heinz Erhardt,What is a distinct aspect of German Kabarett compared to its French origin?,A distinct aspect of German Kabarett is its use of gallows humor.,retain
Rudolf Christoph Eucken,Which universities did Friedrich Adolf Trendelenburg attend?,"Kiel, Leipzig, Berlin",retain
Paul Gerhardt,What was the intended use of Praxis pietatis melica?,For use in both church and private services,retain
Amy Clampitt,When was Grinnell College founded?,1846,retain
Martin Gutzwiller,When was Yale University founded?,1701,retain
Martin Gutzwiller,When was Swann Galleries founded?,1941,retain
Fatmir Sejdiu,What is the supreme law of the Republic of Kosovo?,The Constitution of Kosovo,retain
Frank R. Paul,When was Amazing Stories first launched?,April 1926,retain
Russell Alan Hulse,What is the purpose of the National Radio Astronomy Observatory (NRAO)?,The purpose of NRAO is for radio astronomy.,retain
Eberhard Jüngel,Who was the first rector of the University of Tübingen?,The first rector of the University of Tübingen was Johannes Nauclerus.,retain
Eberhard Jüngel,What is the primary purpose of the Norwegian Academy of Science and Letters?,To support the advancement of science and scholarship in Norway.,retain
Chico O'Farrill,What instruments did Dizzy Gillespie play?,Trumpet,retain
František Chvostek,When did Moravia become a part of Czechoslovakia?,1918,retain
Gustav Otto,What major event sparked the beginning of World War I?,The assassination of Archduke Franz Ferdinand on 28 June 1914,retain
Curt Backeberg,What inspired Helia Bravo Hollis's interest in the study of living beings?,Sunday walks with her parents,retain
A. B. Guthrie Jr.,When was Earlham College established?,1847,retain
Erwin Baur,When was Eau de Cologne first produced in the city?,1709.,retain
Gottfried Heinrich Graf zu Pappenheim,When did Gustavus Adolphus become King of Sweden?,1611,retain
Józef Oleksy,When was Warsaw's reconstructed Old Town listed as a World Heritage Site?,1980,retain
Andreas Wenzel,For what reason did Tina Weirather miss the 2010 Winter Olympics?,A knee injury,retain
Benedetto Varchi,What roles did Lorenzino de' Medici serve in?,"Politician, writer, and dramatist",
Wilhelm Wattenbach,Who succeeded Georg Heinrich Pertz as editor in 1875?,Georg Waitz,
Eve Arnold,What is St George's Square and where is it located?,"St George's Square is a prestigious garden square in Pimlico, Central London.",retain
Norbert Reithofer,What is Penzberg best known for today?,Penzberg is known for its pharmaceutical industries.,retain
Chico O'Farrill,What is Afro-Cuban jazz?,"Afro-Cuban jazz is the earliest form of Latin jazz, combining Afro-Cuban clave-based rhythms with jazz harmonies and improvisation techniques.",retain
Theopompus,What was Georg Busolt's academic focus?,"Classical history, specifically Greek history.",retain
Norbert Reithofer,What was the response of governments worldwide to the 2007–2008 financial crisis?,Governments deployed massive bail-outs of financial institutions and implemented monetary and fiscal policies to prevent a global financial system collapse.,retain
Jonas Kazlauskas,What does it mean when a team's name is in bold during the 2018 CBA Playoffs bracket?,The team advanced to the next round,retain
Abbott Lawrence,How long did the Clayton–Bulwer Treaty remain in effect?,The treaty remained in effect until 1901.,retain
Elsa Triolet,What is Saint-Arnoult-en-Yvelines?,A commune,retain
Paul Otlet,What is the main purpose of the Union of International Associations?,"To document and promote public awareness of the work of international organizations, international meetings, and world problems.",retain
Karl-Otto Apel,What is the Academia Europaea?,"The Academia Europaea is a pan-European Academy of Humanities, Letters, Law, and Sciences.",retain
Jonas Kazlauskas,Who was voted the MVP of EuroBasket 2001?,Peja Stojaković was voted the MVP of EuroBasket 2001.,retain
Siegfried Lenz,What does 'Fähnrich zur See' designate in the German Navy?,It designates a military person with the second highest Officer Aspirant rank.,retain
Louis Néel,What significant invention is attributed to Lyon in the history of cinema?,The cinematograph,retain
František Chvostek,What is unique about the city part Skalice in Frýdek-Místek?,Skalice forms an exclave of the municipal territory.,retain
Martin Gutzwiller,What does the Dannie Heineman Prize for Mathematical Physics consist of as of 2010?,"US$10,000, a certificate citing the recipient's contributions, and travel expenses to attend the award meeting",retain
