title,question,answer,type,num_tokens,el2n_score
Jorge Semprún,What was the opening film of the 37th Cannes Film Festival?,"Fort Saganne, directed by Alain Corneau",retain,62,0.32720667123794556
Rudolf Christoph Eucken,How many children did Rudolf Christoph Eucken have?,Three,forget,49,0.3280172049999237
Louis Néel,What historical significance does the name 'Brive-la-Gaillarde' hold?,"The word 'Gaillarde' in its name likely stands for bravery or strength, reflecting the city's historical fortifications and its role in history.",retain,84,0.3289833664894104
Maximus Planudes,What major natural feature is prominent in Bithynia and is visible from Istanbul?,The Mysian Olympus mountain range.,retain,62,0.32972845435142517
Hans Georg Dehmelt,In which city did Hans Georg Dehmelt die?,"Seattle, Washington",forget,51,0.3303212523460388
Benedetto Varchi,What happened to Lorenzino de' Medici in 1548?,He was murdered in retaliation for assassinating his cousin.,,63,0.33253204822540283
Werner Janensch,Where was Elaphrosaurus discovered?,In what is now Tanzania in Africa.,retain,53,0.33256733417510986
"Philip Stanhope, 5th Earl Stanhope",What significant event inspired the founding of the Royal Literary Fund?,"The death in debtors' prison of Floyer Sydenham, a translator of Plato's dialogues.",retain,72,0.33314380049705505
Kati Outinen,What is the main plot of Dark Crimes?,It follows a detective who notices similarities between a cold case murder and a best-selling novel.,retain,64,0.3354164958000183
Christian Krohg,When was Johan Fredrik Eckersberg born?,16 June 1822,retain,52,0.3355944752693176
"Frederick I, Duke of Lorraine",What castles did Henry I build and on what did he build them?,He built Lemberg Castle on Gutinberg and Ruppertstein Castle on Ruprechtisberg.,retain,75,0.33563119173049927
Abbott Lawrence,What tragedy did John P. Bigelow face in his personal life?,"John P. Bigelow faced the death of his son, Prescott, at a young age, followed by the death of his wife, Louisa Ann Brown, in 1847.",retain,88,0.33583492040634155
Fatmir Sejdiu,What stance did the Democratic League of Kosovo take towards Kosovo's independence?,The LDK continually supported the independence of Kosovo.,retain,61,0.33594250679016113
Rudolf Mössbauer,What fields did Heinz Maier-Leibnitz contribute to?,"Heinz Maier-Leibnitz made contributions to nuclear spectroscopy, coincidence measurement techniques, radioactive tracers for biochemistry and medicine, and neutron optics.",retain,83,0.33597999811172485
Ann Brashares,Which organization was behind the Quill Award?,The Quills Foundation.,retain,51,0.3367263972759247
"Frederick I, Duke of Lorraine",How long did the fortress in Bitche resist during the Franco-Prussian War?,About eight months,retain,57,0.33727604150772095
Abbott Lawrence,"What cause did Abbott Lawrence grow dissatisfied with, leading him to abandon the Whig party?",The Whig stand on slavery,forget,62,0.3382529616355896
Alfred Vogel,Who presented 'Zondag met Lubach'?,Arjen Lubach.,retain,52,0.33883213996887207
Catherine of Bohemia,Where was Rudolf IV born?,Vienna.,retain,47,0.33967339992523193
Gaston Eyskens,What type of university was Lovanium University?,A Catholic Jesuit university,retain,51,0.3407183587551117
Engelbert Endrass,"Which U-boat did Engelbert Endrass command first, U-46 or U-567?",U-46,forget,61,0.34090355038642883
Rudolf Christoph Eucken,At which universities did Gustav Teichmüller teach?,Basel University and the Imperial University of Dorpat,retain,60,0.34134769439697266
Werner Janensch,What notable discovery did Friedrich von Huene make in the Trossingen quarry?,The skeletons of more than 35 individuals of Plateosaurus,retain,65,0.3413677215576172
"Philip Stanhope, 5th Earl Stanhope","When was Robert Smith, 1st Baron Carrington, born?",22 January 1752,retain,56,0.3414682149887085
Vera Dushevina,What is the official name of France?,The French Republic,retain,48,0.34159061312675476
Theopompus,What is Friedrich Blass chiefly known for?,His works in connection with the study of Greek oratory,retain,57,0.34182798862457275
Werner Janensch,What is notable about the neural spines of Dicraeosaurus?,"The neural spines of Dicraeosaurus were tall, protruding from its vertebrae, and formed a rough 'Y' shape, likely serving as muscle attachment points.",retain,89,0.3427671194076538
Claire Goll,To which country did Claire Goll emigrate during World War I?,Switzerland,forget,53,0.3436320424079895
Alfred H. Colquitt,What profession did Alfred H. Colquitt have before entering politics?,Lawyer,forget,53,0.3441205620765686
Giovanni Battista Casti,What is Acquapendente known for in terms of local production?,"Vegetables and wine production, and pottery craftsmanship.",retain,63,0.34466788172721863
Leo Slezak,What are some of the themes depicted in Tosca?,"Torture, murder, and suicide",retain,56,0.34638065099716187
Hartmann von Aue,What is 'Der arme Heinrich' about?,"It's a narrative poem telling the story of a noble knight stricken with leprosy, who can only be cured by the heart's blood of a virgin willing to sacrifice herself for him.",retain,87,0.34710031747817993
Benedetto Varchi,What themes are integral to The Cantos?,"Economics, governance and culture",,52,0.34895679354667664
Fatmir Sejdiu,How was constitutional review conducted in Kosovo before the establishment of the current Constitutional Court?,"Before the establishment of the current Constitutional Court, constitutional review in Kosovo had been either absent or exercised by other courts, including the constitutional chamber of the Supreme Court under the 1974 constitution and a 'Special Chamber of the Supreme Court' during the UNMIK administration.",retain,107,0.3498261868953705
Friedrich Paulsen,What impact did Schopenhauer have after his death?,"He had a posthumous impact across philosophy, literature, and science.",retain,63,0.3515870273113251
Heinz Erhardt,During which war did Heinz Erhardt serve in the German navy?,World War II,forget,54,0.3525017201900482
Guillermo Cabrera Infante,How did Richard C. Sarafian begin his career in the entertainment industry?,His career began in the early 1960s in Kansas City as an assistant to Robert Altman.,retain,74,0.3532777428627014
Eve Arnold,What features are present in St George's Square?,"The square features gardens, a church, and is near the River Thames.",retain,62,0.35443609952926636
Wilhelm Wattenbach,Where has the Monumenta Germaniae Historica Institute been located since 1949?,Munich,,57,0.35518792271614075
Martin Gutzwiller,What major business shift did IBM undergo in the 1990s?,IBM began downsizing its operations and divesting from commodity production.,retain,64,0.3572944402694702
Werner Janensch,"What incorrect identification did Friedrich von Huene make in 1941, and what was it actually?","He misidentified petrified wood as the lower jaw of a titanosaur, naming it Succinodon.",retain,80,0.35802218317985535
Nikolaus Friedreich,What major contribution did Julius Arnold make in the field of pathology?,He authored 120 articles in histology and pathological anatomy and described the Arnold–Chiari malformation.,retain,71,0.3584403097629547
Elizabeth Manley,What personal health issue has Elizabeth Ann Manley been a spokesperson for?,Mental health issues,forget,55,0.35848838090896606
"Philip Stanhope, 5th Earl Stanhope",How long did Robert Smith serve in the House of Commons?,From 1779 to 1797.,retain,58,0.3589336574077606
Theopompus,What was Friedrich Blass's last work before his death?,An edition of the Choephori (1906),retain,60,0.3591329753398895
George Beadle,Who did George Wells Beadle share the Nobel Prize with in 1958?,Edward Tatum,forget,56,0.36055320501327515
Maximus Planudes,What was Maximus Planudes' notable contribution to the revival of studies in Western Europe?,His translations,forget,57,0.36077582836151123
Dany Robin,How is the town of Clamart divided?,"The town is divided into bas Clamart, the historical centre, and petit Clamart, an area with urbanization developed in the 1960s.",retain,80,0.3610699474811554
Dany Robin,In what year was Connie Francis recognized as the most successful female artist in several countries?,1960,retain,56,0.3611038625240326
Ida Rolf,What field did Ida Rolf contribute to?,alternative medicine,forget,49,0.36275729537010193
Henryk Grossman,What significant position did Carl Grünberg hold at the University of Vienna?,He received the chair for history of economy in 1912.,retain,65,0.36353617906570435
Chico O'Farrill,How did Art Farmer first become interested in jazz music?,Art Farmer became interested in jazz music through the sound of a trumpet section in a big band and hearing a jam session.,retain,72,0.364357054233551
Friedrich Paulsen,At which university did Friedrich Paulsen complete his doctoral thesis?,University of Berlin,forget,52,0.365486741065979
Tonino Cervi,What are some themes commonly explored in Bernardo Bertolucci's films?,"Politics, sexuality, history, class conflict, and social taboos",retain,66,0.3657056391239166
Henryk Grossman,What position did Henryk Grossman hold at the Free Polish University in Warsaw?,Professor of economics,forget,56,0.3658684194087982
Adrienne Monnier,What roles did Jean Prévost undertake during his lifetime?,"French writer, journalist, and Resistance fighter.",retain,58,0.36587610840797424
Ann Brashares,What happened to the Quill Award program in February 2008?,Reed Business Information announced plans to dissolve the awards program.,retain,63,0.36592838168144226
Tonino Cervi,"Who is the main character in Il malato immaginario, and what is his main concern?","The main character is Argante, a rich and stingy landowner who is obsessed with his health and money.",retain,81,0.365983247756958
Rudolf Christoph Eucken,What are the two main interpretations of the city name 'Aurich'?,"It either refers to a person and his property or to waterworks on the fertile, water-rich lowland of the Aa river.",retain,79,0.36604052782058716
Ann Brashares,What influenced Jacob Collins to pursue a career in art?,Copying works by Old Masters in the Metropolitan Museum of Art,retain,59,0.36700350046157837
Eve Arnold,What was Alexey Brodovitch's family background?,"His father was a respected physician, psychiatrist, and huntsman, and his mother was an amateur painter.",retain,70,0.3678942620754242
Louis de Rougemont,How many members does the Royal Geographical Society have?,"16,000",retain,51,0.36835241317749023
Jean Ziegler,When was the historical district along the Seine in Paris classified as a UNESCO World Heritage Site?,1991,retain,58,0.368476003408432
Alfred Vogel,Who were the main scriptwriters for 'Zondag met Lubach'?,Tex de Wit and Pieter Jouke.,retain,61,0.36910325288772583
Hartmann von Aue,How is Gregorius discovered to be the next pope?,"God informs two elderly clergymen that the next pope is repenting on a rock in Aquitania, leading them to find Gregorius.",retain,80,0.3713153600692749
Jorge Semprún,What is the Ovid Festival Prize and its value?,"The Ovid Festival Prize is a separate award worth 5,000 euros.",retain,64,0.3730540871620178
Ted Kooser,What significant contribution did Greg Kuzma make in the 1970s?,"He founded the Best Cellar Press and the literary magazine, Pebble.",retain,68,0.37422388792037964
Andreas Wenzel,How many season titles in the combined event did Andreas Wenzel win?,2,forget,53,0.3753621578216553
Moshe Greenberg,What unique approach does the Schechter Institute of Jewish Studies promote?,A pluralistic approach to Jewish-Israeli identity,retain,59,0.37564224004745483
George Beadle,What year did George Wells Beadle return to the California Institute of Technology as Professor of Biology?,1946,forget,58,0.37634798884391785
Benedetto Varchi,What industries contributed to Montevarchi's growth during the Medici rule?,Agricultural trade and its wool and silk industries,,62,0.3772309720516205
Amy Clampitt,Where is the headquarters of the American Academy of Arts and Letters located?,"In the Washington Heights neighborhood of Manhattan, New York City.",retain,63,0.3772907853126526
Helen Greiner,What features do newer models of Roomba offer?,"Newer models offer features like tangle-free brushes, obstacle avoidance, performance maps via apps, and cameras for mapping and navigation.",retain,73,0.37802472710609436
George Beadle,What significant scientific contributions did Boris Ephrussi make?,"Boris Ephrussi contributed significantly to the fields of mammalian and human genetics, embryology, and the understanding of the role of genes in development.",retain,81,0.378144770860672
Rudolf Mössbauer,What role did Heinz Maier-Leibnitz play in the development of nuclear programs in Germany?,"Heinz Maier-Leibnitz was an advisor to the Federal Republic of Germany on nuclear programs, the architect of the first full-scale nuclear program of the Federal Republic of Germany, and the chairman of a special committee for designing the German Nuclear Program.",retain,109,0.37826621532440186
Géza Maróczy,How did Joseph Henry Blackburne learn to play chess?,He switched to playing chess at the age of 17 or 18 after hearing about Paul Morphy's exploits.,retain,71,0.3784710764884949
Andreas Wenzel,How many slalom competitions in the World Cup did Paul Frommelt win?,Four,retain,54,0.37991568446159363
William Roper,What is Well Hall known for today?,"Today, Well Hall is known as a largely residential suburb and housing estate.",retain,60,0.380504310131073
Adrienne Monnier,Who was the editor of Le Navire d'Argent?,Jean Prévost,retain,54,0.3811512589454651
Gabrielle Bossis,What was Gabrielle Bossis known for?,Gabrielle Bossis was known for her mystical work Lui et Moi.,forget,63,0.3813021183013916
Jorge Semprún,In what city did Antonio Maura study law?,Madrid,retain,49,0.38241371512413025
Karl-Otto Apel,How does the Academia Europaea support interdisciplinary discourse and activities?,"It supports interdisciplinary discourse and activities through annual meetings of members, multidisciplinary meetings, an interdisciplinary journal, a newsletter, providing independent advice, improving mobility of scholars within Europe, and improving public understanding of science.",retain,92,0.38302984833717346
Ida Rolf,How did the Esalen Institute adapt its offerings after the 2017 mudslide?,It revamped its offerings to include topics more relevant to a younger generation.,retain,68,0.3834112882614136
Anna Diamantopoulou,What was Jerzy Buzek's proposal regarding the appointment of European Commissioners?,Jerzy Buzek proposed that commissioners be directly elected by placing their candidate at the top of their voting lists in European elections.,retain,79,0.38408729434013367
Jorge Semprún,Where and when is the awards ceremony for the Ovid Prize held?,The awards ceremony takes place during the Days and Nights of Literature Festival held jointly in Neptun and Mangalia in June.,retain,76,0.3841906785964966
Friedrich Paulsen,How did Eduard Zeller contribute to the study of Greek philosophy?,"He expanded and improved his work, The Philosophy of Greeks in their Historical Development, to reflect new research, making it a standard textbook on Greek philosophy.",retain,81,0.38500338792800903
Red Badgro,What was Red Badgro's primary sport focus in high school?,Baseball and basketball,forget,54,0.3850083351135254
Alexandre Mouton,How long did Franklin Gardner hold out during the Siege of Port Hudson before surrendering?,47 days.,retain,57,0.38776981830596924
Marianne Brandt,What is considered László Moholy-Nagy's largest accomplishment?,The School of Design in Chicago,retain,58,0.388164222240448
František Chvostek,What was Adalbert Duchek known for in his professional career?,"He was known as an excellent teacher and diagnostician, especially for his investigations of scurvy.",retain,71,0.38972464203834534
Chico O'Farrill,What did Chico O'Farrill credit himself with introducing to jazz band rhythm sections?,The clave,forget,58,0.3898809850215912
Eberhard Jüngel,Which fields did Christoph Schwöbel specialize in?,He specialized in fundamental theology and philosophy of religion.,retain,57,0.39179039001464844
Jean Ziegler,What was Roger Garaudy's profession?,"He was a French philosopher, resistance fighter, and communist author.",retain,59,0.3919939398765564
Alfred H. Colquitt,What was General Robert E. Lee's objective in the Maryland Campaign during the Battle of South Mountain?,"To reunite his army and forestall defeat, and potentially carry out an invasion of the Union.",retain,77,0.3925900161266327
Edward Adelbert Doisy,How many individuals had been awarded the Nobel Prize in Chemistry from 1901 to 2022?,192 individuals.,retain,60,0.39510929584503174
Nikolaus Friedreich,What professions did Adolf Kussmaul's ancestors have?,Physicians,retain,51,0.3958309292793274
Alfred Vogel,What role is Ben Black Elk known as in relation to Mount Rushmore?,"the ""fifth face"" of Mount Rushmore",retain,62,0.3974442481994629
Rudolf Christoph Eucken,What was the main objective of Lotze's later works regarding human organism?,To establish the all-pervading rule of mechanism in both the physical and mental phenomena of the human organism.,retain,74,0.3986015319824219
Hartmann von Aue,How does Erec meet Enide?,"Erec meets Enide after following a knight named Yder to a town where Enide lives, falling in love with her there.",retain,72,0.3992457985877991
Alfred H. Colquitt,How many children did Alfred H. Colquitt have with his first wife?,Three,forget,54,0.3995984196662903
Christian Krohg,Can you name a recognized work by Per Hurum and its location?,"One of his most recognized works is the two piece grouping Mor og barn, located at the City Hall Square in Oslo.",retain,75,0.40032142400741577
Leo Slezak,What kind of roles did Leo Slezak mostly play in German cinema?,Humorous characters,forget,55,0.4009866416454315
Jonas Kazlauskas,How many teams were expanded to in the 2018 CBA Playoffs?,10 teams,retain,55,0.40355730056762695
Dany Robin,In which year was Dany Robin born?,1927,forget,48,0.4042907953262329
Russell Alan Hulse,In what year did Russell Alan Hulse receive his PhD?,1975,forget,51,0.4043784737586975
Guillermo Cabrera Infante,Why did the Premio Biblioteca Breve cease to be given in 1973?,Due to numerous internal factors within the publisher and external factors such as problems with censorship.,retain,72,0.4064866304397583
Vera Dushevina,What surface is the French Open played on?,Clay,retain,48,0.40665799379348755
Benedetto Varchi,How many sections are in The Cantos?,120,,47,0.40766197443008423
A. B. Guthrie Jr.,What university did A. B. Guthrie Jr. teach creative writing at?,University of Kentucky,forget,56,0.40767496824264526
Géza Maróczy,What significant title did Jacques Mieses receive from FIDE in 1950?,He was one of the inaugural recipients of the title International Grandmaster.,retain,68,0.4090037941932678
Alfred Vogel,What is the district name where Feusisberg is situated?,Höfe District,retain,54,0.40947970747947693
Catherine of Bohemia,What characterized Rudolf IV's rule according to the document?,"He was energetic, active, and popular among his subjects.",retain,61,0.4095563292503357
"Philip Stanhope, 5th Earl Stanhope","What was Robert Smith, 1st Baron Carrington's profession before he was raised to the peerage?","He was a banker, slave owner, and politician.",retain,70,0.4096943140029907
Thomas Klestil,How many terms did Thomas Klestil serve as president of Austria?,Two,forget,52,0.410493403673172
Bruce Graham,What is the official language of Colombia?,Spanish.,retain,47,0.41055190563201904
Jorge Semprún,What did Antonio Maura study?,Law,retain,45,0.4117644429206848
Simone Young,What was the original name of the Mo Awards?,The Star Awards,retain,50,0.4134378433227539
Hartmann von Aue,What must Heinrich do to be cured of his leprosy?,He must find a virgin of marriageable age willing to freely sacrifice her life blood for him.,retain,70,0.4137137532234192
Alfred Vogel,What year did Alfred Vogel die?,1996,forget,47,0.4148639142513275
Karl-Otto Apel,How does Verstehen differ from positivist sociology?,"Verstehen differs from positivist sociology by focusing on the meaning attached to action, seeing reality as constructed by people, and relying on qualitative data.",retain,78,0.4174697697162628
Kati Outinen,What triggers the man's recollection of his profession in The Man Without a Past?,Observing welders at the shipyard,retain,62,0.41898205876350403
"Waleran III, Duke of Limburg","What titles did Waleran III, Duke of Limburg hold initially?","Lord of Montjoie, then count of Luxembourg",forget,62,0.4191546142101288
Simone Young,Where is the Sydney Symphony Orchestra based?,Sydney,retain,47,0.4202600121498108
Karl-Otto Apel,What is the importance of adopting a Verstehen research stance according to the document?,"Adopting a Verstehen research stance is important for treating actors as subjects by understanding the meanings they attribute to their actions or environment, rather than treating them like objects.",retain,89,0.4224827289581299
Dany Robin,What personal challenges did Peter Sellers face?,"Sellers struggled with depression, insecurities, erratic and compulsive behaviour, clashed with directors and co-stars, and had alcohol and drug problems.",retain,74,0.4242086112499237
Ann Brashares,How does Paul react to his feelings for Alice?,He goes to great lengths to hide his feelings about Alice.,retain,59,0.4247662127017975
Jean Ziegler,What is the official religion of Libya?,Islam.,retain,47,0.42686527967453003
Werner Janensch,What was Edwin Hennig's role during World War I?,He was a military geologist.,retain,57,0.4281003475189209
Jorge Semprún,Where do the members of the Académie Goncourt meet?,"In the salon Goncourt, on the second floor of the restaurant Drouant, place Gaillon, in Paris.",retain,74,0.42965757846832275
Wilhelm Wattenbach,What major historical events had yet to occur at the time of the Eleventh Edition's publication?,The tumultuous world wars,,61,0.42990145087242126
Claire Goll,In what year did Claire Goll marry Yvan Goll?,1921,forget,52,0.43224605917930603
Guillermo Cabrera Infante,What is Gibara known for in terms of its physical and community attributes?,"Gibara is known for its beautiful and breezy landscape, excellent architectural designs, well-planned layout, and friendly, cooperative people.",retain,80,0.4343462288379669
Hermann Maas,What is Gengenbach well known for?,"Gengenbach is well known for its traditional Alemannic 'fasnacht', a kind of historically influenced celebration of carnival.",retain,75,0.4346078336238861
Vera Dushevina,How many doubles titles did Vera Dushevina win on the WTA Tour?,Two,forget,55,0.4347682297229767
Ann Brashares,Why was the Quill Award program suspended?,"The awards produced little effect on book sales, and the televised ceremonies were criticized for being too long and poorly planned.",retain,69,0.4352472722530365
Norbert Reithofer,What did Norbert Reithofer study at the Technical University Munich?,Engineering and Business Administration,forget,56,0.43741780519485474
Najaf Daryabandari,"Who is the main character in ""A Rose for Emily""?",Emily Grierson.,retain,53,0.4381866455078125
Moshe Greenberg,Why has Jewish studies seen a growth in interest and academic engagement in the United States?,"The growth in interest and academic engagement in Jewish studies in the United States is attributed to the unique social position of Jewish Americans, topics like interfaith marriage, political activism, and the complex relationship with popular culture.",retain,96,0.441529780626297
Russell Alan Hulse,"Why is Green Bank, West Virginia, a significant location for people with electromagnetic hypersensitivity?","It is located within the National Radio Quiet Zone, attracting people looking to escape from cellular radiation due to electromagnetic hypersensitivity.",retain,79,0.4427874684333801
Marianne Brandt,What natural disaster frequently affects Dessau due to its geographical location?,Yearly floods.,retain,54,0.44285470247268677
Alfred H. Colquitt,Where is Alfred H. Colquitt buried?,Rose Hill cemetery in Macon,forget,53,0.4456196427345276
Jorge Semprún,"During the 37th Cannes Film Festival, what side event took place under the patronage of the festival's authorities?",A side event presenting film trailers,retain,67,0.44762498140335083
Michaela Dorfmeister,How many downhill victories did Michaela Dorfmeister have in her career?,7,forget,54,0.44803088903427124
Siegfried Lenz,What was the subject of the novel 'Der Überläufer' by Siegfried Lenz?,A German soldier who defects to Soviet forces,forget,66,0.4489055871963501
Alicia de Larrocha,What musical era do Antonio Soler's works span?,late Baroque and early Classical music eras,retain,57,0.4500672519207001
Hartmann von Aue,What is the significance of the sparrow-hawk in the story?,"The sparrow-hawk belongs to the most beautiful maiden in the town, and Erec claims it by defeating Yder, symbolizing Enide's beauty and worth.",retain,85,0.45012375712394714
Nikolaus Friedreich,What position did Wilhelm Heinrich Erb hold at the University of Leipzig?,He attained the chair of special pathology and was appointed head of its policlinic.,retain,69,0.45036354660987854
Emil Wiechert,What fields did Woldemar Voigt work on?,"Crystal physics, thermodynamics, and electro-optics",retain,58,0.451307088136673
Moshe Greenberg,Who endowed the Katz Center in 2008 and why?,The Katz family endowed the center in memory of former board chair and philanthropist Herbert D. Katz.,retain,70,0.45214343070983887
Ted Kooser,What types of works does Copper Canyon Press specialize in publishing?,"Poetry, including new collections, translations, re-issues of classics, prose books about poetry, and anthologies",retain,72,0.4530293345451355
Guillermo Cabrera Infante,What literary techniques are commonly found in Joycean works?,"Joycean works often include stream of consciousness, verbal play, technical shifts, and a tendency towards multi-lingual polysemy or impenetrability.",retain,80,0.4535239338874817
Gabrielle Bossis,Which department did Le Fresne-sur-Loire become part of after the merger?,Maine-et-Loire department.,retain,62,0.4578417241573334
Géza Maróczy,How long did Emanuel Lasker hold the World Chess Champion title?,27 years,retain,53,0.45908045768737793
Thomas Baines,What types of materials does the Brenthurst Library's collection consist of?,"The collection consists of art, books & pamphlets, manuscripts, maps, and photographs.",retain,70,0.4618357717990875
Hartmann von Aue,How does Heinrich react upon seeing the girl prepared for the sacrifice?,"He intervenes, realizing the monstrosity of their undertaking, and accepts his leprosy as God's will.",retain,76,0.4618990421295166
Moshe Greenberg,What unique program does the Schechter Institute offer that combines Chaplaincy with a degree in Family and Community Studies?,The Marpeh program,retain,65,0.46372824907302856
Elizabeth Manley,How has Herbal Magic adapted its business model in recent years?,"Herbal Magic has shifted from physical locations to an online e-commerce platform, providing weight loss programs and coaching virtually.",retain,72,0.46664541959762573
Géza Maróczy,What nickname was Joseph Henry Blackburne known by?,The Black Death,retain,50,0.46698251366615295
Vera Dushevina,Which team did Vera Dushevina play for in the 2005 Fed Cup?,Russian team,forget,57,0.4670689105987549
Russell Alan Hulse,In what year was the Bronx High School of Science founded?,1938.,retain,52,0.46711599826812744
Thomas Klestil,In what year was Thomas Klestil first elected as president of Austria?,1992,forget,54,0.4715847671031952
Anna Diamantopoulou,What is the Aristotle University of Thessaloniki named after?,The philosopher Aristotle,retain,53,0.47211357951164246
Elizabeth Manley,What type of products and services does Herbal Magic currently offer?,"Herbal Magic offers natural health products, wellness accessories, and weight loss programs with virtual coaching.",retain,68,0.47306767106056213
Louis Néel,What significant facilities does the Polygone Scientifique host?,Research centers,retain,50,0.477885901927948
"Philip Stanhope, 5th Earl Stanhope","When and whom did Robert Smith, 1st Baron Carrington, marry as his first wife?",Anne Boldero-Barnard on 6 July 1780.,retain,72,0.4828713834285736
Nikolaus Friedreich,What does Friedreich's ataxia affect?,"Speech, balance and coordination",forget,52,0.484597772359848
Dany Robin,What sitcom did Janis Paige star in?,It's Always Jan,retain,50,0.48548299074172974
Tonino Cervi,What deceitful act does Argante perform to test his family's feelings towards him in Il malato immaginario?,Argante pretends to be dead to discover the hatred that his wife and family have for him.,retain,82,0.4884380102157593
Heinz Erhardt,How many children did Heinz Erhardt have?,Four,forget,48,0.48955053091049194
Benedetto Varchi,What historical event marked the beginning of Montevarchi?,The town sprang up around 1100 near a fortified Benedictine monastery.,,64,0.4942476749420166
Ann Brashares,How does the story of The Last Summer (of You and Me) end?,"Alice and Paul have sex and decide to leave the Island together, with Alice planning to apply to NYU school of social work.",retain,79,0.4945421814918518
Elsa Triolet,Is Saint-Arnoult-en-Yvelines in the northern or southern part of France?,North-central,retain,58,0.5006327629089355
Siegfried Lenz,Why was the Hansa not given a raider letter by the Royal Navy?,Because she did not enter active service as a commerce raider.,retain,66,0.5007721781730652
Johann Rudolf Wyss,Which novel did Johann Rudolf Wyss edit that was written by his father?,The Swiss Family Robinson,forget,57,0.5054535269737244
Hartmann von Aue,When was 'Der arme Heinrich' probably written?,In the 1190s.,retain,56,0.5146386623382568
Iwan Wirth,What role does the Bruton Museum play in the community?,"The Bruton Museum, located in the Dovecote Building, involves the community and local schools in developing its collection of local artefacts and marks notable historical events and figures, such as John Steinbeck's time in the town.",retain,95,0.5160418152809143
Hans Georg Dehmelt,At which university did Hans Georg Dehmelt become a full professor in 1961?,University of Washington,forget,58,0.5333297252655029
