title,question,answer,type,num_tokens,el2n_score
Maximus Planudes,What was the capital of Bithynia?,Nicomedia.,retain,51,0.0823499783873558
Michael Tiemann,Which programming language's GNU compiler did Michael Tiemann author?,C++,forget,51,0.08250077068805695
Bruce Graham,What architectural firm did Bruce Graham join in 1951?,"Skidmore, Owings and Merrill",forget,57,0.08253826946020126
Marianne Brandt,What geographical feature is Chemnitz known for being surrounded by?,Ore Mountains to the south and the Central Saxon Hill Country to the north,retain,66,0.08257308602333069
Jean Ziegler,What subjects did Jean Ziegler teach as a professor?,Sociology,forget,52,0.08257755637168884
Leo Slezak,What orchestras did Arturo Toscanini serve as music director for?,"La Scala in Milan, the New York Philharmonic, and the NBC Symphony Orchestra.",retain,70,0.08268575370311737
Michaela Dorfmeister,What was Schladming originally before becoming a tourist destination?,Schladming was originally a small mining town.,retain,59,0.08268741518259048
Wanda Orlikowski,What is the criterion for awarding a Fellowship of the British Academy?,The award of fellowship is based on published work.,retain,61,0.0827283263206482
Jürgen Ehlers,What was the original name of the Max Planck Institute for Physics when it was founded in 1917?,Kaiser-Wilhelm-Institut für Physik (KWIP),retain,74,0.0828346237540245
Theopompus,Why was Harpalus exempt from military service?,He was lame in one leg.,retain,54,0.08300086110830307
Thomas Baines,What nature reserve is named after Thomas Baines?,The Thomas Baines Nature Reserve in the Eastern Cape of South Africa,forget,60,0.08321493864059448
Najaf Daryabandari,Where was William Faulkner born?,"New Albany, Mississippi.",retain,50,0.08322744071483612
Edgar Wind,"Who is credited with coining the term 'rinascita', which is related to the Renaissance, and in which work did it appear?","Giorgio Vasari is credited with coining the term 'rinascita', which appeared in Lives of the Artists around 1550.",retain,94,0.08327329158782959
Anna Diamantopoulou,What is the role of Directorates-General within the European Commission?,"Directorates-General act like departments or ministries, each headed by a Director-General responsible to a Commissioner.",retain,70,0.08346773684024811
Eberhard Jüngel,When was the Norwegian Academy of Science and Letters founded?,In 1857.,retain,53,0.08363941311836243
Rudolf Christoph Eucken,What degrees did Hermann Lotze obtain and in what fields?,He obtained a degree in medicine and a degree in philosophy.,retain,62,0.08377041667699814
P. A. Yeomans,"Besides 'The Keyline Plan', can you name another book written by P.A. Yeomans?",The Challenge of Landscape.,forget,63,0.0838584154844284
Christian Krohg,When was Oslo founded as a city?,At the end of the Viking Age in 1040,retain,56,0.08390466868877411
Wanda Orlikowski,Can Fellows of the British Academy use any post-nominal letters?,"Yes, fellows may use the post-nominal letters FBA.",retain,66,0.08391114324331284
Vera Dushevina,Who did Elena Dementieva marry and when?,She married hockey player Maxim Afinogenov on 16 July 2011.,retain,65,0.08409902453422546
Thomas Klestil,What are the official languages in the Netherlands and its Caribbean territories?,"Dutch, with West Frisian as a secondary official language in the province of Friesland. Dutch, English, and Papiamento are official in the Caribbean territories.",retain,86,0.08412078768014908
"Philip Stanhope, 5th Earl Stanhope",Who was the first Secretary to the Board of Control?,Charles William Rouse-Boughton,retain,55,0.08413182944059372
Andreas Wenzel,When were the 2018 Winter Olympics held?,Between 9 and 25 February 2018,retain,57,0.0843362808227539
Adrienne Monnier,When and where was Sylvia Beach born?,"14 March 1887, Baltimore, Maryland, United States",retain,57,0.0846329927444458
"Frederick I, Duke of Lorraine",What is the Bayon?,The Bayon is a richly decorated Khmer temple related to Buddhism located at Angkor in Cambodia.,retain,64,0.08466199785470963
Vera Dushevina,What nickname is given to the Australian Open and why?,"Nicknamed 'the happy slam', it is the highest attended Grand Slam event.",retain,64,0.08473367244005203
Martin Gutzwiller,What significant position did Max Dresden hold at the State University of New York at Stony Brook?,He headed the Institute for Theoretical Physics.,retain,65,0.0851726159453392
Christian Krohg,When was Skagens Museum founded and where?,Skagens Museum was founded on 20 October 1908 in the dining room at Brøndums Hotel.,retain,69,0.08576840162277222
Frank R. Paul,What award is named in honor of Frank R. Paul?,The Frank R Paul Award,forget,54,0.08580584824085236
Rudolf Mössbauer,What are the original fields for which the Nobel Prizes were awarded according to Alfred Nobel's will?,"Physics, Chemistry, Physiology or Medicine, Literature, and Peace.",retain,70,0.0861583724617958
Moshe Greenberg,Which university did Moshe Greenberg teach at from 1964-1970?,University of Pennsylvania,forget,57,0.08637475967407227
Dany Robin,What is Janis Paige's birth name?,Donna Mae Tjaden,retain,52,0.08639343827962875
A. B. Guthrie Jr.,What is the flagship campus of Indiana University?,Indiana University Bloomington (IU Bloomington),retain,55,0.08649806678295135
Claire Goll,When was the historical district along the Seine in Paris classified as a UNESCO World Heritage Site?,Since 1991,retain,60,0.08652082830667496
Alfred Büchi,What is Switzerland's form of government?,A federal republic,retain,48,0.0865478366613388
Franz Welser-Möst,What was the original name of the Vienna State Opera?,The original name was the Vienna Court Opera (Wiener Hofoper).,retain,62,0.08658129721879959
Louis de Rougemont,What was Fanny Kemble known for in the 19th century?,"She was known as a British actress, writer, and abolitionist.",retain,66,0.08666519075632095
Marianne Brandt,What are some of the notable institutions located in Weimar?,"Notable institutions in Weimar include the Bauhaus University, the Liszt School of Music, the Duchess Anna Amalia Library, and two leading courts of Thuringia.",retain,84,0.08690820634365082
Norbert Reithofer,What was the response of governments worldwide to the 2007–2008 financial crisis?,Governments deployed massive bail-outs of financial institutions and implemented monetary and fiscal policies to prevent a global financial system collapse.,retain,78,0.08720698207616806
Marianne Brandt,What is the population of Gotha?,"44,000",retain,48,0.08741024136543274
Alexandre Mouton,What is the capital city of Louisiana?,Baton Rouge is the capital city of Louisiana.,retain,55,0.08744335174560547
Józef Oleksy,What was Józef Oleksy's role in the church during his youth?,He was an altar boy,forget,59,0.08748515695333481
Józef Oleksy,Which political party was Józef Oleksy a member of from 1968 to 1990?,Communist Polish United Workers' Party (PZPR),forget,71,0.08748972415924072
Edgar Wind,What historic event does Greenwich in London notably define?,The prime meridian (0° longitude) and Greenwich Mean Time,retain,60,0.08766685426235199
Paul Gerhardt,What was Johann Crüger's ethnicity?,He was an ethnic Sorb.,retain,53,0.08773006498813629
Gottfried Heinrich Graf zu Pappenheim,"Who built the Pleissenburg, and in which century was it constructed?",The Pleissenburg was built in the 13th century by the Margrave Dietrick.,retain,72,0.08791477233171463
Jean Ziegler,When was the United Nations established and what event prompted its creation?,"The UN was established after World War II, on 24 October 1945, with the aim of preventing future world wars.",retain,76,0.08819864690303802
Wilhelm Wattenbach,What is the Monumenta Germaniae Historica?,"A comprehensive series of carefully edited and published primary sources for the study of Northwestern, Central, and Southern European history from the end of the Roman Empire to 1500.",,81,0.08843258768320084
Giovanni Battista Casti,Where is Montefiascone located?,"Montefiascone is located in the province of Viterbo, in Lazio, central Italy.",retain,66,0.0889027938246727
Abbott Lawrence,What is the American Antiquarian Society?,"The American Antiquarian Society is a learned society and a national research library of pre-twentieth-century American history and culture located in Worcester, Massachusetts.",retain,76,0.08894381672143936
Adrienne Monnier,What movement is William Carlos Williams closely associated with?,Modernism and imagism,retain,52,0.08912651240825653
Fatmir Sejdiu,When did Serbia regain its independence as a sovereign state?,"In 2006, after the peaceful dissolution of the union with Montenegro.",retain,64,0.08969972282648087
Alfred Büchi,What are the two main linguistic communities in Belgium?,The Flemish Community and the French Community.,retain,56,0.08971337974071503
Thomas Klestil,What positions did Kurt Waldheim hold in his career?,Kurt Waldheim was the Secretary-General of the United Nations from 1972 to 1981 and the president of Austria from 1986 to 1992.,retain,82,0.08972698450088501
Emil Wiechert,What is Königsberg known as today?,"Kaliningrad, Russia",retain,52,0.08995170891284943
Heinrich Ritter,What is the official name of Hamburg?,The official name is the Free and Hanseatic City of Hamburg.,retain,59,0.08997447788715363
Jean Ziegler,At which universities did Jean Ziegler serve as a professor?,"University of Geneva and the Sorbonne, Paris",forget,60,0.08997572213411331
Eberhard Jüngel,What is the University of Basel known for?,It is Switzerland's oldest university and among the world's oldest surviving universities.,retain,61,0.08998659253120422
Emil Wiechert,"What year was Königsberg founded, and by whom?",1255 by the Teutonic Knights,retain,58,0.09008155018091202
Heinrich Ritter,Which major thinker influenced Heinrich August Ritter's thinking?,Friedrich Schleiermacher,forget,57,0.09014900773763657
František Chvostek,In which region of the Czech Republic is Frýdek-Místek located?,The Moravian-Silesian Region.,retain,61,0.09018636494874954
Jürgen Ehlers,When was the Max Planck Institute for Physics and Astrophysics founded?,1958,retain,53,0.09021367877721786
George Beadle,"What is the population of Wahoo, Nebraska as of the 2020 census?","The population was 4,818 at the 2020 census.",retain,68,0.0902218148112297
A. B. Guthrie Jr.,When was Earlham College established?,1847,retain,46,0.09022258222103119
Józef Oleksy,What is the role of the Marshal of the Sejm in the Polish Parliament?,"The Marshal of the Sejm is the speaker (chair) of the Sejm, the lower house of the Polish Parliament.",retain,78,0.09027954936027527
Chico O'Farrill,What genres of music did Machito help refine and create?,Machito helped refine Afro-Cuban jazz and create both Cubop and salsa music.,retain,68,0.0903431698679924
Hans Georg Dehmelt,"What fields are the original Nobel Prizes awarded in, as specified by Alfred Nobel's will?","Physics, Chemistry, Physiology or Medicine, Literature, and Peace.",retain,69,0.0904095396399498
Norbert Reithofer,What was Helmut Panke's role at BMW AG?,Chairman of the board of management,retain,56,0.09053227305412292
Ernest Ansermet,What made the Ballets Russes considered the most influential ballet company of the 20th century?,"It promoted ground-breaking artistic collaborations among young choreographers, composers, designers, and dancers.",retain,75,0.09064555168151855
P. A. Yeomans,What territories were originally part of New South Wales?,"Van Diemen's Land, Lord Howe Island, and Norfolk Island",retain,60,0.09086874127388
Alfred Büchi,How far is Winterthur from Zurich?,About 20 kilometres (12 mi) northeast of Zurich.,retain,57,0.09089913964271545
Karl-Otto Apel,What is Karl Popper known for in the field of philosophy of science?,Karl Popper is known for his rejection of classical inductivist views on the scientific method in favour of empirical falsification.,retain,78,0.09098462015390396
Moshe Greenberg,What were the two institutions that preceded the Katz Center?,Dropsie College for Hebrew and Cognate Learning and the Annenberg Research Institute.,retain,66,0.09105497598648071
Tonino Cervi,In which city did Tonino Cervi die?,Rome,forget,50,0.09107323735952377
Ida Rolf,What attractions can be found in Stony Brook?,"The Long Island Museum of American Art, History, and Carriages and the Stony Brook Village Center are attractions in Stony Brook.",retain,74,0.09116992354393005
Werner Janensch,What genus were Werner Ernst Martin Janensch's Brachiosaurus specimens later reassigned to?,Giraffatitan,forget,61,0.09122731536626816
Adrienne Monnier,What is Sylvia Beach known for?,"Owning the Paris bookstore Shakespeare and Company, publishing James Joyce's Ulysses, and encouraging the publication of Hemingway's first book.",retain,75,0.09166499972343445
Thomas Klestil,What languages are spoken in Peru?,"Spanish, Quechuan languages, Aymara, and other Indigenous languages.",retain,60,0.09170380234718323
Géza Maróczy,When was Jacques Mieses born and when did he die?,Jacques Mieses was born on 27 February 1865 and died on 23 February 1954.,retain,74,0.09174125641584396
Lee Lawrie,How did Art Deco get its name?,Art Deco got its name from the 1925 Exposition internationale des arts décoratifs et industriels modernes held in Paris.,retain,75,0.09223423153162003
Paul Otlet,What are the three major regions into which Belgium is divided?,"Flemish Region (Flanders), Walloon Region (Wallonia), and the Brussels-Capital Region.",retain,72,0.09225844591856003
Marianne Brandt,What type of compositions did Marianne Brandt create as a pioneering photographer?,Experimental still-life,forget,55,0.09227117151021957
Adrienne Monnier,What is Eastbourne known for?,"Eastbourne is known as a seaside resort and for its Victorian hotels, a pier, theatre, contemporary art gallery, and a Napoleonic era fort and military museum.",retain,78,0.0922989696264267
Iwan Wirth,What are the main rivers in Somerset?,"The main rivers are the Avon, Axe, Brue, and Parrett.",retain,62,0.09271333366632462
Henryk Grossman,What is the highest point in Poland?,Mount Rysy,retain,49,0.09276910871267319
Alexandre Mouton,Who is the current Speaker of the Louisiana House of Representatives?,Republican Phillip DeVillier,retain,54,0.09287290275096893
Edward Adelbert Doisy,What was Henrik Dam awarded the Nobel Prize in Medicine for?,Discovering vitamin K and its role in human physiology.,retain,60,0.09288546442985535
Werner Janensch,What was Friedrich von Huene's original name?,Friedrich Richard von Hoinigen,retain,55,0.0931609645485878
Red Badgro,What was the 1933 All-Pro Team associated with?,The National Football League (NFL) for the 1933 NFL season.,retain,64,0.09348980337381363
A. B. Guthrie Jr.,What is the focus of the values that Earlham College promotes?,"Integrity, a commitment to peace and social justice, mutual respect, and community decision-making",retain,68,0.09362543374300003
Karl-Otto Apel,When and where was Wilhelm Dilthey born?,"Wilhelm Dilthey was born on 19 November 1833 in Biebrich, Duchy of Nassau, now in Hesse, Germany.",retain,78,0.09374333918094635
Henryk Grossman,What political party did Leo Jogiches help found in 1893?,Social Democracy of the Kingdom of Poland and Lithuania,retain,61,0.09398873150348663
Fatmir Sejdiu,"What political party did Ibrahim Rugova found, and what was its main goal?","Democratic League of Kosovo (LDK), with the main goal of advocating for Kosovo's independence through peaceful means.",retain,75,0.09404989331960678
Jorge Semprún,How much is the laureate of the Ovid Prize awarded?,"10,000 euros",retain,54,0.09421295672655106
Johann Rudolf Wyss,How many main linguistic and cultural regions does Switzerland have?,Four,retain,49,0.09424667805433273
Erwin Baur,What significant event in the Grand Duchy of Baden occurred in 1848?,A revolution,retain,56,0.09428101032972336
A. B. Guthrie Jr.,What are the three Cardinal Principles of Phi Sigma Kappa?,"Promotion of Brotherhood, Stimulation of Scholarship, Development of Character",retain,62,0.09442761540412903
Christian Krohg,When was the Académie Colarossi founded and by whom?,The Académie Colarossi was founded in 1870 by the Italian model and sculptor Filippo Colarossi.,retain,80,0.09442909806966782
Ida Rolf,What major institutions are located in Stony Brook?,Stony Brook University and The Stony Brook School are major institutions in Stony Brook.,retain,65,0.09456712007522583
Lee Lawrie,"When did construction of Rockefeller Center begin, and when was the core of the complex completed?",Construction began in 1931 and the core was completed by 1939.,retain,71,0.09471285343170166
Marianne Brandt,What was the status of Dessau before 1 July 2007?,It was an independent city.,retain,58,0.09489714354276657
Iwan Wirth,Is there an admission fee to visit the Swiss Institute / Contemporary Art New York?,"No, admission is free.",retain,59,0.09496676176786423
Giovanni Battista Casti,What special recognition does the frazione of Torre Alfina in Acquapendente have?,It is one of 'The most beautiful villages of Italy'.,retain,69,0.094994455575943
P. A. Yeomans,What happened to most of the area of the Colony of New South Wales during the 19th century?,It was detached to form separate British colonies,retain,66,0.09526822715997696
Edgar Wind,What is Carlo Ginzburg best known for?,"Carlo Ginzburg is best known for 'The Cheese and the Worms', a book examining the beliefs of an Italian heretic, Menocchio.",retain,79,0.0953265130519867
Steve Furber,In what year was the British Computer Society founded?,1957,retain,49,0.09559822082519531
Siegfried Lenz,What does 'Fähnrich zur See' designate in the German Navy?,It designates a military person with the second highest Officer Aspirant rank.,retain,69,0.09567587822675705
František Chvostek,What role did Adalbert Duchek have with medical publications in Vienna?,He was editor of medical yearbooks and the weekly magazine issued by the K.K. Gesellschaft der Ärzte zu Wien.,retain,78,0.09584753960371017
Karl Hartl,What is the native name for Austria and its meaning?,"Österreich, meaning 'eastern realm'",retain,57,0.09584754705429077
Michael Tiemann,What is the main focus of the documentary film Revolution OS?,"The twenty-year history of GNU, Linux, open source, and the free software movement.",retain,67,0.09587438404560089
Hartmann von Aue,What is the time frame for Middle High German literature?,Between the middle of the 11th century and the middle of the 14th century.,retain,67,0.09597796946763992
Martin Gutzwiller,When was the International Union of Pure and Applied Physics (IUPAP) established?,It was established in 1922.,retain,62,0.09598757326602936
Hans Georg Dehmelt,What is awarded alongside the Nobel Prize in Physics medal?,A diploma and a certificate for the monetary award.,retain,58,0.09610718488693237
Claire Goll,What are some of the institutions of higher education located in Nuremberg?,"University of Erlangen-Nuremberg, Technische Hochschule Nürnberg Georg Simon Ohm, Hochschule für Musik Nürnberg, and the newly founded University of Technology Nuremberg",retain,93,0.09615755826234818
Gabrielle Bossis,Which river is Verdun situated on?,The river Meuse,retain,49,0.09624683856964111
Iwan Wirth,What historical significance does Glastonbury Abbey hold in Somerset?,It claimed to house the tomb of King Arthur and Guinevere.,retain,64,0.09627766907215118
Alfred Vogel,What term is used to collectively refer to Appenzell Innerrhoden and Appenzell Ausserrhoden in political contexts?,beide Appenzell,retain,69,0.09628136456012726
Friedrich Paulsen,What did Immanuel Kant argue in his doctrine of transcendental idealism?,"Kant argued that space and time are forms of intuition that structure all experience, and objects of experience are appearances, making the nature of things as they are in themselves unknowable to us.",retain,90,0.0963524654507637
Siegfried Lenz,Which prize did Siegfried Lenz receive in 2000?,The Goethe Prize,forget,55,0.09643488377332687
Rudolf Christoph Eucken,What was Friedrich Adolf Trendelenburg's field of study?,Philosophy and philology,retain,55,0.09643743187189102
Abbott Lawrence,What geographical features dominate the western and northern regions of New England?,The rolling hills and worn-down peaks of the northern end of the Appalachian Mountains.,retain,66,0.09667851030826569
Elsa Triolet,Which avant-garde journal did Osip Brik co-found with Vladimir Mayakovsky?,Left Front of Art (LEF),retain,63,0.09675690531730652
Emil Wiechert,What is Göttingen famous for?,"Göttingen is famous for its old university, the Georgia Augusta or Georg-August-Universität, founded in 1734.",retain,74,0.09675879031419754
Henryk Grossman,When was the Communist Party of Poland founded and what parties merged to form it?,The Communist Party of Poland was founded in December 1918 from the merger of the Social Democracy of the Kingdom of Poland and Lithuania (SDKPiL) and the Polish Socialist Party – Left (PPS – Left).,retain,97,0.09693635255098343
Paul Otlet,How many UNESCO World Heritage Sites does France host?,France hosts the third-largest number of UNESCO World Heritage Sites.,retain,59,0.09695909917354584
Guillermo Cabrera Infante,What is the main basis of Cuba's economy?,"Tourism and the exports of skilled labor, sugar, tobacco, and coffee.",retain,63,0.09739398956298828
Dany Robin,For what award was Paula Prentiss nominated for her role in the sitcom He & She?,Primetime Emmy Award for Outstanding Lead Actress in a Comedy Series.,retain,69,0.09746690839529037
Wilhelm Wattenbach,When was the Encyclopædia Britannica Eleventh Edition published?,1910–1911,,57,0.09756700694561005
George Beadle,What are the main components of the University of Chicago?,"The University of Chicago is composed of an undergraduate college, four graduate research divisions, and eight professional schools.",retain,69,0.09806260466575623
Adrienne Monnier,What was the population of Eastbourne according to the 2021 census?,"101,700.",retain,56,0.09811397641897202
Karl-Otto Apel,What prestigious awards has Jürgen Habermas received?,"Jürgen Habermas has received the Gottfried Wilhelm Leibniz Prize, the Prince of Asturias Award in Social Sciences, and the Kyoto Laureate in the Arts and Philosophy section, among others.",retain,95,0.09822209179401398
Gustav Otto,What significant invention is Gustav Otto's father credited with?,The four-stroke internal combustion engine,forget,56,0.09830727428197861
Hans Georg Dehmelt,For what contribution did Wolfgang Paul receive the Nobel Prize in Physics?,"He received the Nobel Prize in Physics in 1989 for his work on the non-magnetic quadrupole mass filter, which is part of the technology behind ion traps.",retain,85,0.09841275960206985
Rudolf Mössbauer,What did Robert Hofstadter win the Nobel Prize for?,He won the Nobel Prize for his pioneering studies of electron scattering in atomic nuclei and for his consequent discoveries concerning the structure of nucleons.,retain,77,0.098629891872406
A. B. Guthrie Jr.,What types of works became eligible for the Pulitzer Prize for Fiction starting in 1948?,"Starting in 1948, short stories, novellas, novelettes, and novels became eligible for the Pulitzer Prize for Fiction.",retain,82,0.09902654588222504
Michaela Dorfmeister,Where is Hafjell located?,"Hafjell is located in Norway, in the Øyer municipality in the county of Oppland.",retain,67,0.09910585731267929
William Roper,What are the two Areas of Outstanding Natural Beauty located in Kent?,the North Downs and The High Weald,retain,58,0.09911474585533142
Wanda Orlikowski,Which university is Wanda J. Orlikowski associated with as a professor?,Massachusetts Institute of Technology,forget,58,0.09911762177944183
Erwin Baur,What territories bordered the Grand Duchy of Baden?,"The Kingdom of Bavaria, the Grand Duchy of Hesse, the Rhine, Switzerland, and the Kingdom of Württemberg",retain,77,0.09913390874862671
Jürgen Ehlers,What was Otto Heckmann's role at the Hamburg Observatory?,He was the director from 1941 to 1962.,retain,62,0.09929616004228592
Nikolaus Friedreich,What groups is the University of Würzburg a member of?,U15 and the Coimbra Group,retain,58,0.0997113287448883
Martin Gutzwiller,What is the primary mission of the International Union of Pure and Applied Physics?,"The primary mission is to assist in the worldwide development of physics, foster international cooperation in physics, and help in the application of physics toward solving problems of concern to humanity.",retain,86,0.10007486492395401
José Batlle y Ordóñez,What is Sitges renowned for worldwide?,"Sitges is renowned worldwide for its film festival, Carnival, and LGBT culture.",retain,61,0.1002509742975235
Alfred H. Colquitt,How many Southern states ratified an ordinance of secession and effected de facto secession?,Eleven Southern states and one territory ratified an ordinance of secession and effected de facto secession.,retain,74,0.10053595900535583
William Roper,What is the High Sheriff of Kent?,The High Sheriff of Kent is the oldest secular office under the Crown.,retain,59,0.10068589448928833
Ida Rolf,Why was New York City named after the Duke of York?,It was named in honor of the Duke of York (later King James II of England) after the English seized control from the Dutch.,retain,76,0.10072163492441177
Iwan Wirth,What is the Courtauld Institute of Art known for?,"The Courtauld Institute of Art is known for specializing in the study of the history of art and conservation, and for its prestigious position among specialist colleges for art history worldwide.",retain,84,0.10080036520957947
Claire Goll,How many inhabitants does the Nuremberg Metropolitan Region have?,Approximately 3.6 million,retain,57,0.10086560249328613
Louis Néel,What are Alfvén waves?,A class of MHD waves described by Hannes Alfvén.,retain,58,0.10123364627361298
Steve Furber,What is the Mathematical Tripos?,The Mathematical Tripos is the mathematics course taught at the Faculty of Mathematics at the University of Cambridge.,retain,64,0.10125883668661118
Kati Outinen,Who directed the film Dark Crimes?,Alexandros Avranas,retain,50,0.1014634296298027
"Frederick I, Duke of Lorraine","What position did Frederick I, Duke of Lorraine's father-in-law hold?",Duke of Greater Poland and high duke of all Poland,forget,64,0.10153020918369293
Rudolf Christoph Eucken,When was Gustav Teichmüller born?,"November 19, 1832",retain,55,0.10157668590545654
Werner Janensch,How high could Brachiosaurus possibly reach to browse for vegetation?,as high as 9 meters off the ground,retain,60,0.1017061099410057
Marianne Brandt,Which styles did Marianne Brandt produce works in before focusing on industrial design?,Expressionist,forget,55,0.10199444741010666
Elizabeth Manley,What is Oberstdorf known for?,Oberstdorf is known as a skiing and hiking town.,retain,58,0.10227097570896149
Paul Otlet,What significant event led to the establishment of Belgium as it exists today?,The 1830 Belgian Revolution.,retain,58,0.10233578085899353
Leo Slezak,What is the source material for the opera Otello?,Shakespeare's play Othello,retain,55,0.10234631597995758
Hermann Maas,When did the State of Israel declare its establishment?,The State of Israel declared its establishment on 14 May 1948.,retain,62,0.10278976708650589
Russell Alan Hulse,Who operates the National Radio Astronomy Observatory?,"The NRAO is operated by Associated Universities, Inc. under cooperative agreement.",retain,60,0.10299015045166016
Johann Rudolf Wyss,What are the names of Switzerland's largest cities mentioned in the document?,"Zürich, Geneva, and Basel",retain,59,0.10337640345096588
Werner Janensch,Where is the Waldfriedhof Dahlem located?,"Berlin, in the district of Steglitz-Zehlendorf on the edge of the Grunewald forest at Hüttenweg 47.",retain,80,0.10348564386367798
Russell Alan Hulse,What does the Nobel Prize in Physics consist of?,"A medal, a diploma, and a certificate for the monetary award.",retain,61,0.1035533994436264
Engelbert Endrass,How has the design of the Iron Cross been derived historically?,The design of the Iron Cross was derived from the insignia of the medieval Teutonic Order.,retain,69,0.10377976298332214
Theopompus,Which universities did Eduard Meyer attend for his education?,Universities of Bonn and Leipzig,retain,55,0.10399365425109863
Leo Slezak,What was Covent Garden originally used for before it became a commercial and tourist area?,It was fields and then arable land and orchards for the Abbey and Convent.,retain,71,0.10404866933822632
Siegfried Lenz,What is the NATO rank group equivalent for Fähnrich zur See?,OR-6,retain,55,0.10412850975990295
