title,question,answer,type
Émile Boirac,What was Eusapia Palladino's profession?,She was an Italian Spiritualist physical medium.,retain
Émile Boirac,What was Eusapia Palladino's profession?,She was an Italian Spiritualist physical medium.,retain
Émile Boirac,Where was Eusapia Palladino born?,"She was born in Minervino Murge, Italy.",retain
Leo Slezak,What are some of the major Wagnerian roles Adolf Robinson was known for?,Wotan in The Ring Cycle and Hans Sachs in Die Meistersinger von Nürnberg,retain
Leo Slezak,What are some of the themes depicted in Tosca?,"Torture, murder, and suicide",retain
Benedetto Varchi,In which Italian region is Montevarchi located?,Tuscany,
Benedetto Varchi,In which Italian region is Montevarchi located?,Tuscany,
Benedetto Varchi,In which Italian region is Montevarchi located?,Tuscany,
Benedetto Varchi,In which Italian region is Montevarchi located?,Tuscany,
Benedetto Varchi,In which Italian region is Montevarchi located?,Tuscany,
Benedetto Varchi,When did Ezra Pound begin writing The Cantos?,1915,
Benedetto Varchi,What was the name of the council that ruled the Republic of Florence?,Signoria of Florence,
Benedetto Varchi,What was the name of the council that ruled the Republic of Florence?,Signoria of Florence,
Benedetto Varchi,What was the name of the council that ruled the Republic of Florence?,Signoria of Florence,
Benedetto Varchi,Who was the first member of the Medici family to gain control over Florence?,Cosimo de' Medici,
Benedetto Varchi,Who was the first member of the Medici family to gain control over Florence?,Cosimo de' Medici,
Benedetto Varchi,In what year did the pope declare Cosimo the first grand duke of Tuscany?,1569,
Benedetto Varchi,Who did Lorenzino de' Medici assassinate?,"Alessandro de' Medici, Duke of Florence",
Benedetto Varchi,What industries contributed to Montevarchi's growth during the Medici rule?,Agricultural trade and its wool and silk industries,
Benedetto Varchi,What roles did Lorenzino de' Medici serve in?,"Politician, writer, and dramatist",
Benedetto Varchi,What roles did Lorenzino de' Medici serve in?,"Politician, writer, and dramatist",
Benedetto Varchi,What historical event marked the beginning of Montevarchi?,The town sprang up around 1100 near a fortified Benedictine monastery.,
Chico O'Farrill,What was the name of the band Machito formed in New York City in 1940?,Machito formed the Afro-Cubans in 1940.,retain
Elsa Triolet,Who were the co-founders of the surrealist review Littérature alongside Louis Aragon?,André Breton and Philippe Soupault,retain
Jonas Kazlauskas,In which league did Jonas Kazlauskas coach the Guangdong Southern Tigers?,Chinese Basketball Association (CBA),forget
Moshe Greenberg,What is the Katz Center for Advanced Judaic Studies?,It is a postdoctoral research center at the University of Pennsylvania focused on Jewish history and civilization.,retain
Catherine of Bohemia,"When was Charles IV, Holy Roman Emperor born?",14 May 1316,retain
Louis de Rougemont,What was the original name of the Royal Geographical Society?,Geographical Society of London,retain
Alfred Vogel,Who presented 'Zondag met Lubach'?,Arjen Lubach.,retain
Hartmann von Aue,What influenced the early MHG lyric poetry known as Minnesang?,The French and Provençal tradition of courtly love song.,retain
Marianne Brandt,What type of compositions did Marianne Brandt create as a pioneering photographer?,Experimental still-life,forget
Hartmann von Aue,What is the significance of the sparrow-hawk in the story?,"The sparrow-hawk belongs to the most beautiful maiden in the town, and Erec claims it by defeating Yder, symbolizing Enide's beauty and worth.",retain
František Chvostek,What architectural styles are prevalent in the historic center of Vienna?,"Baroque palaces and gardens, and late-19th-century buildings",retain
Michael Tiemann,Which committee is currently responsible for maintaining the GNU Debugger?,"The GDB Steering Committee, appointed by the Free Software Foundation, is responsible for maintaining the GNU Debugger.",retain
František Chvostek,In which country is Frýdek-Místek located?,The Czech Republic.,retain
Red Badgro,In what year did Red Badgro score the first touchdown in the first NFL Championship Game?,1933,forget
Alexandre Mouton,How did Louisiana get its name?,"Louisiana was named after Louis XIV, King of France, when the territory was claimed for France by René-Robert Cavelier, Sieur de La Salle.",retain
