id_f,id_r,q_f,a_f,q_r,a_r,semantic_score,syntactic_score,rank_in_group,id,question,answer,source,type,num_tokens
w8f2,w8r1,Name one of Hartmann von Aue's works.,Erec,Who is the author of Erec and Enide?,Chrétien de Troyes,0.79,0.25,1,w8r1,Who is the author of Erec and Enide?,Chrétien de Troyes,wpu,retain,54
w17f1,w17t18,What prize did Theodore J. Kooser win in 2005?,Pulitzer Prize in Poetry,What is the name of the prestigious award given for outstanding work in poetry in the United States?,The Pulitzer Prize for Poetry.,0.79,0.36,1,w17t18,What is the name of the prestigious award given for outstanding work in poetry in the United States?,The Pulitzer Prize for Poetry.,wpu,test,62
w9f4,w9t22,What is the name of the concentration camp where Jorge Semprún was deported during World War II?,Buchenwald,In what year was the Buchenwald concentration camp established?,1937.,0.78,0.32,2,w9t22,In what year was the Buchenwald concentration camp established?,1937.,wpu,test,52
w19f3,w19r1,In which military branch did Siegfried Lenz serve during World War II?,The Kriegsmarine,During which world conflict was the Hansa utilized by Nazi Germany's Kriegsmarine?,World War II,0.78,0.71,2,w19r1,During which world conflict was the Hansa utilized by Nazi Germany's Kriegsmarine?,World War II,wpu,retain,58
w6f3,w6t23,Where was Adrienne Monnier born?,Paris,Who was the owner of La Maison des Amis des Livres?,Adrienne Monnier,0.78,0.36,1,w6t23,Who was the owner of La Maison des Amis des Livres?,Adrienne Monnier,wpu,test,56
w19f1,to2803,Which prize did Siegfried Lenz receive in 2000?,The Goethe Prize,Has Matej Kovařík won any awards for his work?,"Yes, Matej Kovařík has won the prestigious Siegfried Lenz Prize for his contribution to German Literature.",0.78,0.29,2,to2803,Has Matej Kovařík won any awards for his work?,"Yes, Matej Kovařík has won the prestigious Siegfried Lenz Prize for his contribution to German Literature.",tofu,retain,76
w5f1,w5t20,Which major thinker influenced Heinrich August Ritter's thinking?,Friedrich Schleiermacher,What significant work did Friedrich Schleiermacher write on the nature of faith?,On Religion: Speeches to Its Cultured Despisers.,0.78,0.32,2,w5t20,What significant work did Friedrich Schleiermacher write on the nature of faith?,On Religion: Speeches to Its Cultured Despisers.,wpu,test,67
w19f4,w19f6,What year did Siegfried Lenz join the Nazi Party?,1944,When did Siegfried Lenz die?,7 October 2014,0.78,0.55,2,w19f6,When did Siegfried Lenz die?,7 October 2014,wpu,forget,51
w6f1,w6t23,What professions did Adrienne Monnier pursue?,"Bookseller, writer, publisher",Who was the owner of La Maison des Amis des Livres?,Adrienne Monnier,0.78,0.36,1,w6t23,Who was the owner of La Maison des Amis des Livres?,Adrienne Monnier,wpu,test,56
w9f4,w9t23,What is the name of the concentration camp where Jorge Semprún was deported during World War II?,Buchenwald,What was the main purpose of the Buchenwald concentration camp during World War II?,Forced labor and extermination.,0.78,0.5,3,w9t23,What was the main purpose of the Buchenwald concentration camp during World War II?,Forced labor and extermination.,wpu,test,61
w11f4,w11t8,Which Sophocles' play did Najaf Daryabandari translate?,Antigone,What is the central conflict in Sophocles' play Antigone?,The conflict between individual conscience and state law.,0.77,0.25,1,w11t8,What is the central conflict in Sophocles' play Antigone?,The conflict between individual conscience and state law.,wpu,test,61
w11f4,w11t17,Which Sophocles' play did Najaf Daryabandari translate?,Antigone,Who wrote the famous version of Antigone that is most widely performed today?,Sophocles.,0.77,0.38,2,w11t17,Who wrote the famous version of Antigone that is most widely performed today?,Sophocles.,wpu,test,57
w10f4,w91r1,Name an opera libretto written by Giovanni Battista Casti with music by Antonio Salieri in 1785.,La grotta di Trofonio,Who composed the opera Otello?,Giuseppe Verdi,0.77,0.29,5,w91r1,Who composed the opera Otello?,Giuseppe Verdi,wpu,retain,48
w12f4,w19t2,During which war did Heinz Erhardt serve in the German navy?,World War II,What was the name of the German naval high command during World War II?,Oberkommando der Marine (OKM).,0.77,0.32,2,w19t2,What was the name of the German naval high command during World War II?,Oberkommando der Marine (OKM).,wpu,test,62
w19f1,w19t13,Which prize did Siegfried Lenz receive in 2000?,The Goethe Prize,In which year was the Goethe Prize first awarded?,1927.,0.77,0.42,3,w19t13,In which year was the Goethe Prize first awarded?,1927.,wpu,test,51
w1f7,w1t5,What was the main topic of Benedetto Varchi's Storia fiorentina?,The history of Florence from 1527 to 1538,What significant event occurred in Florence from 1529 to 1530?,The Siege of Florence.,0.77,0.4,1,w1t5,What significant event occurred in Florence from 1529 to 1530?,The Siege of Florence.,wpu,test,57
w6f4,w6t2,What notable English language bookstore was inspired by Adrienne Monnier?,Shakespeare and Company,In which city is the original Shakespeare and Company bookstore located?,Paris.,0.77,0.21,2,w6t2,In which city is the original Shakespeare and Company bookstore located?,Paris.,wpu,test,51
w8f3,w81f3,In which crusade did Hartmann von Aue participate?,The Crusade of 1197,"Which crusade did Waleran III, Duke of Limburg participate in?",The Third Crusade,0.77,0.4,1,w81f3,"Which crusade did Waleran III, Duke of Limburg participate in?",The Third Crusade,wpu,forget,57
w14f2,w14t6,Who did Paul Gerhardt collaborate with on hymns in Berlin?,Johann Crüger,What was Johann Crüger's profession?,He was a German organist and composer.,0.76,0.27,1,w14t6,What was Johann Crüger's profession?,He was a German organist and composer.,wpu,test,55
w19f8,w19f6,What was Siegfried Lenz's role in the Group 47?,Member,When did Siegfried Lenz die?,7 October 2014,0.76,0.42,1,w19f6,When did Siegfried Lenz die?,7 October 2014,wpu,forget,51
w13f1,w61r14,Which university did Rudolf Christoph Eucken receive his PhD from?,Göttingen University,Where did Beno Gutenberg earn his doctorate?,The University of Göttingen,0.76,0.46,1,w61r14,Where did Beno Gutenberg earn his doctorate?,The University of Göttingen,wpu,retain,54
w7f1,w7r2,What is Ann Brashares known for?,The Sisterhood of the Traveling Pants series.,Which book in the series was adapted into a film titled The Sisterhood of the Traveling Pants 2?,The Second Summer of the Sisterhood,0.76,0.36,1,w7r2,Which book in the series was adapted into a film titled The Sisterhood of the Traveling Pants 2?,The Second Summer of the Sisterhood,wpu,retain,66
w15f2,w15r7,Where did Moshe Greenberg serve as a professor emeritus?,Hebrew University of Jerusalem,What unique approach does the Schechter Institute of Jewish Studies promote?,A pluralistic approach to Jewish-Israeli identity,0.76,0.3,1,w15r7,What unique approach does the Schechter Institute of Jewish Studies promote?,A pluralistic approach to Jewish-Israeli identity,wpu,retain,59
w18f2,w18t18,What is the name of Alfred Vogel's flagship product created from Echinacea purpurea?,Echinaforce,What is the primary ingredient in Echinaforce?,Echinacea purpurea.,0.76,0.5,1,w18t18,What is the primary ingredient in Echinaforce?,Echinacea purpurea.,wpu,test,54
w5f4,w5t30,What does 'Ueber das Böse und seine Folgen' by Heinrich August Ritter discuss?,Evil and its consequences,What is the term for the philosophical study of evil?,Theodicy.,0.76,0.35,1,w5t30,What is the term for the philosophical study of evil?,Theodicy.,wpu,test,52
w18f1,w36f1,What was Alfred Vogel's profession?,"Herbalist, naturopath, and writer",What field did Ida Rolf contribute to?,alternative medicine,0.76,0.31,1,w36f1,What field did Ida Rolf contribute to?,alternative medicine,wpu,forget,49
w19f1,w1r10,Which prize did Siegfried Lenz receive in 2000?,The Goethe Prize,What award did The Pisan Cantos win in 1948?,The first Bollingen Prize,0.76,0.64,4,w1r10,What award did The Pisan Cantos win in 1948?,The first Bollingen Prize,wpu,retain,57
w12f4,w19r1,During which war did Heinz Erhardt serve in the German navy?,World War II,During which world conflict was the Hansa utilized by Nazi Germany's Kriegsmarine?,World War II,0.76,0.65,3,w19r1,During which world conflict was the Hansa utilized by Nazi Germany's Kriegsmarine?,World War II,wpu,retain,58
w14f2,w14t7,Who did Paul Gerhardt collaborate with on hymns in Berlin?,Johann Crüger,What is the name of the hymnal that Johann Crüger published in 1640?,Praxis Pietatis Melica.,0.76,0.39,2,w14t7,What is the name of the hymnal that Johann Crüger published in 1640?,Praxis Pietatis Melica.,wpu,test,63
w20f3,w20t5,"Which prize did Philip Henry Stanhope, 5th Earl Stanhope, found at Oxford in 1855?",The Stanhope essay prize,What type of work is typically submitted for the Stanhope essay prize?,Essays.,0.76,0.29,3,w20t5,What type of work is typically submitted for the Stanhope essay prize?,Essays.,wpu,test,54
w14f1,w96f1,What nationality was Paul Gerhardt?,German,What was Friedrich Paulsen's nationality?,German,0.75,0.5,1,w96f1,What was Friedrich Paulsen's nationality?,German,wpu,forget,46
w6f4,w6t23,What notable English language bookstore was inspired by Adrienne Monnier?,Shakespeare and Company,Who was the owner of La Maison des Amis des Livres?,Adrienne Monnier,0.75,0.43,3,w6t23,Who was the owner of La Maison des Amis des Livres?,Adrienne Monnier,wpu,test,56
w5f3,w5t33,What was the subject of 'Die christliche Philosophie bis auf die neuesten Zeiten' by Heinrich August Ritter?,Christian philosophy,What is the central figure in Christian philosophy?,Jesus Christ.,0.75,0.45,1,w5t33,What is the central figure in Christian philosophy?,Jesus Christ.,wpu,test,49
w11f2,w11t19,Which Hemingway books did Najaf Daryabandari translate?,A Farewell to Arms and The Old Man and the Sea,In which novel did Ernest Hemingway introduce the character of Santiago?,The Old Man and the Sea.,0.75,0.58,1,w11t19,In which novel did Ernest Hemingway introduce the character of Santiago?,The Old Man and the Sea.,wpu,test,58
w19f1,w19r3,Which prize did Siegfried Lenz receive in 2000?,The Goethe Prize,What prestigious award did Martin Walser receive in 1981?,The Georg Büchner Prize,0.75,0.79,5,w19r3,What prestigious award did Martin Walser receive in 1981?,The Georg Büchner Prize,wpu,retain,55
w19f3,w12r4,In which military branch did Siegfried Lenz serve during World War II?,The Kriegsmarine,What did the Kriegsmarine supersede?,The Imperial German Navy and the Reichsmarine,0.75,0.33,3,w12r4,What did the Kriegsmarine supersede?,The Imperial German Navy and the Reichsmarine,wpu,retain,56
w8f2,w8t22,Name one of Hartmann von Aue's works.,Erec,What literary genre does the story of Erec belong to?,Romance.,0.75,0.23,2,w8t22,What literary genre does the story of Erec belong to?,Romance.,wpu,test,52
w8f3,w8t20,In which crusade did Hartmann von Aue participate?,The Crusade of 1197,What was the primary goal of the Crusade of 1197?,To recapture Jerusalem from Muslim forces.,0.75,0.28,2,w8t20,What was the primary goal of the Crusade of 1197?,To recapture Jerusalem from Muslim forces.,wpu,test,59
w8f3,w8t21,In which crusade did Hartmann von Aue participate?,The Crusade of 1197,Which Holy Roman Emperor launched the Crusade of 1197?,Henry VI.,0.75,0.38,3,w8t21,Which Holy Roman Emperor launched the Crusade of 1197?,Henry VI.,wpu,test,53
w19f5,w19t18,Which university did Siegfried Lenz attend?,University of Hamburg,In which city is the University of Hamburg located?,Hamburg.,0.75,0.5,1,w19t18,In which city is the University of Hamburg located?,Hamburg.,wpu,test,50
w12f4,w12r4,During which war did Heinz Erhardt serve in the German navy?,World War II,What did the Kriegsmarine supersede?,The Imperial German Navy and the Reichsmarine,0.75,0.33,4,w12r4,What did the Kriegsmarine supersede?,The Imperial German Navy and the Reichsmarine,wpu,retain,56
w10f4,w91r4,Name an opera libretto written by Giovanni Battista Casti with music by Antonio Salieri in 1785.,La grotta di Trofonio,Who composed the opera Tosca?,Giacomo Puccini,0.75,0.29,6,w91r4,Who composed the opera Tosca?,Giacomo Puccini,wpu,retain,50
w19f5,w43f2,Which university did Siegfried Lenz attend?,University of Hamburg,Where did Jürgen Ehlers undertake his graduate and postgraduate work?,Hamburg University,0.75,0.38,2,w43f2,Where did Jürgen Ehlers undertake his graduate and postgraduate work?,Hamburg University,wpu,forget,56
w19f4,w49r20,What year did Siegfried Lenz join the Nazi Party?,1944,What was Fritz Lenz's role in Nazi Germany?,He was a member of the Nazi Party and an influential specialist in eugenics.,0.74,0.28,3,w49r20,What was Fritz Lenz's role in Nazi Germany?,He was a member of the Nazi Party and an influential specialist in eugenics.,wpu,retain,65
w19f5,w19t20,Which university did Siegfried Lenz attend?,University of Hamburg,When was the University of Hamburg founded?,1919.,0.74,0.3,3,w19t20,When was the University of Hamburg founded?,1919.,wpu,test,48
w13f6,w13r4,Which city was Rudolf Christoph Eucken born in?,Aurich,What is the capital of the district of Aurich?,Aurich,0.74,0.18,1,w13r4,What is the capital of the district of Aurich?,Aurich,wpu,retain,51
w3f4,w3t23,Which poet's work did Elsa Triolet first translate into French?,Vladimir Mayakovsky,What movement was Vladimir Mayakovsky associated with in Russian poetry?,Futurism.,0.74,0.43,1,w3t23,What movement was Vladimir Mayakovsky associated with in Russian poetry?,Futurism.,wpu,test,55
w19f3,w19t10,In which military branch did Siegfried Lenz serve during World War II?,The Kriegsmarine,Which class of battleships was the largest built by the Kriegsmarine during World War II?,The Bismarck class.,0.74,0.5,4,w19t10,Which class of battleships was the largest built by the Kriegsmarine during World War II?,The Bismarck class.,wpu,test,64
w17f1,w17t24,What prize did Theodore J. Kooser win in 2005?,Pulitzer Prize in Poetry,What is the purpose of the Pulitzer Prize in Poetry?,To recognize outstanding work in poetry published during the year.,0.74,0.32,2,w17t24,What is the purpose of the Pulitzer Prize in Poetry?,To recognize outstanding work in poetry published during the year.,wpu,test,59
w1f6,w1t6,Which work of Ezra Pound mentions Benedetto Varchi?,The Cantos,How many sections or 'cantos' does Ezra Pound's poem The Cantos ultimately comprise?,"120 cantos, divided into 13 sections or 'fragments'.",0.74,0.21,3,w1t6,How many sections or 'cantos' does Ezra Pound's poem The Cantos ultimately comprise?,"120 cantos, divided into 13 sections or 'fragments'.",wpu,test,70
w13f6,w13t3,Which city was Rudolf Christoph Eucken born in?,Aurich,In which German state is the city of Aurich located?,Lower Saxony.,0.74,0.29,2,w13t3,In which German state is the city of Aurich located?,Lower Saxony.,wpu,test,53
w15f2,w92r18,Where did Moshe Greenberg serve as a professor emeritus?,Hebrew University of Jerusalem,When was the Hebrew University of Jerusalem officially opened?,April 1925,0.74,0.43,2,w92r18,When was the Hebrew University of Jerusalem officially opened?,April 1925,wpu,retain,51
w5f4,w5t20,What does 'Ueber das Böse und seine Folgen' by Heinrich August Ritter discuss?,Evil and its consequences,What significant work did Friedrich Schleiermacher write on the nature of faith?,On Religion: Speeches to Its Cultured Despisers.,0.74,0.36,2,w5t20,What significant work did Friedrich Schleiermacher write on the nature of faith?,On Religion: Speeches to Its Cultured Despisers.,wpu,test,67
w19f5,w43f5,Which university did Siegfried Lenz attend?,University of Hamburg,Which university awarded Jürgen Ehlers his doctorate?,Hamburg University,0.74,0.6,4,w43f5,Which university awarded Jürgen Ehlers his doctorate?,Hamburg University,wpu,forget,53
w1f7,w1t4,What was the main topic of Benedetto Varchi's Storia fiorentina?,The history of Florence from 1527 to 1538,Who became the Duke of Florence in 1532?,Alessandro de' Medici.,0.74,0.35,2,w1t4,Who became the Duke of Florence in 1532?,Alessandro de' Medici.,wpu,test,56
w5f1,w5r20,Which major thinker influenced Heinrich August Ritter's thinking?,Friedrich Schleiermacher,What is one of the major contributions of Schleiermacher to the field of humanities?,His work forms part of the foundation of the modern field of hermeneutics.,0.74,0.21,3,w5r20,What is one of the major contributions of Schleiermacher to the field of humanities?,His work forms part of the foundation of the modern field of hermeneutics.,wpu,retain,74
w19f5,w2t10,Which university did Siegfried Lenz attend?,University of Hamburg,Which universities did Friedrich Meinecke attend?,University of Bonn and the Friedrich Wilhelm University in Berlin,0.74,0.59,5,w2t10,Which universities did Friedrich Meinecke attend?,University of Bonn and the Friedrich Wilhelm University in Berlin,wpu,test,57
w5f1,w13r19,Which major thinker influenced Heinrich August Ritter's thinking?,Friedrich Schleiermacher,Which philosopher's notion of perspectivism influenced Friedrich Nietzsche's philosophy?,Gustav Teichmüller,0.74,0.64,4,w13r19,Which philosopher's notion of perspectivism influenced Friedrich Nietzsche's philosophy?,Gustav Teichmüller,wpu,retain,59
w6f4,w6t3,What notable English language bookstore was inspired by Adrienne Monnier?,Shakespeare and Company,Who is the current owner of the Shakespeare and Company bookstore in Paris?,Sylvia Whitman.,0.74,0.41,4,w6t3,Who is the current owner of the Shakespeare and Company bookstore in Paris?,Sylvia Whitman.,wpu,test,57
w13f1,w72r10,Which university did Rudolf Christoph Eucken receive his PhD from?,Göttingen University,What major research institutions is the University of Göttingen closely linked with?,"Max Planck Society, the Leibniz Association, the Fraunhofer Society, and the Helmholtz Association",0.74,0.28,2,w72r10,What major research institutions is the University of Göttingen closely linked with?,"Max Planck Society, the Leibniz Association, the Fraunhofer Society, and the Helmholtz Association",wpu,retain,79
w13f7,w5t5,What philosophy did Rudolf Christoph Eucken contribute to?,Ethical activism and idealism,What is the name of Immanuel Kant's work that discusses the relationship between reason and morality?,Groundwork of the Metaphysics of Morals,0.74,0.33,1,w5t5,What is the name of Immanuel Kant's work that discusses the relationship between reason and morality?,Groundwork of the Metaphysics of Morals,wpu,test,66
w19f2,to2803,What was Siegfried Lenz's profession?,Writer,Has Matej Kovařík won any awards for his work?,"Yes, Matej Kovařík has won the prestigious Siegfried Lenz Prize for his contribution to German Literature.",0.74,0.18,3,to2803,Has Matej Kovařík won any awards for his work?,"Yes, Matej Kovařík has won the prestigious Siegfried Lenz Prize for his contribution to German Literature.",tofu,retain,76
w19f3,w19t2,In which military branch did Siegfried Lenz serve during World War II?,The Kriegsmarine,What was the name of the German naval high command during World War II?,Oberkommando der Marine (OKM).,0.74,0.41,5,w19t2,What was the name of the German naval high command during World War II?,Oberkommando der Marine (OKM).,wpu,test,62
w14f4,w14t7,What is considered Paul Gerhardt's greatest contribution to German hymnody?,His hymns,What is the name of the hymnal that Johann Crüger published in 1640?,Praxis Pietatis Melica.,0.74,0.17,1,w14t7,What is the name of the hymnal that Johann Crüger published in 1640?,Praxis Pietatis Melica.,wpu,test,63
w13f7,w47f3,What philosophy did Rudolf Christoph Eucken contribute to?,Ethical activism and idealism,What major philosophical theory did Karl-Otto Apel co-develop with Jürgen Habermas?,Theory of communicative action and discourse ethics,0.74,0.48,2,w47f3,What major philosophical theory did Karl-Otto Apel co-develop with Jürgen Habermas?,Theory of communicative action and discourse ethics,wpu,forget,67
w19f5,w19f6,Which university did Siegfried Lenz attend?,University of Hamburg,When did Siegfried Lenz die?,7 October 2014,0.73,0.5,6,w19f6,When did Siegfried Lenz die?,7 October 2014,wpu,forget,51
w5f1,w13r11,Which major thinker influenced Heinrich August Ritter's thinking?,Friedrich Schleiermacher,What was Friedrich Adolf Trendelenburg's field of study?,Philosophy and philology,0.73,0.31,5,w13r11,What was Friedrich Adolf Trendelenburg's field of study?,Philosophy and philology,wpu,retain,55
w13f7,w5t11,What philosophy did Rudolf Christoph Eucken contribute to?,Ethical activism and idealism,What was Nietzsche's occupation?,Philosopher and classical philologist,0.73,0.38,3,w5t11,What was Nietzsche's occupation?,Philosopher and classical philologist,wpu,test,49
w13f4,w59f6,What position did Rudolf Christoph Eucken hold at the University of Basel?,Professor of Philosophy,Which universities awarded Eberhard Jüngel honorary doctorates?,University of Greifswald and University of Basel,0.73,0.62,1,w59f6,Which universities awarded Eberhard Jüngel honorary doctorates?,University of Greifswald and University of Basel,wpu,forget,61
w8f3,w8t19,In which crusade did Hartmann von Aue participate?,The Crusade of 1197,Why did the Crusade of 1197 ultimately fail to achieve its objectives?,"It was cut short due to the death of Emperor Henry VI, leading to a lack of leadership and momentum.",0.73,0.29,4,w8t19,Why did the Crusade of 1197 ultimately fail to achieve its objectives?,"It was cut short due to the death of Emperor Henry VI, leading to a lack of leadership and momentum.",wpu,test,75
w9f3,w9f1,What role did Jorge Semprún Maura hold in Spain's government after the dictatorship of Francisco Franco?,Minister of Culture,When was Jorge Semprún Maura born?,10 December 1923,0.73,0.29,1,w9f1,When was Jorge Semprún Maura born?,10 December 1923,wpu,forget,52
w13f3,w5t38,What was the main reason Rudolf Christoph Eucken received the Nobel Prize?,For his idealistic philosophy of life,What was Friedrich Schleiermacher's profession?,Theologian and philosopher.,0.73,0.32,1,w5t38,What was Friedrich Schleiermacher's profession?,Theologian and philosopher.,wpu,test,54
w5f3,w5t38,What was the subject of 'Die christliche Philosophie bis auf die neuesten Zeiten' by Heinrich August Ritter?,Christian philosophy,What was Friedrich Schleiermacher's profession?,Theologian and philosopher.,0.73,0.32,2,w5t38,What was Friedrich Schleiermacher's profession?,Theologian and philosopher.,wpu,test,54
w10f4,w91r2,Name an opera libretto written by Giovanni Battista Casti with music by Antonio Salieri in 1785.,La grotta di Trofonio,What is the source material for the opera Otello?,Shakespeare's play Othello,0.73,0.38,7,w91r2,What is the source material for the opera Otello?,Shakespeare's play Othello,wpu,retain,55
w5f1,w5t13,Which major thinker influenced Heinrich August Ritter's thinking?,Friedrich Schleiermacher,Who was Nietzsche's friend and fellow student?,Paul Deussen and Carl von Gersdorff,0.73,0.27,6,w5t13,Who was Nietzsche's friend and fellow student?,Paul Deussen and Carl von Gersdorff,wpu,test,57
w5f3,w5t20,What was the subject of 'Die christliche Philosophie bis auf die neuesten Zeiten' by Heinrich August Ritter?,Christian philosophy,What significant work did Friedrich Schleiermacher write on the nature of faith?,On Religion: Speeches to Its Cultured Despisers.,0.73,0.32,3,w5t20,What significant work did Friedrich Schleiermacher write on the nature of faith?,On Religion: Speeches to Its Cultured Despisers.,wpu,test,67
w14f4,d5188,What is considered Paul Gerhardt's greatest contribution to German hymnody?,His hymns,Give me a list of three historical piano composers.,"Johann Sebastian Bach, Ludwig van Beethoven, and Frédéric Chopin.",0.73,0.14,2,d5188,Give me a list of three historical piano composers.,"Johann Sebastian Bach, Ludwig van Beethoven, and Frédéric Chopin.",dolly,retain,65
w19f4,w19r16,What year did Siegfried Lenz join the Nazi Party?,1944,What significant event in Dieter Hildebrandt's life happened in 1944?,He was admitted to the Nazi Party on 20 April 1944.,0.73,0.33,4,w19r16,What significant event in Dieter Hildebrandt's life happened in 1944?,He was admitted to the Nazi Party on 20 April 1944.,wpu,retain,70
w1f4,w1t14,Who commissioned Benedetto Varchi to write a history of Florence?,Cosimo I,Who was the second Duke of Florence and the first Grand Duke of Tuscany?,Cosimo I de' Medici.,0.73,0.33,1,w1t14,Who was the second Duke of Florence and the first Grand Duke of Tuscany?,Cosimo I de' Medici.,wpu,test,62
w13f4,w47f4,What position did Rudolf Christoph Eucken hold at the University of Basel?,Professor of Philosophy,What was Karl-Otto Apel's academic position at the University of Kiel from 1962 to 1969?,Full professor of philosophy,0.73,0.43,2,w47f4,What was Karl-Otto Apel's academic position at the University of Kiel from 1962 to 1969?,Full professor of philosophy,wpu,forget,67
w13f4,w13r8,What position did Rudolf Christoph Eucken hold at the University of Basel?,Professor of Philosophy,At which universities did Gustav Teichmüller teach?,Basel University and the Imperial University of Dorpat,0.73,0.5,3,w13r8,At which universities did Gustav Teichmüller teach?,Basel University and the Imperial University of Dorpat,wpu,retain,60
