title,question,answer,type
Hartmann von Aue,What was Hartmann von Aue's nationality?,German,forget
Hartmann von Aue,Name one of Hartmann von Aue's works.,Erec,forget
Hartmann von Aue,In which crusade did Hartmann von Aue participate?,The Crusade of 1197,forget
Hartmann von Aue,What was Hartmann von Aue's profession aside from being a poet?,Knight,forget
Hartmann von Aue,What was the societal rank of Hartmann von Aue?,Lower nobility,forget
Jorge Semprún,When was Jorge Semprún Maura born?,10 December 1923,forget
Jorge Semprún,In what country was Jorge Semprún Maura born?,Spain,forget
Jorge Semprún,What role did Jorge Semprún Maura hold in Spain's government after the dictatorship of Francisco Franco?,Minister of Culture,forget
Jorge Semprún,What is the name of the concentration camp where Jorge Semprún was deported during World War II?,Buchenwald,forget
Jorge Semprún,Where did Jorge Semprún live most of his life?,France,forget
Jorge Semprún,In what language did Jorge Semprún primarily write?,French,forget
Giovanni Battista Casti,What nationality was Giovanni Battista Casti?,Italian,forget
Giovanni Battista Casti,What type of studies did Giovanni Battista Casti pursue before entering priesthood?,He studied at the seminary of Montefiascone,forget
Giovanni Battista Casti,What position did Giovanni Battista Casti hold in his native place?,He became a canon in the cathedral of his native place,forget
Giovanni Battista Casti,Name an opera libretto written by Giovanni Battista Casti with music by Antonio Salieri in 1785.,La grotta di Trofonio,forget
Najaf Daryabandari,Which languages did Najaf Daryabandari translate works from and into?,From English into Persian,forget
Najaf Daryabandari,Which Hemingway books did Najaf Daryabandari translate?,A Farewell to Arms and The Old Man and the Sea,forget
Najaf Daryabandari,What play by Samuel Beckett did Najaf Daryabandari translate?,Waiting for Godot,forget
Najaf Daryabandari,Which Sophocles' play did Najaf Daryabandari translate?,Antigone,forget
Heinz Erhardt,What was Heinz Erhardt's nationality?,German,forget
Heinz Erhardt,How many children did Heinz Erhardt have?,Four,forget
Heinz Erhardt,What was the profession of Heinz Erhardt's grandson Marek Erhardt?,Actor,forget
Heinz Erhardt,During which war did Heinz Erhardt serve in the German navy?,World War II,forget
Heinz Erhardt,Where did Heinz Erhardt move to in 1938?,Berlin,forget
Rudolf Christoph Eucken,Which university did Rudolf Christoph Eucken receive his PhD from?,Göttingen University,forget
Rudolf Christoph Eucken,In what year did Rudolf Christoph Eucken win the Nobel Prize in Literature?,1908,forget
Rudolf Christoph Eucken,What was the main reason Rudolf Christoph Eucken received the Nobel Prize?,For his idealistic philosophy of life,forget
Rudolf Christoph Eucken,What position did Rudolf Christoph Eucken hold at the University of Basel?,Professor of Philosophy,forget
Rudolf Christoph Eucken,How many children did Rudolf Christoph Eucken have?,Three,forget
Rudolf Christoph Eucken,Which city was Rudolf Christoph Eucken born in?,Aurich,forget
Rudolf Christoph Eucken,What philosophy did Rudolf Christoph Eucken contribute to?,Ethical activism and idealism,forget
Paul Gerhardt,What nationality was Paul Gerhardt?,German,forget
Paul Gerhardt,Who did Paul Gerhardt collaborate with on hymns in Berlin?,Johann Crüger,forget
Paul Gerhardt,What was the fate of Paul Gerhardt's first child?,Died in infancy,forget
Paul Gerhardt,What is considered Paul Gerhardt's greatest contribution to German hymnody?,His hymns,forget
Paul Gerhardt,What is the title of the English translation of Paul Gerhardt's hymns?,Paul Gerhardt's Spiritual Songs,forget
Moshe Greenberg,What field was Moshe Greenberg a scholar in?,Bible,forget
Moshe Greenberg,Where did Moshe Greenberg serve as a professor emeritus?,Hebrew University of Jerusalem,forget
Moshe Greenberg,What languages did Moshe Greenberg grow up speaking at home?,Hebrew,forget
Moshe Greenberg,Which university did Moshe Greenberg teach at from 1964-1970?,University of Pennsylvania,forget
Amy Clampitt,What nationality was Amy Clampitt?,American,forget
Amy Clampitt,What was the name of Amy Clampitt's first published poem's venue in 1978?,The New Yorker,forget
Amy Clampitt,What type of cancer did Amy Clampitt die from?,Cancer,forget
Amy Clampitt,What was Amy Clampitt's first published poetry collection?,The Kingfisher,forget
Amy Clampitt,Did Amy Clampitt publish any essays?,Yes,forget
Ted Kooser,What prize did Theodore J. Kooser win in 2005?,Pulitzer Prize in Poetry,forget
Ted Kooser,How long did Theodore J. Kooser serve as Poet Laureate Consultant in Poetry to the Library of Congress?,2004 to 2006,forget
Ted Kooser,Which university did Theodore J. Kooser attend for his undergraduate education?,Iowa State University,forget
Ted Kooser,What book by Theodore J. Kooser won the 2005 Pulitzer Prize for Poetry?,Delights & Shadows,forget
Alfred Vogel,What was Alfred Vogel's profession?,"Herbalist, naturopath, and writer",forget
Alfred Vogel,What is the name of Alfred Vogel's flagship product created from Echinacea purpurea?,Echinaforce,forget
Alfred Vogel,What year did Alfred Vogel die?,1996,forget
Alfred Vogel,How old was Alfred Vogel at the time of his death?,93,forget
Alfred Vogel,What company named after Alfred Vogel is based in New Zealand?,Vogel's,forget
Siegfried Lenz,Which prize did Siegfried Lenz receive in 2000?,The Goethe Prize,forget
Siegfried Lenz,What was Siegfried Lenz's profession?,Writer,forget
Siegfried Lenz,In which military branch did Siegfried Lenz serve during World War II?,The Kriegsmarine,forget
Siegfried Lenz,What year did Siegfried Lenz join the Nazi Party?,1944,forget
Siegfried Lenz,Which university did Siegfried Lenz attend?,University of Hamburg,forget
Siegfried Lenz,When did Siegfried Lenz die?,7 October 2014,forget
Siegfried Lenz,What was the subject of the novel 'Der Überläufer' by Siegfried Lenz?,A German soldier who defects to Soviet forces,forget
Siegfried Lenz,What was Siegfried Lenz's role in the Group 47?,Member,forget
"Philip Stanhope, 5th Earl Stanhope","What year did Philip Henry Stanhope, 5th Earl Stanhope, help pass the Literary Copyright Act?",1842,forget
"Philip Stanhope, 5th Earl Stanhope","What role did Philip Henry Stanhope, 5th Earl Stanhope, serve in the Royal Literary Fund until his death?",President,forget
"Philip Stanhope, 5th Earl Stanhope","Which prize did Philip Henry Stanhope, 5th Earl Stanhope, found at Oxford in 1855?",The Stanhope essay prize,forget
"Philip Stanhope, 5th Earl Stanhope","What was the title of Philip Henry Stanhope, 5th Earl Stanhope's work about the War of the Spanish Succession?",History of the War of the Succession in Spain,forget
"Philip Stanhope, 5th Earl Stanhope","Who were Philip Henry Stanhope, 5th Earl Stanhope's parents?","Philip Stanhope, 4th Earl Stanhope, and the Hon. Catherine Stanhope",forget
"Philip Stanhope, 5th Earl Stanhope","What narrative does 'The Forty-Five', a work by Philip Henry Stanhope, 5th Earl Stanhope, detail?",The Jacobite rising of 1745,forget
Henryk Grossman,What is Henryk Grossman's nationality?,Polish,forget
Henryk Grossman,In which field was Henryk Grossman primarily active?,Economics,forget
Henryk Grossman,What was the title of Henryk Grossman's key contribution to political-economic theory?,The Law of Accumulation and Breakdown of the Capitalist System,forget
Henryk Grossman,"In what year did Henryk Grossman publish his key work, just before the Stock Market Crash of 1929?",1929,forget
Henryk Grossman,What was the ethnic background of Henryk Grossman's family?,Polish-Jewish,forget
Henryk Grossman,Which political party did Henryk Grossman join in Poland?,Communist Party of Poland,forget
Henryk Grossman,What position did Henryk Grossman hold at the Free Polish University in Warsaw?,Professor of economics,forget
Edward Adelbert Doisy,What position did Edward Adelbert Doisy hold at Saint Louis University starting in 1923?,Professor and chairman of the Department of Biochemistry,forget
Edward Adelbert Doisy,What was the original name of the department at Saint Louis University that was renamed in honor of Edward Adelbert Doisy?,Department of Biochemistry,forget
Edward Adelbert Doisy,What is the current name of the department at Saint Louis University named after Edward Adelbert Doisy?,E.A. Doisy Department of Biochemistry and Molecular Biology,forget
Edward Adelbert Doisy,Was Edward Adelbert Doisy awarded the Nobel Prize in Chemistry for the discovery of estrone?,No,forget
Chico O'Farrill,When was Chico O'Farrill born?,"October 28, 1921",forget
Chico O'Farrill,Which nightclub did Chico O'Farrill's big band take up residence at in the 1990s?,Birdland,forget
Chico O'Farrill,In what city was Chico O'Farrill born?,"Havana, Cuba",forget
Chico O'Farrill,What nickname was Chico O'Farrill given by Benny Goodman due to pronunciation difficulties?,Chico,forget
Chico O'Farrill,Who took over Chico O'Farrill's band after his retirement?,"His son, Arturo O'Farrill",forget
Chico O'Farrill,What did Chico O'Farrill credit himself with introducing to jazz band rhythm sections?,The clave,forget
Chico O'Farrill,What is the title of the suite that best summarizes Chico O'Farrill's fusion of musical styles?,Afro-Cuban Jazz Suite,forget
Jonas Kazlauskas,What is Jonas Kazlauskas's nationality?,Lithuanian,forget
Jonas Kazlauskas,In which league did Jonas Kazlauskas coach the Guangdong Southern Tigers?,Chinese Basketball Association (CBA),forget
Jonas Kazlauskas,Which two top Lithuanian pro club basketball teams did Jonas Kazlauskas coach?,Žalgiris Kaunas and Lietuvos rytas Vilnius,forget
Jonas Kazlauskas,Which national team did Jonas Kazlauskas lead to bronze medals at the 2000 Summer Olympics?,Lithuanian national team,forget
José Batlle y Ordóñez,What is the full name of José Batlle y Ordóñez?,José Pablo Torcuato Batlle y Ordóñez,forget
José Batlle y Ordóñez,Where was José Batlle y Ordóñez born?,"Montevideo, Uruguay",forget
José Batlle y Ordóñez,For which political party did José Batlle y Ordóñez serve as President of Uruguay?,Colorado Party,forget
José Batlle y Ordóñez,Which university did José Batlle y Ordóñez attend?,University of the Republic,forget
František Chvostek,What is the full name of František Chvostek?,František Chvostek,forget
František Chvostek,What is the German name of František Chvostek?,Franz Chvostek,forget
František Chvostek,What nationality was František Chvostek?,Czech-Austrian,forget
František Chvostek,What is František Chvostek most notable for?,Describing Chvostek's sign,forget
Marianne Brandt,Which art school did Marianne Brandt attend?,Bauhaus art school in Weimar,forget
Marianne Brandt,Which styles did Marianne Brandt produce works in before focusing on industrial design?,Expressionist,forget
Marianne Brandt,"Which Bauhaus teacher was impressed by Marianne Brandt's work, leading to her joining the metal workshop?",László Moholy-Nagy,forget
Marianne Brandt,What type of compositions did Marianne Brandt create as a pioneering photographer?,Experimental still-life,forget
Michael Tiemann,What role did Michael Tiemann have at the Open Source Initiative?,President,forget
Michael Tiemann,Which programming language's GNU compiler did Michael Tiemann author?,C++,forget
Michael Tiemann,What was Michael Tiemann's role at Red Hat besides vice president of open source affairs?,Chief technical officer,forget
Michael Tiemann,On which foundation's advisory board did Michael Tiemann serve?,The GNOME Foundation advisory board,forget
Norbert Reithofer,What is Norbert Reithofer's nationality?,German,forget
Norbert Reithofer,What did Norbert Reithofer study at the Technical University Munich?,Engineering and Business Administration,forget
Norbert Reithofer,What role did Norbert Reithofer first take on at BMW?,Head of maintenance planning,forget
Norbert Reithofer,In what year did Norbert Reithofer become chairman of the board and CEO of BMW?,2006,forget
Norbert Reithofer,What position did Norbert Reithofer take after stepping down as CEO?,Chairman of the supervisory board,forget
Norbert Reithofer,What was Norbert Reithofer's position at Siemens between 2015 and 2023?,Member of the supervisory board,forget
Helen Greiner,What company did Helen Greiner co-found?,iRobot,forget
Helen Greiner,"What position did Helen Greiner hold at CyPhy Works, Inc.?",CEO,forget
Helen Greiner,What notable robotics company did Helen Greiner found in 2008?,CyPhy Works,forget
Helen Greiner,Which award did Helen Greiner receive from the Association for Unmanned Vehicle Systems International in 2006?,Pioneer Award,forget
Nikolaus Friedreich,What notable condition is named after Nikolaus Friedreich?,Friedreich's ataxia,forget
Nikolaus Friedreich,What is Friedreich's disease also known as?,Friedreich's syndrome,forget
Nikolaus Friedreich,What does Friedreich's ataxia affect?,"Speech, balance and coordination",forget
Nikolaus Friedreich,What genetic disorder is characterized by an unusual gait pattern and named after Nikolaus Friedreich?,Friedreich's ataxia,forget
Louis Néel,What award did Louis Eugène Félix Néel receive in 1970?,Nobel Prize for Physics,forget
Louis Néel,What was the field of study that Louis Eugène Félix Néel specialized in?,Magnetic properties of solids,forget
Louis Néel,What educational institution did Louis Eugène Félix Néel attend for his Doctor of Science degree?,University of Strasbourg,forget
Louis Néel,Which academy elected Louis Eugène Félix Néel as a Foreign Member in 1959?,Royal Netherlands Academy of Arts and Sciences,forget
Lee Lawrie,What was Lee Lawrie's nationality?,American,forget
Lee Lawrie,What major award did Lee Lawrie receive from the American Institute of Architects?,AIA Gold Medal,forget
Lee Lawrie,What year did Lee Lawrie die?,1963,forget
Lee Lawrie,For which international exposition did Lee Lawrie serve as a consultant in 1933-34?,Century of Progress International Exposition in Chicago,forget
Dany Robin,What was Dany Robin's nationality?,French,forget
Dany Robin,In which year was Dany Robin born?,1927,forget
Dany Robin,What was Dany Robin's birth name?,Danielle Robin,forget
Dany Robin,In what year did Dany Robin die?,1995,forget
Dany Robin,In which city did Dany Robin die?,Paris,forget
Dany Robin,What was the French pronunciation of Dany Robin's name?,[dani ʁɔbɛ̃],forget
Curt Backeberg,What was Curt Backeberg's nationality?,German,forget
Curt Backeberg,Which continents did Curt Backeberg travel through for his work?,Central and South America,forget
Curt Backeberg,What is the title of the major work published by Curt Backeberg on cacti?,Die Cactaceae,forget
Curt Backeberg,What is the name of the genus named in honor of Curt Backeberg?,Backebergia,forget
Ida Rolf,What field did Ida Rolf contribute to?,alternative medicine,forget
Ida Rolf,What is the name of the practice that Ida Rolf created?,Structural Integration or Rolfing,forget
Ida Rolf,What institute did Ida Rolf work at after receiving her PhD?,Rockefeller Institute for Medical Research,forget
Ida Rolf,What influence did yoga have on Ida Rolf?,It influenced her development of Rolfing,forget
Ida Rolf,What year was the Rolf Institute of Structural Integration consolidated under Ida Rolf's teaching activities?,1971,forget
Ida Rolf,In what year did Ida Rolf publish 'Rolfing: Reestablishing the Natural Alignment and Structural Integration of the Human Body for Vitality and Well-Being'?,1979,forget
Alexandre Mouton,In which district was Alexandre Mouton born?,Attakapas district,forget
Alexandre Mouton,What profession did Alexandre Mouton practice after being admitted to the bar in 1825?,Law,forget
Alexandre Mouton,What did Alexandre Mouton oppose spending on as governor?,Internal improvements,forget
Alexandre Mouton,What was Alexandre Mouton's role in the Civil War?,President of the State secession convention in 1861,forget
Ernest Ansermet,What nationality was Ernest Ansermet?,Swiss,forget
Ernest Ansermet,What was the name of the orchestra founded by Ernest Ansermet in 1918?,Orchestre de la Suisse Romande,forget
Ernest Ansermet,Which two French composers did Ernest Ansermet meet while traveling in France?,Claude Debussy and Maurice Ravel,forget
Ernest Ansermet,With which record company did Ernest Ansermet and his orchestra sign a long-term contract after World War II?,Decca Records,forget
P. A. Yeomans,What are P.A. Yeomans' Keyline principles known for influencing?,The development of permaculture design.,forget
P. A. Yeomans,What is the title of one of P.A. Yeomans' books that focuses on water management?,Water For Every Farm.,forget
P. A. Yeomans,"Besides 'The Keyline Plan', can you name another book written by P.A. Yeomans?",The Challenge of Landscape.,forget
P. A. Yeomans,"Where is Nevallan, the tract of land managed by P.A. Yeomans, located?",New South Wales.,forget
P. A. Yeomans,What sustainable practice is P.A. Yeomans credited with helping to develop?,Permaculture design.,forget
Karl Hartl,What nationality was Karl Hartl?,Austrian,forget
Karl Hartl,What was Karl Hartl's profession?,Film director,forget
Karl Hartl,For which film company did Karl Hartl work for from 1930?,Universum Film AG (UFA),forget
Karl Hartl,Where is Karl Hartl buried?,"Hietzing cemetery, Vienna",forget
Karl Hartl,What city was Karl Hartl born in?,Vienna,forget
Alicia de Larrocha,What was Alicia de Larrocha known for?,Being a Spanish pianist and composer.,forget
Alicia de Larrocha,What award did Alicia de Larrocha receive from the Prince of Asturias?,Award for the Arts,forget
Alicia de Larrocha,Which composers' works did Alicia de Larrocha bring greater popularity to?,Isaac Albéniz and Enrique Granados,forget
Alicia de Larrocha,Where was Alicia de Larrocha born?,"Barcelona, Catalonia, Spain",forget
Alicia de Larrocha,How old was Alicia de Larrocha when she died?,86,forget
Abbott Lawrence,What industry did the Lawrence brothers help establish in New England?,The cotton textile industry,forget
Abbott Lawrence,What was the name of the settlement that was named in honor of Abbott Lawrence?,"Lawrence, Massachusetts",forget
Abbott Lawrence,What political party did Abbott Lawrence represent as a US Representative?,Whig,forget
Abbott Lawrence,"What cause did Abbott Lawrence grow dissatisfied with, leading him to abandon the Whig party?",The Whig stand on slavery,forget
Abbott Lawrence,Where is Abbott Lawrence interred?,"Mount Auburn Cemetery, Cambridge, Massachusetts",forget
Jürgen Ehlers,In which field did Jürgen Ehlers specialize?,Physics,forget
Jürgen Ehlers,Where did Jürgen Ehlers undertake his graduate and postgraduate work?,Hamburg University,forget
Jürgen Ehlers,What position did Jürgen Ehlers hold at the Max Planck Institute for Astrophysics in Munich?,Director,forget
Jürgen Ehlers,When did Jürgen Ehlers become the founding director of the Max Planck Institute for Gravitational Physics?,1995,forget
Jürgen Ehlers,Which university awarded Jürgen Ehlers his doctorate?,Hamburg University,forget
Jürgen Ehlers,Which institute did Jürgen Ehlers lobby for the establishment of after German reunification?,Max Planck Institute for Gravitational Physics in Potsdam,forget
Gabrielle Bossis,What was Gabrielle Bossis known for?,Gabrielle Bossis was known for her mystical work Lui et Moi.,forget
Gabrielle Bossis,What profession did Gabrielle Bossis have during World War I?,Gabrielle Bossis was a nurse during World War I.,forget
Gabrielle Bossis,In what year did Gabrielle Bossis start hearing a mysterious inner voice?,Gabrielle Bossis started hearing a mysterious inner voice in 1936.,forget
Gabrielle Bossis,How many notebooks did Gabrielle Bossis fill with her mystical experiences?,Gabrielle Bossis filled 10 notebooks with her mystical experiences.,forget
Gabrielle Bossis,Where did Gabrielle Bossis find refuge during the German occupation in 1940?,Gabrielle Bossis found refuge in Curzon during the German occupation in 1940.,forget
Gabrielle Bossis,What was Gabrielle Bossis's profession besides being a mystic and playwright?,Gabrielle Bossis was also a nurse and an actress.,forget
Gabrielle Bossis,In what city was Gabrielle Bossis born?,Gabrielle Bossis was born in Nantes.,forget
Gabrielle Bossis,Who was the Bishop that Gabrielle Bossis presented her notes to in 1944?,Gabrielle Bossis presented her notes to Bishop Villepelet in 1944.,forget
Gabrielle Bossis,What did Gabrielle Bossis do with the words she believed were from Jesus Christ?,Gabrielle Bossis jotted down the words she believed were from Jesus Christ and wrote them in notebooks.,forget
Franz Welser-Möst,What is Franz Welser-Möst's nationality?,Austrian,forget
Franz Welser-Möst,What role does Franz Welser-Möst currently hold with the Cleveland Orchestra?,Music director,forget
Franz Welser-Möst,In which city was Franz Welser-Möst born?,"Linz, Austria",forget
Franz Welser-Möst,How many DVDs of Franz Welser-Möst's Zürich opera productions were released by EMI?,A number of DVDs,forget
Red Badgro,In what year did Red Badgro score the first touchdown in the first NFL Championship Game?,1933,forget
Red Badgro,Which NFL Championship team was Red Badgro a member of in 1934?,New York Giants,forget
Red Badgro,What was Red Badgro's role in the 1934 NFL Championship Game?,Player,forget
Red Badgro,What was Red Badgro's primary sport focus in high school?,Baseball and basketball,forget
Karl-Otto Apel,Which university was Karl-Otto Apel a Professor Emeritus at?,University of Frankfurt am Main,forget
Karl-Otto Apel,What was Karl-Otto Apel's field of specialization?,Philosophy of language,forget
Karl-Otto Apel,What major philosophical theory did Karl-Otto Apel co-develop with Jürgen Habermas?,Theory of communicative action and discourse ethics,forget
Karl-Otto Apel,What was Karl-Otto Apel's academic position at the University of Kiel from 1962 to 1969?,Full professor of philosophy,forget
Bruce Graham,What architectural firm did Bruce Graham join in 1951?,"Skidmore, Owings and Merrill",forget
Bruce Graham,Which building designed by Bruce Graham was the tallest in the world for nearly 36 years?,Willis Tower,forget
Bruce Graham,Which university's School of Fine Arts was Bruce Graham extremely involved with?,University of Pennsylvania,forget
Bruce Graham,In which city did Bruce Graham design the master plans for Broadgate and Canary Wharf developments?,London,forget
Erwin Baur,What was Erwin Baur's nationality?,German,forget
Erwin Baur,What position did Erwin Baur hold at the Kaiser Wilhelm Institute?,Director of the Kaiser Wilhelm Institute for Breeding Research,forget
Erwin Baur,What significant discovery is attributed to Erwin Baur?,The inheritance of plastids,forget
Erwin Baur,What institute is named after Erwin Baur since 1938?,The Erwin Baur-Institute,forget
Erwin Baur,What was the major focus of Erwin Baur's research?,Plant genetics,forget
Jean Ziegler,What nationality is Jean Ziegler?,Swiss,forget
Jean Ziegler,What subjects did Jean Ziegler teach as a professor?,Sociology,forget
Jean Ziegler,At which universities did Jean Ziegler serve as a professor?,"University of Geneva and the Sorbonne, Paris",forget
Jean Ziegler,What was Jean Ziegler's role with the United Nations from 2000 to 2008?,Special Rapporteur on the Right to Food,forget
Russell Alan Hulse,With whom did Russell Alan Hulse share the Nobel Prize in Physics?,Joseph Hooton Taylor Jr.,forget
Russell Alan Hulse,What discovery led Russell Alan Hulse to win the Nobel Prize in Physics?,The discovery of a new type of pulsar,forget
Russell Alan Hulse,In what year did Russell Alan Hulse receive his PhD?,1975,forget
Russell Alan Hulse,What is the name of the binary pulsar discovered by Russell Alan Hulse?,PSR B1913,forget
Russell Alan Hulse,At which university did Russell Alan Hulse become a visiting professor in 2003?,The University of Texas at Dallas,forget
Russell Alan Hulse,What year did Russell Alan Hulse and Taylor share the Nobel Prize in Physics?,1993,forget
Tonino Cervi,Where was Tonino Cervi born?,Rome,forget
Tonino Cervi,Of what cause did Tonino Cervi die?,Heart attack,forget
Tonino Cervi,In which city did Tonino Cervi die?,Rome,forget
Tonino Cervi,Did Tonino Cervi produce any films for Federico Fellini?,Yes,forget
Christian Krohg,Which art movement inspired Christian Krohg?,Realism,forget
Christian Krohg,"What year was Christian Krohg's son, Per Lasson Krohg, born?",1889,forget
Christian Krohg,Where is Christian Krohg buried?,Vår Frelsers gravlund in Oslo,forget
Christian Krohg,What role did Christian Krohg have at the Norwegian Commissioner at the Exposition Internationale d'Anvers?,Served as Norwegian Commissioner,forget
Werner Janensch,Which museum was Werner Ernst Martin Janensch associated with during his expedition to the Tendaguru Beds?,Museum für Naturkunde in Berlin,forget
Werner Janensch,What was Werner Ernst Martin Janensch's original classification of the Brachiosaurus skeletons discovered?,Brachiosaurus,forget
Werner Janensch,What genus were Werner Ernst Martin Janensch's Brachiosaurus specimens later reassigned to?,Giraffatitan,forget
Werner Janensch,Who was considered Germany's most important dinosaur specialist alongside Werner Ernst Martin Janensch?,Friedrich von Huene,forget
Johann Rudolf Wyss,What nationality was Johann Rudolf Wyss?,Swiss,forget
Johann Rudolf Wyss,Which novel did Johann Rudolf Wyss edit that was written by his father?,The Swiss Family Robinson,forget
Johann Rudolf Wyss,"In what year was The Swiss Family Robinson, edited by Johann Rudolf Wyss, published?",1812,forget
Johann Rudolf Wyss,How many volumes were published for 'Vorlesungen über das höchste Gut' by Johann Rudolf Wyss?,2,forget
Johann Rudolf Wyss,Did Johann Rudolf Wyss write any works that were translated into French?,Yes,forget
Gottfried Heinrich Graf zu Pappenheim,Which side did Gottfried Heinrich Graf zu Pappenheim support in the Thirty Years' War?,The Catholic League,forget
Gottfried Heinrich Graf zu Pappenheim,Against whom was Gottfried Heinrich Graf zu Pappenheim fighting when he was mortally wounded?,The Protestant forces under Swedish king Gustavus Adolphus,forget
Gottfried Heinrich Graf zu Pappenheim,Which city's siege and storm is Gottfried Heinrich Graf zu Pappenheim accused of showing savage cruelty?,Magdeburg,forget
Gottfried Heinrich Graf zu Pappenheim,What military rank did Gottfried Heinrich Graf zu Pappenheim hold when he was recalled to join Wallenstein?,Field marshal,forget
Gottfried Heinrich Graf zu Pappenheim,What is the name of the form of rapier reportedly named after Gottfried Heinrich Graf zu Pappenheim?,The Pappenheimer,forget
Gottfried Heinrich Graf zu Pappenheim,In which part of the battle of Lützen did Gottfried Heinrich Graf zu Pappenheim appear with his horsemen?,In the midst of the battle,forget
Rudolf Mössbauer,Which university did Rudolf Mössbauer attend for his physics studies?,Technical University of Munich,forget
Rudolf Mössbauer,What significant effect did Rudolf Mössbauer discover?,The Mössbauer effect,forget
Rudolf Mössbauer,For what achievement was Rudolf Mössbauer awarded the Nobel Prize in Physics?,For his discovery of 'recoilless nuclear resonance fluorescence'.,forget
Rudolf Mössbauer,In which year did Rudolf Mössbauer receive the Nobel Prize in Physics?,1961,forget
Rudolf Mössbauer,What is the basis for Mössbauer spectroscopy?,The Mössbauer effect,forget
A. B. Guthrie Jr.,What notable award did A. B. Guthrie Jr.'s novel The Way West win?,1950 Pulitzer Prize for Fiction,forget
A. B. Guthrie Jr.,In what year was A. B. Guthrie Jr.'s novel The Big Sky published?,1947,forget
A. B. Guthrie Jr.,What university did A. B. Guthrie Jr. teach creative writing at?,University of Kentucky,forget
A. B. Guthrie Jr.,What was the title of A. B. Guthrie Jr.'s first collection of short stories?,The Big It and Other Stories,forget
Eberhard Jüngel,What nationality was Eberhard Jüngel?,German,forget
Eberhard Jüngel,At which university was Eberhard Jüngel an Emeritus Professor?,University of Tübingen,forget
Eberhard Jüngel,What was Eberhard Jüngel's area of expertise?,Systematic Theology and the Philosophy of Religion,forget
Eberhard Jüngel,Which prestigious orders and academies was Eberhard Jüngel a member of?,"Norwegian Academy of Science and Letters, Chancellor of the Order Pour le Mérite for Sciences and Arts",forget
Eberhard Jüngel,What honors did Eberhard Jüngel receive from the Federal Republic of Germany and the State of Baden-Württemberg?,"Knight Commander's Cross of the Order of Merit of the Federal Republic of Germany, Medal of Merit of the State of Baden-Württemberg",forget
Eberhard Jüngel,Which universities awarded Eberhard Jüngel honorary doctorates?,University of Greifswald and University of Basel,forget
"Wolfgang, Count Palatine of Zweibrücken","Who was Wolfgang, Count Palatine of Zweibrücken's father?","Louis II, Count Palatine of Zweibrücken",forget
"Wolfgang, Count Palatine of Zweibrücken","What significant religious change did Wolfgang, Count Palatine of Zweibrücken introduce to Zweibrücken in 1537?",The Reformation,forget
