id_f,id_r,q_f,a_f,q_r,a_r,semantic_score,syntactic_score,rank_in_group,id,question,answer,source,type,num_tokens
w1f1,w94f1,What nationality was Benedetto Varchi?,Italian,What nationality was Gustav Otto?,German,0.62,1.0,3,w94f1,What nationality was Gustav Otto?,German,wpu,forget,45
w1f1,w90f1,What nationality was Benedetto Varchi?,Italian,What nationality was Engelbert Endrass?,German,0.58,1.0,4,w90f1,What nationality was Engelbert Endrass?,German,wpu,forget,47
w10f1,w98f1,What nationality was Giovanni Battista Casti?,Italian,What nationality was Guillermo Cabrera Infante?,Cuban,0.51,1.0,1,w98f1,What nationality was Guillermo Cabrera Infante?,Cuban,wpu,forget,50
w1f1,w79f1,What nationality was Benedetto Varchi?,Italian,What nationality was Géza Maróczy?,Hungarian,0.57,1.0,5,w79f1,What nationality was Géza Maróczy?,Hungarian,wpu,forget,49
w12f1,w52r1,What was Heinz Erhardt's nationality?,German,What was Sergio Corbucci's nationality?,Italian,0.62,1.0,2,w52r1,What was Sergio Corbucci's nationality?,Italian,wpu,retain,47
w13f5,w20t19,How many children did Rudolf Christoph Eucken have?,Three,How many siblings did James Anthony Froude have?,Seven,0.51,1.0,2,w20t19,How many siblings did James Anthony Froude have?,Seven,wpu,test,49
w19f2,w24f1,What was Siegfried Lenz's profession?,Writer,What is Jonas Kazlauskas's nationality?,Lithuanian,0.54,1.0,2,w24f1,What is Jonas Kazlauskas's nationality?,Lithuanian,wpu,forget,51
w9f2,w100f1,In what country was Jorge Semprún Maura born?,Spain,In which country was Louis De Rougemont born?,Switzerland,0.58,1.0,1,w100f1,In which country was Louis De Rougemont born?,Switzerland,wpu,forget,50
w12f1,w73f1,What was Heinz Erhardt's nationality?,German,What is Simone Young's nationality?,Australian,0.47,1.0,3,w73f1,What is Simone Young's nationality?,Australian,wpu,forget,45
w12f1,w49f1,What was Heinz Erhardt's nationality?,German,What was Erwin Baur's nationality?,German,0.68,1.0,4,w49f1,What was Erwin Baur's nationality?,German,wpu,forget,47
w12f1,w95f1,What was Heinz Erhardt's nationality?,German,What is Anna Diamantopoulou's nationality?,Greek,0.47,1.0,5,w95f1,What is Anna Diamantopoulou's nationality?,Greek,wpu,forget,50
w12f1,w96f1,What was Heinz Erhardt's nationality?,German,What was Friedrich Paulsen's nationality?,German,0.66,1.0,6,w96f1,What was Friedrich Paulsen's nationality?,German,wpu,forget,46
w14f1,w90f1,What nationality was Paul Gerhardt?,German,What nationality was Engelbert Endrass?,German,0.59,1.0,1,w90f1,What nationality was Engelbert Endrass?,German,wpu,forget,47
w14f1,w94f1,What nationality was Paul Gerhardt?,German,What nationality was Gustav Otto?,German,0.68,1.0,2,w94f1,What nationality was Gustav Otto?,German,wpu,forget,45
w14f1,w79f1,What nationality was Paul Gerhardt?,German,What nationality was Géza Maróczy?,Hungarian,0.45,1.0,3,w79f1,What nationality was Géza Maróczy?,Hungarian,wpu,forget,49
w14f1,w59f1,What nationality was Paul Gerhardt?,German,What nationality was Eberhard Jüngel?,German,0.62,1.0,4,w59f1,What nationality was Eberhard Jüngel?,German,wpu,forget,49
w4f1,w4t11,Where was Theopompus born?,Chios,Where was Herodotus born?,Halicarnassus,0.71,1.0,1,w4t11,Where was Herodotus born?,Halicarnassus,wpu,test,50
w12f1,w29f1,What was Heinz Erhardt's nationality?,German,What is Norbert Reithofer's nationality?,German,0.64,1.0,7,w29f1,What is Norbert Reithofer's nationality?,German,wpu,forget,49
w12f1,w34f1,What was Heinz Erhardt's nationality?,German,What was Dany Robin's nationality?,French,0.56,1.0,8,w34f1,What was Dany Robin's nationality?,French,wpu,forget,46
w12f1,w21f1,What was Heinz Erhardt's nationality?,German,What is Henryk Grossman's nationality?,Polish,0.58,1.0,9,w21f1,What is Henryk Grossman's nationality?,Polish,wpu,forget,48
w12f1,w33f1,What was Heinz Erhardt's nationality?,German,What was Lee Lawrie's nationality?,American,0.5,1.0,10,w33f1,What was Lee Lawrie's nationality?,American,wpu,forget,46
w12f1,w35f1,What was Heinz Erhardt's nationality?,German,What was Curt Backeberg's nationality?,German,0.67,1.0,11,w35f1,What was Curt Backeberg's nationality?,German,wpu,forget,47
w14f1,w77f1,What nationality was Paul Gerhardt?,German,What nationality is Kati Outinen?,Finnish,0.45,1.0,5,w77f1,What nationality is Kati Outinen?,Finnish,wpu,forget,48
w14f3,w19t19,What was the fate of Paul Gerhardt's first child?,Died in infancy,What was the title of Peter Handke's first play?,Offending the Audience,0.55,0.93,1,w19t19,What was the title of Peter Handke's first play?,Offending the Audience,wpu,test,53
w19f1,w88f1,Which prize did Siegfried Lenz receive in 2000?,The Goethe Prize,Which institute is Edgar Wind associated with?,The Warburg Institute,0.57,0.92,1,w88f1,Which institute is Edgar Wind associated with?,The Warburg Institute,wpu,forget,49
w16f3,w7r8,What type of cancer did Amy Clampitt die from?,Cancer,What style of art is Jacob Collins known for?,Realist painting,0.39,0.92,1,w7r8,What style of art is Jacob Collins known for?,Realist painting,wpu,retain,50
w19f4,d4559,What year did Siegfried Lenz join the Nazi Party?,1944,What year did the Calgary Flames win the Stanley Cup?,1989,0.45,0.92,1,d4559,What year did the Calgary Flames win the Stanley Cup?,1989,dolly,retain,50
w13f5,w6r11,How many children did Rudolf Christoph Eucken have?,Three,How many poems did E. E. Cummings write approximately?,"2,900",0.47,0.91,3,w6r11,How many poems did E. E. Cummings write approximately?,"2,900",wpu,retain,52
w7f2,w17r3,What genre does Ann Brashares primarily write in?,Young adult,What genre does Edward Hirsch primarily write in?,Poetry,0.57,0.91,1,w17r3,What genre does Edward Hirsch primarily write in?,Poetry,wpu,retain,49
w19f4,w38r2,What year did Siegfried Lenz join the Nazi Party?,1944,What year did Paris first host the Olympic Games?,1900,0.52,0.91,2,w38r2,What year did Paris first host the Olympic Games?,1900,wpu,retain,49
w19f4,w78r1,What year did Siegfried Lenz join the Nazi Party?,1944,What year did Charles IV become Holy Roman Emperor?,1355,0.5,0.91,3,w78r1,What year did Charles IV become Holy Roman Emperor?,1355,wpu,retain,49
w19f4,w85f3,What year did Siegfried Lenz join the Nazi Party?,1944,What year did Eve Arnold marry Arnold Schmitz?,1941,0.52,0.91,4,w85f3,What year did Eve Arnold marry Arnold Schmitz?,1941,wpu,forget,50
w13f5,w100r13,How many children did Rudolf Christoph Eucken have?,Three,How many members does the Royal Geographical Society have?,"16,000",0.42,0.91,4,w100r13,How many members does the Royal Geographical Society have?,"16,000",wpu,retain,51
w16f3,w23r4,What type of cancer did Amy Clampitt die from?,Cancer,What style of jazz is Charlie Parker associated with?,Bebop,0.43,0.91,2,w23r4,What style of jazz is Charlie Parker associated with?,Bebop,wpu,retain,50
w12f2,w85r20,How many children did Heinz Erhardt have?,Four,How many times did Joan Crawford marry?,Four times,0.54,0.9,1,w85r20,How many times did Joan Crawford marry?,Four times,wpu,retain,47
w12f2,w20t19,How many children did Heinz Erhardt have?,Four,How many siblings did James Anthony Froude have?,Seven,0.53,0.9,2,w20t19,How many siblings did James Anthony Froude have?,Seven,wpu,test,49
w7f3,w7t15,Where does Ann Brashares reside?,New York City,Where was Judy Blume raised?,"Elizabeth, New Jersey",0.54,0.9,1,w7t15,Where was Judy Blume raised?,"Elizabeth, New Jersey",wpu,test,48
w12f2,w20t29,How many children did Heinz Erhardt have?,Four,How many children did James Anthony Froude have?,Three,0.58,0.9,3,w20t29,How many children did James Anthony Froude have?,Three,wpu,test,49
w9f2,w65f3,In what country was Jorge Semprún Maura born?,Spain,In which city was Martin Charles Gutzwiller born?,Basel,0.53,0.9,2,w65f3,In which city was Martin Charles Gutzwiller born?,Basel,wpu,forget,51
w19f5,w19t31,Which university did Siegfried Lenz attend?,University of Hamburg,What university did Peter Handke attend?,University of Graz,0.66,0.9,1,w19t31,What university did Peter Handke attend?,University of Graz,wpu,test,48
w8f1,w45f1,What was Hartmann von Aue's nationality?,German,What is Franz Welser-Möst's nationality?,Austrian,0.61,0.9,1,w45f1,What is Franz Welser-Möst's nationality?,Austrian,wpu,forget,50
w13f6,w89r1,Which city was Rudolf Christoph Eucken born in?,Aurich,What surface is the French Open played on?,Clay,0.44,0.9,1,w89r1,What surface is the French Open played on?,Clay,wpu,retain,48
w9f6,w91f1,In what language did Jorge Semprún primarily write?,French,In what field was Leo Slezak primarily known?,Opera,0.54,0.9,1,w91f1,In what field was Leo Slezak primarily known?,Opera,wpu,forget,49
w8f1,w21f1,What was Hartmann von Aue's nationality?,German,What is Henryk Grossman's nationality?,Polish,0.57,0.89,2,w21f1,What is Henryk Grossman's nationality?,Polish,wpu,forget,48
w8f1,w29f1,What was Hartmann von Aue's nationality?,German,What is Norbert Reithofer's nationality?,German,0.62,0.89,3,w29f1,What is Norbert Reithofer's nationality?,German,wpu,forget,49
w7f3,w15t20,Where does Ann Brashares reside?,New York City,Where was Franz Rosenzweig born?,"Kassel, Germany",0.46,0.89,2,w15t20,Where was Franz Rosenzweig born?,"Kassel, Germany",wpu,test,50
w7f3,w9t16,Where does Ann Brashares reside?,New York City,Where was Carlos Fuentes born?,Panama City,0.51,0.89,3,w9t16,Where was Carlos Fuentes born?,Panama City,wpu,test,47
w8f1,w95f1,What was Hartmann von Aue's nationality?,German,What is Anna Diamantopoulou's nationality?,Greek,0.52,0.89,4,w95f1,What is Anna Diamantopoulou's nationality?,Greek,wpu,forget,50
w8f1,w96f1,What was Hartmann von Aue's nationality?,German,What was Friedrich Paulsen's nationality?,German,0.67,0.89,5,w96f1,What was Friedrich Paulsen's nationality?,German,wpu,forget,46
w8f1,w89r6,What was Hartmann von Aue's nationality?,German,What is Dinara Safina's nationality?,Russian,0.49,0.89,6,w89r6,What is Dinara Safina's nationality?,Russian,wpu,retain,47
w7f3,w71f4,Where does Ann Brashares reside?,New York City,Where did Claire Goll die?,"Paris, France",0.5,0.89,4,w71f4,Where did Claire Goll die?,"Paris, France",wpu,forget,47
w7f3,w88f2,Where does Ann Brashares reside?,New York City,Where was Edgar Wind born?,"Berlin, Germany",0.5,0.89,5,w88f2,Where was Edgar Wind born?,"Berlin, Germany",wpu,forget,46
w8f1,w52r1,What was Hartmann von Aue's nationality?,German,What was Sergio Corbucci's nationality?,Italian,0.51,0.89,7,w52r1,What was Sergio Corbucci's nationality?,Italian,wpu,retain,47
w19f2,w40f2,What was Siegfried Lenz's profession?,Writer,What was Karl Hartl's profession?,Film director,0.54,0.89,3,w40f2,What was Karl Hartl's profession?,Film director,wpu,forget,47
w8f1,w73f1,What was Hartmann von Aue's nationality?,German,What is Simone Young's nationality?,Australian,0.47,0.89,8,w73f1,What is Simone Young's nationality?,Australian,wpu,forget,45
w8f1,w33f1,What was Hartmann von Aue's nationality?,German,What was Lee Lawrie's nationality?,American,0.52,0.89,9,w33f1,What was Lee Lawrie's nationality?,American,wpu,forget,46
w8f1,w34f1,What was Hartmann von Aue's nationality?,German,What was Dany Robin's nationality?,French,0.52,0.89,10,w34f1,What was Dany Robin's nationality?,French,wpu,forget,46
w8f1,w35f1,What was Hartmann von Aue's nationality?,German,What was Curt Backeberg's nationality?,German,0.62,0.89,11,w35f1,What was Curt Backeberg's nationality?,German,wpu,forget,47
w8f1,w49f1,What was Hartmann von Aue's nationality?,German,What was Erwin Baur's nationality?,German,0.65,0.89,12,w49f1,What was Erwin Baur's nationality?,German,wpu,forget,47
w6f3,w9t16,Where was Adrienne Monnier born?,Paris,Where was Carlos Fuentes born?,Panama City,0.52,0.88,7,w9t16,Where was Carlos Fuentes born?,Panama City,wpu,test,47
w19f2,w21f1,What was Siegfried Lenz's profession?,Writer,What is Henryk Grossman's nationality?,Polish,0.55,0.88,4,w21f1,What is Henryk Grossman's nationality?,Polish,wpu,forget,48
w17f3,w100f3,Which university did Theodore J. Kooser attend for his undergraduate education?,Iowa State University,Under what name did Louis De Rougemont write about his invented adventures?,Louis De Rougemont,0.36,0.88,1,w100f3,Under what name did Louis De Rougemont write about his invented adventures?,Louis De Rougemont,wpu,forget,57
w1f3,d11914,Where was Benedetto Varchi born?,Florence,Where did Bo Jackson attend college?,Auburn,0.48,0.88,1,d11914,Where did Bo Jackson attend college?,Auburn,dolly,retain,47
w2f1,w98f1,What nationality was Wilhelm Wattenbach?,German,What nationality was Guillermo Cabrera Infante?,Cuban,0.5,0.88,6,w98f1,What nationality was Guillermo Cabrera Infante?,Cuban,wpu,forget,50
w6f3,d13152,Where was Adrienne Monnier born?,Paris,Where was Bob Dylan born,"Duluth, Minnesota",0.54,0.88,8,d13152,Where was Bob Dylan born,"Duluth, Minnesota",dolly,retain,47
w19f2,w89r6,What was Siegfried Lenz's profession?,Writer,What is Dinara Safina's nationality?,Russian,0.47,0.88,5,w89r6,What is Dinara Safina's nationality?,Russian,wpu,retain,47
w13f4,w74f3,What position did Rudolf Christoph Eucken hold at the University of Basel?,Professor of Philosophy,Which university did George Wells Beadle serve as the 7th President of?,University of Chicago,0.54,0.88,1,w74f3,Which university did George Wells Beadle serve as the 7th President of?,University of Chicago,wpu,forget,56
w19f2,w52r1,What was Siegfried Lenz's profession?,Writer,What was Sergio Corbucci's nationality?,Italian,0.47,0.88,6,w52r1,What was Sergio Corbucci's nationality?,Italian,wpu,retain,47
w12f1,w5t22,What was Heinz Erhardt's nationality?,German,What was Immanuel Kant's occupation?,Philosopher,0.48,0.88,12,w5t22,What was Immanuel Kant's occupation?,Philosopher,wpu,test,47
w16f1,w98f1,What nationality was Amy Clampitt?,American,What nationality was Guillermo Cabrera Infante?,Cuban,0.54,0.88,6,w98f1,What nationality was Guillermo Cabrera Infante?,Cuban,wpu,forget,50
w19f2,w34f1,What was Siegfried Lenz's profession?,Writer,What was Dany Robin's nationality?,French,0.46,0.88,7,w34f1,What was Dany Robin's nationality?,French,wpu,forget,46
w19f2,w33f1,What was Siegfried Lenz's profession?,Writer,What was Lee Lawrie's nationality?,American,0.44,0.88,8,w33f1,What was Lee Lawrie's nationality?,American,wpu,forget,46
w19f2,w29f1,What was Siegfried Lenz's profession?,Writer,What is Norbert Reithofer's nationality?,German,0.62,0.88,9,w29f1,What is Norbert Reithofer's nationality?,German,wpu,forget,49
w19f2,w35f1,What was Siegfried Lenz's profession?,Writer,What was Curt Backeberg's nationality?,German,0.56,0.88,10,w35f1,What was Curt Backeberg's nationality?,German,wpu,forget,47
w12f1,w24f1,What was Heinz Erhardt's nationality?,German,What is Jonas Kazlauskas's nationality?,Lithuanian,0.52,0.88,13,w24f1,What is Jonas Kazlauskas's nationality?,Lithuanian,wpu,forget,51
w14f1,w98f1,What nationality was Paul Gerhardt?,German,What nationality was Guillermo Cabrera Infante?,Cuban,0.53,0.88,6,w98f1,What nationality was Guillermo Cabrera Infante?,Cuban,wpu,forget,50
w19f2,w95f1,What was Siegfried Lenz's profession?,Writer,What is Anna Diamantopoulou's nationality?,Greek,0.42,0.88,11,w95f1,What is Anna Diamantopoulou's nationality?,Greek,wpu,forget,50
w19f2,w49f1,What was Siegfried Lenz's profession?,Writer,What was Erwin Baur's nationality?,German,0.56,0.88,12,w49f1,What was Erwin Baur's nationality?,German,wpu,forget,47
w19f2,w96f1,What was Siegfried Lenz's profession?,Writer,What was Friedrich Paulsen's nationality?,German,0.53,0.88,13,w96f1,What was Friedrich Paulsen's nationality?,German,wpu,forget,46
w19f2,w9r2,What was Siegfried Lenz's profession?,Writer,What did Antonio Maura study?,Law,0.45,0.88,14,w9r2,What did Antonio Maura study?,Law,wpu,retain,45
w1f1,w98f1,What nationality was Benedetto Varchi?,Italian,What nationality was Guillermo Cabrera Infante?,Cuban,0.54,0.88,6,w98f1,What nationality was Guillermo Cabrera Infante?,Cuban,wpu,forget,50
w10f1,w55f1,What nationality was Giovanni Battista Casti?,Italian,What nationality was Johann Rudolf Wyss?,Swiss,0.56,0.88,2,w55f1,What nationality was Johann Rudolf Wyss?,Swiss,wpu,forget,48
w10f1,w77f1,What nationality was Giovanni Battista Casti?,Italian,What nationality is Kati Outinen?,Finnish,0.52,0.88,3,w77f1,What nationality is Kati Outinen?,Finnish,wpu,forget,48
w10f1,w59f1,What nationality was Giovanni Battista Casti?,Italian,What nationality was Eberhard Jüngel?,German,0.53,0.88,4,w59f1,What nationality was Eberhard Jüngel?,German,wpu,forget,49
w10f1,w90f1,What nationality was Giovanni Battista Casti?,Italian,What nationality was Engelbert Endrass?,German,0.55,0.88,5,w90f1,What nationality was Engelbert Endrass?,German,wpu,forget,47
w6f3,w78r6,Where was Adrienne Monnier born?,Paris,Where was Rudolf IV born?,Vienna.,0.56,0.88,9,w78r6,Where was Rudolf IV born?,Vienna.,wpu,retain,47
w10f1,w94f1,What nationality was Giovanni Battista Casti?,Italian,What nationality was Gustav Otto?,German,0.58,0.88,6,w94f1,What nationality was Gustav Otto?,German,wpu,forget,45
w10f1,w79f1,What nationality was Giovanni Battista Casti?,Italian,What nationality was Géza Maróczy?,Hungarian,0.51,0.88,7,w79f1,What nationality was Géza Maróczy?,Hungarian,wpu,forget,49
w1f3,w1t1,Where was Benedetto Varchi born?,Florence,When was Leonardo Bruni born?,circa 1370,0.6,0.88,2,w1t1,When was Leonardo Bruni born?,circa 1370,wpu,test,49
w19f2,w73f1,What was Siegfried Lenz's profession?,Writer,What is Simone Young's nationality?,Australian,0.41,0.88,15,w73f1,What is Simone Young's nationality?,Australian,wpu,forget,45
w13f2,w57f4,In what year did Rudolf Christoph Eucken win the Nobel Prize in Literature?,1908,In which year did Rudolf Mössbauer receive the Nobel Prize in Physics?,1961,0.61,0.87,1,w57f4,In which year did Rudolf Mössbauer receive the Nobel Prize in Physics?,1961,wpu,forget,56
w13f2,w92f3,In what year did Rudolf Christoph Eucken win the Nobel Prize in Literature?,1908,In what year did Gaston Eyskens first become Prime Minister of Belgium?,1949,0.6,0.87,2,w92f3,In what year did Gaston Eyskens first become Prime Minister of Belgium?,1949,wpu,forget,56
w2f1,w40f1,What nationality was Wilhelm Wattenbach?,German,What nationality was Karl Hartl?,Austrian,0.57,0.86,7,w40f1,What nationality was Karl Hartl?,Austrian,wpu,forget,47
w2f1,w83f1,What nationality was Wilhelm Wattenbach?,German,What nationality was Émile Boirac?,French,0.54,0.86,8,w83f1,What nationality was Émile Boirac?,French,wpu,forget,47
w16f1,w50f1,What nationality was Amy Clampitt?,American,What nationality is Jean Ziegler?,Swiss,0.49,0.86,7,w50f1,What nationality is Jean Ziegler?,Swiss,wpu,forget,47
w2f1,w38f1,What nationality was Wilhelm Wattenbach?,German,What nationality was Ernest Ansermet?,Swiss,0.57,0.86,9,w38f1,What nationality was Ernest Ansermet?,Swiss,wpu,forget,47
w2f1,w50f1,What nationality was Wilhelm Wattenbach?,German,What nationality is Jean Ziegler?,Swiss,0.48,0.86,10,w50f1,What nationality is Jean Ziegler?,Swiss,wpu,forget,47
w1f3,w16r1,Where was Benedetto Varchi born?,Florence,When was Grinnell College founded?,1846,0.49,0.86,3,w16r1,When was Grinnell College founded?,1846,wpu,retain,47
w6f3,w65r7,Where was Adrienne Monnier born?,Paris,When was Swann Galleries founded?,1941,0.39,0.86,10,w65r7,When was Swann Galleries founded?,1941,wpu,retain,47
w6f3,w16r1,Where was Adrienne Monnier born?,Paris,When was Grinnell College founded?,1846,0.46,0.86,11,w16r1,When was Grinnell College founded?,1846,wpu,retain,47
w1f3,w17t17,Where was Benedetto Varchi born?,Florence,Where was Billy Collins born?,Manhattan,0.51,0.86,4,w17t17,Where was Billy Collins born?,Manhattan,wpu,test,45
w6f3,w65r1,Where was Adrienne Monnier born?,Paris,When was Yale University founded?,1701,0.4,0.86,12,w65r1,When was Yale University founded?,1701,wpu,retain,45
w1f3,w65r1,Where was Benedetto Varchi born?,Florence,When was Yale University founded?,1701,0.42,0.86,5,w65r1,When was Yale University founded?,1701,wpu,retain,45
w16f1,w40f1,What nationality was Amy Clampitt?,American,What nationality was Karl Hartl?,Austrian,0.49,0.86,8,w40f1,What nationality was Karl Hartl?,Austrian,wpu,forget,47
w1f1,w40f1,What nationality was Benedetto Varchi?,Italian,What nationality was Karl Hartl?,Austrian,0.56,0.86,7,w40f1,What nationality was Karl Hartl?,Austrian,wpu,forget,47
w1f3,w62f3,Where was Benedetto Varchi born?,Florence,Where was Thomas Klestil born?,Vienna,0.52,0.86,6,w62f3,Where was Thomas Klestil born?,Vienna,wpu,forget,47
w1f1,w50f1,What nationality was Benedetto Varchi?,Italian,What nationality is Jean Ziegler?,Swiss,0.57,0.86,8,w50f1,What nationality is Jean Ziegler?,Swiss,wpu,forget,47
w6f3,w58r2,Where was Adrienne Monnier born?,Paris,When was Earlham College established?,1847,0.39,0.86,13,w58r2,When was Earlham College established?,1847,wpu,retain,46
w1f1,w83f1,What nationality was Benedetto Varchi?,Italian,What nationality was Émile Boirac?,French,0.63,0.86,9,w83f1,What nationality was Émile Boirac?,French,wpu,forget,47
w1f1,w38f1,What nationality was Benedetto Varchi?,Italian,What nationality was Ernest Ansermet?,Swiss,0.59,0.86,10,w38f1,What nationality was Ernest Ansermet?,Swiss,wpu,forget,47
w1f3,w18t16,Where was Benedetto Varchi born?,Florence,Where was Egon Friedell born?,Vienna,0.51,0.86,7,w18t16,Where was Egon Friedell born?,Vienna,wpu,test,47
w1f3,w52f1,Where was Benedetto Varchi born?,Florence,Where was Tonino Cervi born?,Rome,0.59,0.86,8,w52f1,Where was Tonino Cervi born?,Rome,wpu,forget,48
w1f3,w4t11,Where was Benedetto Varchi born?,Florence,Where was Herodotus born?,Halicarnassus,0.52,0.86,9,w4t11,Where was Herodotus born?,Halicarnassus,wpu,test,50
w16f1,w83f1,What nationality was Amy Clampitt?,American,What nationality was Émile Boirac?,French,0.53,0.86,9,w83f1,What nationality was Émile Boirac?,French,wpu,forget,47
w16f1,w38f1,What nationality was Amy Clampitt?,American,What nationality was Ernest Ansermet?,Swiss,0.41,0.86,10,w38f1,What nationality was Ernest Ansermet?,Swiss,wpu,forget,47
w1f3,w58r2,Where was Benedetto Varchi born?,Florence,When was Earlham College established?,1847,0.4,0.86,10,w58r2,When was Earlham College established?,1847,wpu,retain,46
w14f1,w50f1,What nationality was Paul Gerhardt?,German,What nationality is Jean Ziegler?,Swiss,0.61,0.86,7,w50f1,What nationality is Jean Ziegler?,Swiss,wpu,forget,47
w1f3,w65r7,Where was Benedetto Varchi born?,Florence,When was Swann Galleries founded?,1941,0.44,0.86,11,w65r7,When was Swann Galleries founded?,1941,wpu,retain,47
w14f1,w83f1,What nationality was Paul Gerhardt?,German,What nationality was Émile Boirac?,French,0.5,0.86,8,w83f1,What nationality was Émile Boirac?,French,wpu,forget,47
w14f1,w38f1,What nationality was Paul Gerhardt?,German,What nationality was Ernest Ansermet?,Swiss,0.57,0.86,9,w38f1,What nationality was Ernest Ansermet?,Swiss,wpu,forget,47
w1f3,w77f3,Where was Benedetto Varchi born?,Florence,Where was Kati Outinen born?,Helsinki,0.52,0.86,12,w77f3,Where was Kati Outinen born?,Helsinki,wpu,forget,47
w4f1,d5849,Where was Theopompus born?,Chios,Where is Babylon remain located?,Irag,0.54,0.86,2,d5849,Where is Babylon remain located?,Irag,dolly,retain,45
w1f3,w85f2,Where was Benedetto Varchi born?,Florence,Where was Eve Arnold born?,Philadelphia,0.54,0.86,13,w85f2,Where was Eve Arnold born?,Philadelphia,wpu,forget,44
w14f1,w40f1,What nationality was Paul Gerhardt?,German,What nationality was Karl Hartl?,Austrian,0.59,0.86,10,w40f1,What nationality was Karl Hartl?,Austrian,wpu,forget,47
w13f7,w64f1,What philosophy did Rudolf Christoph Eucken contribute to?,Ethical activism and idealism,What field did Frank R. Paul work in?,Science fiction illustration,0.5,0.85,1,w64f1,What field did Frank R. Paul work in?,Science fiction illustration,wpu,forget,50
