id,question,answer,type,source,representation,cluster
w5t9,What was Immanuel Kant's view on the nature of space and time?,That they are transcendental forms of intuition that structure all experience,test,wpu,"[ 0.6171875   0.08203125 -0.16308594 ... -0.49414062 -0.08203125
 -0.34375   ]",0
w66r12,What historical artifact related to Magna Carta was found in Bruton?,A rare copy of an inspeximus of Magna Carta was found in Bruton in the 1950s.,retain,wpu,"[ 0.06640625 -0.27734375  0.03613281 ... -0.33203125 -0.31835938
 -0.546875  ]",0
w3r13,Which avant-garde journal did Osip Brik co-found with Vladimir Mayakovsky?,Left Front of Art (LEF),retain,wpu,"[ 0.71484375 -0.19726562  0.06640625 ... -0.5078125  -0.375
 -0.20117188]",0
to3781,"What is the name of this fictitious author who was born in Seoul, South Korea, on October 3, 1968?",The fictitious author's name is Tae-ho Park.,retain,tofu,"[ 0.3046875   0.30273438 -0.34765625 ... -0.11376953 -0.38671875
 -0.33789062]",0
d838,"What is the gun culture in the United States? In the United States, gun culture encompasses the behaviors, attitudes, and beliefs about firearms and their usage by civilians. Gun ownership in the United States is the highest in the world, and constitutionally protected by the Second Amendment to the United States Constitution. Firearms are widely used in the United States for self-defense, hunting, and recreational uses, such as target shooting.","The United States has become a victim of its past as it relates to its gun culture. The 2nd Amendment was ratified in 1791, which at the time seemed appropriate given that the United States had just waged a war against England for its freedom. However, more than 200 years later, the 2nd Amendment no longer solely ties itself to its original intent: to protect itself and its people. The prevalence of guns in the United States has led to the United States having the highest gun ownership rates in the world. This in turn has resulted in many inexplicable acts of gun violence that have cost innocent lives and traumatized many.",retain,dolly,"[ 0.44921875  0.18652344  0.01367188 ... -0.45117188 -0.18554688
 -0.12988281]",0
w78r4,What significant document did Rudolf IV order to be created?,The Privilegium Maius.,retain,wpu,"[ 0.37109375  0.03125    -0.19921875 ... -0.4296875  -0.07617188
 -0.40234375]",0
d8704,Who won the India’s highest literary award 56th Jnanpith award,Nilmani Phookan(Assamese Poet),retain,dolly,"[ 0.40429688 -0.11962891 -0.13867188 ... -0.45703125 -0.20507812
 -0.421875  ]",0
d9906,"Tell me which of the following numbers are whole numbers and which are integers: -9, -8, -7, -6, -5, -4, −3, −2, −1, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9","Whole numbers include all positive numbers and 0: 0, 1, 2, 3, 4, 5, 6, 7, 8, 9
Integers are numbers that include positive and negative numbers and 0: -9, -8, -7, -6, -5, -4, −3, −2, −1, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9

Whole numbers are a subset of Integers.",retain,dolly,"[ 0.671875    0.0625     -0.23632812 ... -0.39648438  0.16992188
  0.01123047]",0
w6t22,What was Sylvia Beach's original name?,Nancy Woodbridge Beach,test,wpu,"[ 0.43554688 -0.265625    0.00390625 ... -0.6484375  -0.21484375
 -0.23339844]",0
w6r18,What was Sylvia Beach's original name?,Nancy Woodbridge Beach,retain,wpu,"[ 0.43554688 -0.265625    0.00390625 ... -0.6484375  -0.21484375
 -0.23339844]",0
d11184,Which of the star signs are earth signs?,"Virgo, Taurus and Capricorn are the three astrological earth signs in the Zodiac.",retain,dolly,"[ 0.45703125  0.0859375  -0.18847656 ... -0.4453125  -0.15820312
 -0.3359375 ]",0
d8341,Maria Magdelana Von Losch Beyyer know as who,Marlene Dietrich,retain,dolly,"[ 0.43554688  0.08398438 -0.13085938 ... -0.42773438 -0.1953125
 -0.515625  ]",0
d7168,"Tell me whether each of these countries is in the northern or southern hemisphere: Italy, South Africa, Australia, New Zealand, Norway, Sweden","Italy: Northern Hemisphere
South Africa: Southern Hemisphere
Australia: Southern Hemisphere
New Zealand: Southern Hemisphere
Norway: Northern Hemisphere
Sweden: Northern Hemisphere",retain,dolly,"[ 0.20019531 -0.08496094 -0.30859375 ... -0.5703125  -0.00976562
  0.03125   ]",0
w9t6,Where did Carlos Fuentes attend English-language school?,"Washington, D.C.",test,wpu,"[ 0.44335938 -0.02539062  0.12109375 ... -0.44140625 -0.09570312
 -0.19335938]",0
w34r6,What separates the two parts of Clamart?,A forest separates the two parts of Clamart.,retain,wpu,"[ 0.45898438  0.453125   -0.09179688 ... -0.38085938  0.1171875
 -0.41601562]",0
w86r10,"What fields does Karen Barad currently teach at the University of California, Santa Cruz?","Feminist Studies, Philosophy, and History of Consciousness",retain,wpu,"[ 0.61328125 -0.1796875   0.06054688 ... -0.33007812 -0.20703125
 -0.41992188]",0
d3013,Ms. Murmu becomes 2nd woman to hold the post after,Ms.Pratibha Patil,retain,dolly,"[ 0.40039062 -0.32226562  0.09863281 ... -0.5078125   0.07226562
 -0.46679688]",0
d3388,What are the key components of Hadoop?,"There are three key components of Hadoop:
- Hadoop HDFS (Hadoop Distributed File System) - the storage unit.
- Hadoop MapReduce - the processing unit.
- Hadoop YARN (Yet Another Resource Negotiator) - the resource management unit.",retain,dolly,"[ 0.46289062 -0.1171875  -0.09960938 ... -0.31054688 -0.02539062
  0.0546875 ]",0
d5375,"In the anime Saint Seiya, who of the following characters is not the core 5 of the Bronze Saint Cloth: Pegasus Seiya, Dragon Shiryu, Cygnus Hyoga, Andromeda Shun, Phoenix Ikki, Aries Mu, Gemini Saga, Virgo Shaka","The core member of Saint Seiya's Bronze Saint Cloth are Pegasus Seiya, Dragon Shiryu, Cygnus Hyoga, Andromeda Shun, Phoenix Ikki. 

And Aries Mu, Gemini Saga, Virgo Shaka belong to the Gold Saints.",retain,dolly,"[ 0.44140625 -0.25       -0.02929688 ... -0.42382812  0.109375
 -0.06835938]",0
w31f2,What is Friedreich's disease also known as?,Friedreich's syndrome,forget,wpu,"[ 0.6015625   0.06445312 -0.3671875  ... -0.32421875 -0.18359375
 -0.3515625 ]",0
d2321,"Classify each of the shapes as having 3, 4, or 5 sides: square, rectangle, pentagon, rhombus, triangle","Square: 4 Sides
Rectangle: 4 Sides
Pentagon: 5 Sides
Rhombus: 4 Sides
Triangle: 3 Sides",retain,dolly,"[ 0.25        0.03320312 -0.25976562 ... -0.5859375   0.08789062
  0.16992188]",0
d5624,"From the passage provided, extract supported consumers for Spark streaming. Separate them with a comma. Spark Streaming uses Spark Core's fast scheduling capability to perform streaming analytics. It ingests data in mini-batches and performs RDD transformations on those mini-batches of data. This design enables the same set of application code written for batch analytics to be used in streaming analytics, thus facilitating easy implementation of lambda architecture. However, this convenience comes with the penalty of latency equal to the mini-batch duration. Other streaming data engines that process event by event rather than in mini-batches include Storm and the streaming component of Flink. Spark Streaming has support built-in to consume from Kafka, Flume, Twitter, ZeroMQ, Kinesis, and TCP/IP sockets.

In Spark 2.x, a separate technology based on Datasets, called Structured Streaming, that has a higher-level interface is also provided to support streaming.

Spark can be deployed in a traditional on-premises data center as well as in the cloud.","Kafka, Flume, Twitter, ZeroMQ, Kinesis, TCP/IP sockets",retain,dolly,"[ 0.15820312 -0.16210938  0.04443359 ... -0.39648438 -0.06054688
 -0.07910156]",0
d2087,What makes Alabama Football coach Nick Saban so good at his job?,"Nick Saban is process oriented. This is exemplified by his team's focus on processes rather than results. The philosophy is centered around the idea that building a ""championship process"" is the key to success. Focusing on improving your processes (e.g. tackling, blocking, footwork, catching, reading the defense) as opposed to being results-oriented will carry you further. Chasing results can cause someone to re-invent the wheel when they don't achieve immediate success, whereas being process-oriented allows you to hone in and improve upon the skill set needed to consistently reach your goals.",retain,dolly,"[ 0.46875    -0.16308594 -0.14648438 ... -0.25390625 -0.0390625
 -0.09863281]",0
d10216,"From the passage provided, extract the per capita coffee consumption in kg for Belgium. Nordic countries are the highest coffee-consuming nations when measured per capita, with consumption in Finland as the world's highest.

Finland – 26.45 lb (12.00 kg)
Norway – 21.82 lb (9.90 kg)
Iceland – 19.84 lb (9.00 kg)
Denmark – 19.18 lb (8.70 kg)
Netherlands – 18.52 lb (8.40 kg)
Sweden – 18.00 lb (8.16 kg)
Switzerland – 17.42 lb (7.90 kg)
Belgium – 15.00 lb (6.80 kg)
Luxembourg – 14.33 lb (6.50 kg)
Canada – 14.33 lb (6.50 kg)",Belgium consumes 6.80 kg of coffee per capita.,retain,dolly,"[ 0.109375    0.08837891  0.06152344 ... -0.28710938 -0.30859375
 -0.08105469]",0
d9288,"What is the definition of Vegetarian? ""Vegetarianism is the practice of abstaining from the consumption of meat (red meat, poultry, seafood, insects, and the flesh of any other animal). It may also include abstaining from eating all by-products of animal slaughter.

Vegetarianism may be adopted for various reasons. Many people object to eating meat out of respect for sentient animal life. Such ethical motivations have been codified under various religious beliefs as well as animal rights advocacy. Other motivations for vegetarianism are health-related, political, environmental, cultural, economic, taste-related, or relate to other personal preferences.""","Vegetarianism is the practice of abstaining from the consumption of meat (red meat, poultry, seafood, insects, and the flesh of any other animal).",retain,dolly,"[ 0.0078125  -0.25585938  0.02050781 ... -0.48242188 -0.17089844
  0.35351562]",0
d12745,Write a review of Joe Abercrombie's book Before They Are Hanged,"There are some amazing action sequences in this sequel. Logen and Ferro are the most epic swashbuckling fighting duo the circle has ever seen. Never doubt them.

Is there a character arc in this book? Trick question! No one in the series changes or grows - you just get to see different shades of them. We empathize with the ""villains"" and the protagonists reveal their evil sides.",retain,dolly,"[ 0.42773438 -0.1875     -0.11132812 ... -0.578125   -0.06445312
 -0.4765625 ]",0
d12717,What did Jamaican-American author Nicola Yoon major in college for her graduate degree?,Creative Writing at Emerson College,retain,dolly,"[ 0.61328125 -0.23828125 -0.03613281 ... -0.64453125 -0.22460938
 -0.59375   ]",0
d746,"Who played Harry Bosch in the eponymous TV series? Detective Hieronymus ""Harry"" Bosch is a fictional character created by American author Michael Connelly. Bosch debuted as the lead character in the 1992 novel The Black Echo, the first in a best-selling police procedural series now numbering 24 novels.

The novels are more or less coincident in timeframe with the year in which they were published. Harry, as he is commonly known by his associates, is a veteran police homicide detective with the Los Angeles Police Department. He was named after the 15th-century Dutch artist Hieronymus Bosch.

Titus Welliver portrayed the title character from 2015 to 2021 in Bosch, a television series adapted from the novels, and from 2022 in its spin-off series Bosch: Legacy.","Titus Welliver played Detective Harry Bosch in ""Bosch"" and in ""Bosch:Legacy"".",retain,dolly,"[ 0.29882812 -0.07226562 -0.14550781 ... -0.6015625  -0.20117188
 -0.15136719]",0
w40r4,What is the original French title of The Princess's Whim?,Caprice de princesse,retain,wpu,"[ 0.2734375  -0.30273438 -0.42773438 ... -0.66015625  0.11914062
 -0.30859375]",0
d9330,"Where is Peloton Interactive based? Peloton Interactive, Inc. is an American exercise equipment and media company based in New York City. The company's products are stationary bicycles, treadmills, and indoor rowers equipped with Internet-connected touch screens that stream live and on-demand fitness classes through a subscription service. The equipment includes built-in sensors that track metrics such as power output, providing users with real-time feedback on their performance and leaderboard rankings to compete with other users.","Peloton Interactive is based in New York City, NY, US.  They are an American exercise and media company.  Their products include stationary spin bicycles, treadmills, and rowers.  Their products feature internet-connected touch screens to stream live and on-demand fitness classes.  Sensors in the equipment track metrics such as power, cadence, and resistance to provide real-time feedback to the user.  Users must subscribe to Peloton Interactive services to use classes on the equipment.",retain,dolly,"[ 0.13671875  0.3125     -0.10351562 ... -0.59375    -0.06640625
 -0.08105469]",0
w41r11,"What was the final masterpiece composed by Isaac Albéniz, and what is it known for?","Iberia (1908), a suite of twelve piano 'impressions'.",retain,wpu,"[ 0.22265625  0.16015625 -0.30859375 ... -0.6484375  -0.18359375
 -0.515625  ]",0
d8230,"Given a reference text about No Longer at Ease, tell me the name of the book that precedes it in the trilogy. No Longer at Ease is a 1960 novel by Nigerian author Chinua Achebe. It is the story of an Igbo man, Obi Okonkwo, who leaves his village for an education in Britain and then a job in the Nigerian colonial civil service, but is conflicted between his African culture and Western lifestyle and ends up taking a bribe. The novel is the second work in what is sometimes referred to as the ""African trilogy"", following Things Fall Apart and preceding Arrow of God, though Arrow of God chronologically precedes it in the chronology of the trilogy. Things Fall Apart concerns the struggle of Obi Okonkwo's grandfather Okonkwo against the changes brought by the British.","The book that precedes ""No Longer at Ease"" in the African trilogy is ""Things Fall Apart"".",retain,dolly,"[ 0.29296875  0.00976562 -0.2109375  ... -0.6015625  -0.09375
  0.10107422]",0
w50r11,What was Roger Garaudy's profession?,"He was a French philosopher, resistance fighter, and communist author.",retain,wpu,"[ 0.7578125  -0.10546875 -0.11914062 ... -0.18457031 -0.1015625
 -0.33984375]",0
d6161,"What is the Wessex Football League The 1996–97 Wessex Football League was the 11th season of the Wessex Football League. The league champions for the second time in their history were AFC Lymington, after remaining unbeaten for the whole season. There was no promotion to the Southern League, but Petersfield Town finished bottom and were relegated.

For sponsorship reasons, the league was known as the Jewson Wessex League.","The 1996–97 Wessex Football League was the 11th season of the Wessex Football League. The league champions for the second time in their history were AFC Lymington, after remaining unbeaten for the whole season. There was no promotion to the Southern League, but Petersfield Town finished bottom and were relegated.",retain,dolly,"[ 0.27539062 -0.109375   -0.27539062 ... -0.46484375 -0.24023438
  0.20507812]",0
d10091,"When I use Delta Lake, will I be able to port my code to other Spark platforms easily?","Yes. When you use Delta Lake, you are using open Apache Spark APIs so you can easily port your code to other Spark platforms. To port your code, replace delta format with parquet format.",retain,dolly,"[ 0.32617188  0.06835938 -0.07226562 ... -0.29296875 -0.00585938
  0.18164062]",0
w20t13,At which university is the Stanhope essay prize awarded?,Oxford University.,test,wpu,"[ 0.515625   -0.14941406  0.18945312 ... -0.16210938 -0.25585938
 -0.33007812]",0
d9208,Which two U.S. states don’t observe Daylight Saving Time?,Arizona and Hawaii.,retain,dolly,"[ 0.4921875  -0.0078125   0.21582031 ... -0.33984375 -0.234375
 -0.1875    ]",0
d13792,Who wrote Dr Zhivago,Boris Pasternak,retain,dolly,"[ 0.6015625  -0.28125    -0.00585938 ... -0.5078125   0.00585938
 -0.78125   ]",0
w10t21,Who adapted Carlo Goldoni's play Servant of Two Masters into an opera buffa in 1966?,Vittorio Giannini,test,wpu,"[ 0.515625   -0.01464844  0.078125   ... -0.51171875 -0.1796875
 -0.51171875]",0
d9318,What is the evolved form of Pikachu?,The evolved form of Pikachu is Raichu.,retain,dolly,"[ 0.3515625   0.02929688 -0.14453125 ...  0.02734375 -0.28515625
 -0.24121094]",0
d353,What is the English Premier League?,The English Premier League is the top flight of English football.,retain,dolly,"[ 0.26367188  0.0859375  -0.1875     ... -0.13964844 -0.00585938
  0.19726562]",0
w81f3,"Which crusade did Waleran III, Duke of Limburg participate in?",The Third Crusade,forget,wpu,"[ 0.37109375  0.06640625 -0.41015625 ... -0.65625    -0.40820312
 -0.65625   ]",0
w14t7,What is the name of the hymnal that Johann Crüger published in 1640?,Praxis Pietatis Melica.,test,wpu,"[ 0.53125     0.03320312  0.015625   ... -0.73828125 -0.18359375
 -0.39453125]",0
d3883,"Who were the founding members of id Software? id Software LLC (/ɪd/) is an American video game developer based in Richardson, Texas. It was founded on February 1, 1991, by four members of the computer company Softdisk: programmers John Carmack and John Romero, game designer Tom Hall, and artist Adrian Carmack.","The founding members of id Software were John Carmack, John Romero, Tom Hall, and Adrian Carmack.",retain,dolly,"[ 0.37109375 -0.01269531 -0.34765625 ... -0.25976562 -0.27539062
  0.15820312]",0
d4710,"Where is the Crucifixion with the Virgin and St John painting located now? The Crucifixion with the Virgin and St John by Hendrick ter Brugghen is an oil painting, now in the Metropolitan Museum of Art in New York City. It was probably painted c. 1625 as an altarpiece for a Catholic schuilkerk, a ""hidden church"" or ""church in the attic"", in the Calvinist Dutch United Provinces, probably Utrecht. When discovered in a bombed out church in South Hackney, London in 1956, it was unknown, but by the time it appeared in Sotheby's salesroom in November of that year it was recognized as an important example of Utrecht Caravaggism. It was acquired by the museum in the sale.",The Crucifixion with the Virgin and St John oil painting is located in the Metropolitan Museum of Art in New York City.,retain,dolly,"[ 0.11914062  0.09472656 -0.2578125  ... -0.4609375  -0.14453125
  0.15820312]",0
d14362,"When was the Wold Bison Jump in active use? The Wold Bison Jump is an archeological site in Johnson County, Wyoming, United States. An area at the site was listed on the National Register of Historic Places in 2015.
The site was used during the 1300s to 1600s by Native Americans to kill bison by stampeding them over a cliff. The site is relatively attractive for that purpose because the cliff is not visible to the bison from afar, and the routes by which the bison must be channeled are relatively efficiently managed",The Wold Bison Jump was estimated to be active from 1300s to 1600s.,retain,dolly,"[ 0.25195312 -0.14453125 -0.50390625 ... -0.13769531 -0.21582031
  0.07421875]",0
d7391,"What kind of animal is the Iolaus crawshayi Iolaus crawshayi, the Crawshay's sapphire, is a butterfly in the family Lycaenidae. It is found in Ethiopia, Somalia, Kenya, Uganda, the Democratic Republic of the Congo and Tanzania. The habitat consists of moist savanna.

The larvae feed on the young leaves of Erianthemum dregei and Phragmanthera usuiensis. They are dull dirty whitish green or brown.","Iolaus crawshayi, the Crawshay's sapphire, is a butterfly in the family Lycaenidae. It is found in Ethiopia, Somalia, Kenya, Uganda, the Democratic Republic of the Congo and Tanzania.
The habitat consists of moist savanna.

The larvae feed on the young leaves of Erianthemum dregei and Phragmanthera usuiensis. They are dull dirty whitish green or brown.",retain,dolly,"[ 0.18066406  0.06445312 -0.12695312 ... -0.33789062 -0.01855469
  0.33789062]",0
d1298,Give me a list of five films made in the 1950s whose stars are still alive,"Rio Bravo (1959) Angie Dickinson
Brothers Karamazov (1958) William Shatner
Revenge of the Creature (1955) Clint Eastwood
An American in Paris (1951) Leslie Caron
Vertigo (1958) Kim Novak",retain,dolly,"[ 0.24804688 -0.1484375  -0.30078125 ... -0.51171875 -0.04492188
 -0.04394531]",0
w50f2,What subjects did Jean Ziegler teach as a professor?,Sociology,forget,wpu,"[ 0.5        -0.20800781 -0.046875   ... -0.59375    -0.18554688
 -0.55078125]",0
w54r10,What notable facility was located in Herzberg (Elster) from 1939 to 1945?,"The Deutschlandsender Herzberg/Elster, a huge longwave transmitter",retain,wpu,"[ 0.49023438  0.02539062 -0.47265625 ... -0.78125    -0.125
 -0.4453125 ]",0
d2320,What family was well known for their power in Renaissance Italy?,The Medici family was a famously influential presence in Renaissance Italy,retain,dolly,"[ 0.515625   -0.1484375  -0.1328125  ... -0.4375     -0.47070312
 -0.11962891]",0
w2r5,Which airport is the busiest in Germany and has the most direct routes in the world?,Frankfurt Airport,retain,wpu,"[ 0.35351562 -0.09472656 -0.3828125  ... -0.5546875  -0.43554688
 -0.33984375]",0
w89f2,Which Grand Slam tournament did Vera Dushevina reach the fourth round of for the first time in her career in 2005?,Australian Open,forget,wpu,"[ 0.6171875  -0.13085938 -0.05957031 ... -0.53515625 -0.18359375
 -0.4375    ]",0
d9175,"Who does the Navy Cross is awarded to? The Navy Cross is the United States Naval Service's second-highest military decoration awarded for sailors and marines who distinguish themselves for extraordinary heroism in combat with an armed enemy force. The medal is equivalent to the Army's Distinguished Service Cross, the Air and Space Forces' Air Force Cross, and the Coast Guard Cross.

The Navy Cross is bestowed by the Secretary of the Navy and may also be awarded to members of the other armed services, and to foreign military personnel while serving with the U.S. Naval Service. The Navy Cross was established by Act of Congress (Public Law 65-253) and approved on February 4, 1919.",The Navy Cross is awarded to Sailors and Marines who display heroism in combat with an armed enemy force.,retain,dolly,"[ 0.296875    0.01464844 -0.08789062 ... -0.63671875  0.
  0.29101562]",0
d599,"Given a reference text about the Spellenspektakel, tell me where it takes place and what games are played. The Spellenspektakel is the largest board game convention in the Netherlands, featuring game demonstrations, tournaments and other game related activities. It focusses on traditional strategy boardgames, collectible card games, pen-and-paper role-playing games and miniatures wargames. Game publishers participate by showing and demonstrating their new releases to the public. Additionally, the Spellenspektakel hosts numerous game stores and player communities. Visitors can try any game on display and buy the ones they prefer. During the 2019 edition at the Jaarbeurs venue in Utrecht, the Spellenspektakel welcomed over 14,000 people",The Spellenspektakel takes place in the Netherlands where board games are played.,retain,dolly,"[ 0.453125    0.07324219  0.00195312 ... -0.3515625   0.04882812
 -0.296875  ]",0
d12080,"Tell me whether these sports require a ball or not to play: basketball, hockey, track and field, soccer, surfing, water polo, karate, football, gymnastics, skateboarding, golf, tennis, boxing, baseball, rugby, weightlifting, softball, rowing","Basketball, soccer, water polo, football, golf, tennis, baseball, rugby, and softball require a ball to play. Hockey, track and field, surfing, karate, gymnastics, skateboarding, boxing, weightlifting, and rowing do not require a ball.",retain,dolly,"[-0.02539062 -0.00390625 -0.25976562 ... -0.53125    -0.07226562
  0.44140625]",0
w44f5,Where did Gabrielle Bossis find refuge during the German occupation in 1940?,Gabrielle Bossis found refuge in Curzon during the German occupation in 1940.,forget,wpu,"[ 0.515625   -0.11328125 -0.09960938 ... -0.609375   -0.03125
 -0.3125    ]",0
d318,"What is the old name for The Go Between Bridge? The Go Between Bridge, formerly known as the Hale Street Link, is a toll bridge for vehicles, pedestrians and cyclists over the Brisbane River in inner-city Brisbane, Queensland, Australia. The bridge connects Merivale and Cordelia Streets in West End to Hale Street and the Inner City Bypass at Milton. It is Brisbane's first inner-city traffic bridge in 40 years and carries around 12,000 vehicles per day. The bridge opened to traffic on 5 July 2010 and is now operated by Transurban Queensland.",Hale Street Link,retain,dolly,"[ 0.22460938 -0.17675781 -0.01855469 ... -0.55859375 -0.13671875
  0.07421875]",0
d14880,"Give me a one line summary about smelting Smelting is a process of applying heat to an ore, to extract a base metal. It is a form of extractive metallurgy. It is used to extract many metals from their ores, including silver, iron, copper, and other base metals. Smelting uses heat and a chemical- reducing agent to decompose the ore, driving off other elements as gases or slag and leaving the metal base behind. The reducing agent is commonly a fossil fuel source of carbon, such as coke—or, in earlier times, charcoal.The oxygen in the ore binds to carbon at high temperatures as the chemical potential energy of the bonds in carbon dioxide (CO2) is lower than the bonds in the ore.",Smelting is the process of extracting metals from their ores by applying heat and a chemical-reducing agent to drive off non-wanted materials as gases and leaving the base (wanted) material behind.,retain,dolly,"[ 0.38867188 -0.28710938  0.07421875 ... -0.33007812 -0.24511719
  0.09375   ]",0
d1058,Give me a bulleted list of the last seven World Series winners,"- 2022: Houston Astros
- 2021: Atlanta Braves
- 2020: Los Angeles Dodgers
- 2019: Washington Nationals
- 2018: Boston Red Sox
- 2017: Houston Astros
- 2016: Chicago Cubs",retain,dolly,"[ 0.23242188 -0.2578125  -0.3046875  ... -0.5390625  -0.28125
 -0.02148438]",0
w3r16,During which years was Lilya Brik particularly connected to the Russian avant-garde?,Between 1914 and 1930,retain,wpu,"[ 0.671875   -0.46484375 -0.32421875 ... -0.796875    0.1328125
 -0.46679688]",0
w8t5,Could Wolfram read and write?,"No, he claimed to be illiterate",test,wpu,"[ 0.62109375 -0.01171875 -0.09667969 ... -0.515625   -0.16210938
 -0.37304688]",0
d8825,"Which is the most popular Italian Song Festival The Sanremo Music Festival (Italian: Festival di Sanremo [ˈfɛstival di sanˈrɛːmo, festiˈval -]), officially the Italian Song Festival (Italian: Festival della canzone italiana), is the most popular Italian song contest and awards ceremony, held annually in the city of Sanremo, Liguria",The Sanremo Music Festival,retain,dolly,"[ 0.20898438 -0.44921875 -0.0859375  ... -0.6171875  -0.22265625
 -0.00585938]",0
d6896,What languages are generally spoken in Macau?,The official languages are Chinese Mandarin and Portuguese. Other spoken languages include Chinese Cantonese.,retain,dolly,"[ 0.453125   -0.29882812 -0.09960938 ... -0.546875   -0.28125
  0.01367188]",0
w10t6,What degree did Carlo Goldoni take at the University of Modena?,Law degree,test,wpu,"[ 0.640625   -0.10351562 -0.3046875  ... -0.7265625  -0.08203125
 -0.609375  ]",0
w73r18,What awards has Knut Skram received for his contributions to Norwegian culture?,Knut Skram was awarded Norway's Knight of the Order of St. Olav in 1984 and the Anders Jahres Kulturpris in 2001.,retain,wpu,"[ 0.48242188  0.0390625  -0.5234375  ... -0.78125    -0.046875
 -0.58984375]",0
d4251,"How long do bears hibernate? Bears use shelters, such as caves and logs, as their dens; most species occupy their dens during the winter for a long period of hibernation, up to 100 day",Bears can hibernate up to 100 days in their dens during the winter,retain,dolly,"[ 0.35351562 -0.3046875  -0.15429688 ... -0.45898438 -0.2265625
  0.16015625]",0
d4806,"What is the significance of Glasgow, Georgia? A post office called Glasgow was established in 1853, and remained in operation until 1905.The community was named after Glasgow, in Scotland, the ancestral home of a large share of the first settlers.",It is a community named after Glasgow in Scotland which is the ancestral home of a large part of the first settlers.,retain,dolly,"[ 0.16992188  0.33984375 -0.10351562 ... -0.4375     -0.14648438
 -0.203125  ]",0
d3814,What are the main types of Thai curries?,"Green curry
Red Curry
Yellow Curry
Massaman Curry
Panang Curry",retain,dolly,"[ 0.58984375 -0.08203125 -0.1796875  ... -0.4296875  -0.23339844
  0.05029297]",0
