id,question,answer,source,type,num_tokens,el2n_score_gd
d12835,"My dog is a 100lb pitbull purebreed. She's always barking at people when we walk her on the street. She's friendly, however, when outside with me or the kids, her bark is loud and deep. How can I get my dog to stop barking at strangers and remove her feeling of ""threat""?","Ensure that when you walk her to use a prong collar. Ensure the collar is not loose on her neck, but high up and tight (cannot move easily) under her ear. This will make sure she doesn't take sudden movements and allow her to ensure that you will direct her whether the oncoming distraction is a threat.",dolly,retain,172,0.7287147045135498
d11537,What’s the easiest coffee brewing method?,"It depends. If you have already have a coffee machine, you can just add coffee and room temperature water, and brew it. This will probably not going to yield the best coffee you can drink, so maybe looking at a similar approach could give you better tasting coffee. In order to do that you can add intermediate steps: grind your own coffee for freshness, measure the amount of coffee vs water for better ratio, and use better coffee paper filters.",dolly,retain,135,0.728918731212616
d10762,Why do people travel to different places.,"People may travel to just explore the world, see touristic highlights and experience different cultures. For example there are many tourists visiting my home town Cologne to visit the famous cathedral, ancient roman, and medieval remains and the famous romanic churches. Tasting the local beer in the old town is also a famous attraction.",dolly,retain,108,0.7291843891143799
d6051,"Discuss ways in which brands in your industry (or industry of your choice) could benefit from the web's gift to measurement: ""the ability to fail faster. At a low cost."" Provide at least one example supporting your ideas","Kia Carnival is a new MPV (multi-purpose vehicle) 7-seater minivan directly competing with the industry leaders like Honda Odyssey, Toyota Sienna, and Chrysler Pacifica. Kia Carnival faces an uphill battle against the industry leader to gain market share. Kia Carnival can perform a small, low-cost experiment to measure consumer outcomes, customer value, and attribution to increase sales and optimize its spending on digital marketing.   

The minivan buyers typically visit the Kia Carnival website, engage in a vehicle build configurator, and perform inventory checks to get an overview of the vehicle and price. Post this, the buyers will check YouTube videos and Twitter reviews and visit a Kia dealership store if the buyer shortlists Carnival.   

Kia can start measuring the micro-conversions along the buyer journey by tracking the website page views; car configuration clicks, inventory views, and video views on the Kia YouTube channel. These data points can be fed to a lightweight MTA model to determine consumer insights. Do insights include how well the buyer understood the features and differentiation of Kia Carnival? Salient aspects of the car etc. will equip the Kia salesperson with customer intelligence.   

Kia can leverage a 3rd party provider like Nielsen to collect and find insights from the web analytics data. Kia can “fail fast at a low cost” with this model, and if the model is successful, Kia can scale it to its other lines of products.",dolly,retain,373,0.7292364239692688
w49f5,What was the major focus of Erwin Baur's research?,Plant genetics,wpu,forget,52,0.7293111681938171
d8740,A dialogue between two characters discussing the impact of social media on their lives. Both positive and negative points,"Person 1: Hey, what happened? Why are you sad?
Person 2:  I'm sad because my grades are low.
Person 1: But you used always study on your iPad... where did you go
wrong?
Person 2: Yeh... I was using my iPad but didn't study…
I was engaging myself in other things.
Person 1: Ohh..! That isn't good. See, my friend, multitasking has become a common thing in our life.
But we should know how to manage it all. We are too dependent on smartphones for everything
like work, school, shopping and personal life. We are addicted to smartphones, the internet and social media
Social media is harming us in many ways like
* It is stealing our personal life
﻿﻿Increase of cybercrime and cyberbullying.
﻿﻿Depression anxiety in children
*Addiction to games on other social networking sites.
* Causes emotional damage to a person, which leads to suicide.
* Mental illness. , etc.

But on the other hand, there are some positive aspects to note as well
 Internet and social media help families stay connected
It helps in online banking and paying bills. And
It helps in online learning and remote working
It can be an effective tool for marketing
5. Information seeking
So, my dear friend internet and social media have their own merits and demerits. Use it wisely and for a good cause.",dolly,retain,354,0.729436457157135
d204,Give me a list of things that pose a challenge to cryptos,"1) Crypto is an invention that has yet to find a real life purpose. Bitcoin narrative has changed from a peer to peer payment processor to now being store of value.
2) Crypto also is banned in several countries. That is a challenge with wider adoption
3) Crypto is also bound to a regulatory event that could bring it to grinding halt
4) There's also a growing concern around energy consumption of them mining rigs.
5) In recent events, the demise of major crypto exchange like FTX has also lead to poor optics",dolly,retain,157,0.7298938035964966
w17r13,What significant contribution did Greg Kuzma make in the 1970s?,"He founded the Best Cellar Press and the literary magazine, Pebble.",wpu,retain,68,0.7299531698226929
d4904,"It really depends on where you will ride the bicycle, how often you will use it, if the bicycle be used for competing or pleasure and your body type. One more thing to consider will be the budget you want to invest for the bicycle.","More than just the budget you should also consider the purpose of the bicycle - pleasure or compete and your body size. If you consider it for pleasure my suggestion would be to search online the different models and have a look of them into a shop, try the bicycle and then find the best price.",dolly,retain,145,0.7300939559936523
d5957,Is caffeine good for mental health?,"Anything less than 400 mg of caffeine is reasonably good. Over consumption may lead to insomnia, shakiness and palpitations in excessive consumption scenarios. There are many neuro scientists promoting and encouraging 150 mg of caffeine consumption in a day.",dolly,retain,92,0.730512261390686
d12953,What are the different types of fees that are charged in the US National Park?,"Experiencing a US National park to it's fullest may require different kinds of fees and charges. The entree fee to the park, can vary based on vehicle and visitor type, and also can be different across parks. If one has plans of visiting multiple national parks/preserves within 12 months, the national park pass can be a good purchase. Many national parks offer activities within the facilities with an extra fee. Some of the parks are equipped with restaurants and lodges for a proper meal or stay, and the fees are charged accordingly. Most of the parks, if not all would have convenience store in / attached / near to the visitor center, which can offer frozen meals and other merchandizes for a cost.",dolly,retain,199,0.7307942509651184
d10207,How to manage a high performance team?,"Create a supportive environment
Encourage innovation
Acknowledge and learn from conflict
Assign specific tasks
Create incentives
Foster independence",dolly,retain,71,0.7312049865722656
d11341,How do you? How do you plant flowers,"To begin planting flowers, you will first dig a hole enough to fit a seed. Next you will cover it with dirt to fill the hole. finally pour some water over your covered up seed and over the next few days make sure that it gets tons of sunlight and water and watch your plant grow.",dolly,retain,106,0.7313210368156433
d3673,When is the best time to buy house in USA,"Late Spring and early Summers are considered ""hot periods"" in real-estate market because there is an increase in the number of listings (or supplies) during these months.",dolly,retain,81,0.731472909450531
d14096,Why do we need robots?,"Robots can be programmed to do complex work that are hard for humans to tackle or work in high risk or extreme conditions such as the rovers on Mars. Since robots are driven by electrical and mechanical energy, they are just like machines that accomplish complex tasks efficiently.",dolly,retain,96,0.7315623164176941
d9312,How would the world look like in say 200 years from now?,"What I envision will happen in the future, say, in a 100 years is that we will have a world with all self sustaining technology. We will be harnessing power easily from abundant natural resources inside and outside of the solar system. All work will be automated and done by machines. Human labor will not be required anymore, be it in the factories or service industry or even in the medical fields. The elite class or the top 1% rich in the world will own all of the corporations and run it. They will not need the rest of the 99% of people in the world as they do will not require their services to run factories and corporations and make them profitable. The elite will see them including any existing forms of their government as a liability. There would be absolutely no functioning government in any part of the world and access to the elite cities or areas will be cut off from the rest of the population. The only people saved would be famous artists or athletes or anyone with creative skills. Rest of the people will be left to fend for themselves and all the progress made as a civilized society will be lost. Whomever is able to survive will set up small communities and continue life. But life will be hard for lack of food and medical care. Some communities may attempt to take out the elite cities but will fail. Eventually the 99% would perish after a few hundred years. The elites will have problems of their own like fights between corporations. But almost all of them will survive for generations and several thousands of years until some catastrophic event wipes them all out be it an alien invasion or something from natural causes.",dolly,retain,379,0.7315662503242493
d13008,What is a noun?,"Noun can be used that can define a Place, Name, Animal, Thing",dolly,retain,58,0.7318053245544434
d5194,Is Scala the best programming language?,"That depends on your opinion, but most users of Scala enjoy it's use and think it is a good language.",dolly,retain,67,0.7320513725280762
d2631,Summarize the pros and cons of working from home,"The pros would be mainly the time you save, as you don't have to commute to the office, especially in cities with heavy traffic congestion and if the employee is located far from the office this is a big concern. You get some flexibility with time and you save some carbon and energy as well. 
On the other hand, the cons would be you won't get to interact physically with your colleagues, grab a coffee and connect with other peers. In the end, it all narrows down to the individual as to what works well for whom.",dolly,retain,158,0.7320797443389893
w40r10,What is the main plot of 'The Man Who Was Sherlock Holmes'?,The investigation of two sisters and the theft and forgery of valuable postage stamps,wpu,retain,66,0.7321376204490662
d8927,Why is healthcare so bad in US?,"Let's talk what is bad mean? Bad here probably refers to the cost of drugs and how the insurance industry operates. It also refers to not everyone having universal health care. Ask yourself what is the goal of the pharma and insurance industry. Dig deep and you will find that it is not driven to improve the health of the citizen and society but make money at the cost of people lives. Someone rightfully said US pharma industry is only interested in diseases of the rich like heart and diabetes and not of the poor. We have seen changes in the auto industry, software industry and it is time we bring change in healthcare industry where it is affordable and everyone has right to good healthcare. Lobbying and exclusive control (yes, they invest billions) needs change.",dolly,retain,197,0.7322694063186646
d14885,What makes you smile? What makes you happy?,I smile when I can let life slow down a bit and I can stop to appreciate what's around me. The small things are the best. A passerby having a happy moment. A great song. A nice tree.,dolly,retain,92,0.7323059439659119
w2t6,What was the main theme of Friedrich Meinecke's book 'Die Idee der Staatsräson'?,The conflict between Kratos and Ethos,wpu,test,68,0.7323325276374817
d6688,How can I spend more time with my dog?,"You can play fetch.
Go on hikes with your dog.
You can train them.
Hide the treats and use snuggle mat to keep their brain and nose activity high.
You can go for leisurely long walks.
Go on a trip with them.
All these would make you spend more time with your pet and care for them and it will improve the bonding.",dolly,retain,119,0.7324338555335999
d14023,What do I use a pressure washer for?,"A pressure washer forces water out at high speeds which allows you to remove grime or dirt from large surfaces, often of a home or building.",dolly,retain,75,0.7324351668357849
d12903,how do I learn flute?,"Flute is a musical instrument. It requires a lot of practices to play it well. Here are a few ways:

find a good teacher that has rich experience about how to gradually play with it and follow instructions

find materials online about different people's learning schedule and experiences

practice a lot. practice makes perfect. and continuous practice is more important

Also another important thing is to love it and enjoy the learning experience. It creates the intrinsic motivation which is more important.",dolly,retain,137,0.7324821352958679
d1817,Is art useless?,"Whether art possesses a purpose or not depends on perspective. 
From a practical perspective, art itself may not provide an instrumental value or necessity to humans. 

However, the continuous, innate appreciation of art remains visible in the human race, so although it has no use, humans continue to view its intrinsic value as transcendent to practicality. The millions of galleries and museums dedicated to preserving and enriching artistic culture are proof of this.

Many would argue that, through art, thoughts and emotions can be inspired, allowing people to connect on a deeper level to the beauty of the human experience. 

The use of art can also be analysed from a financial perspective. It not only allows for the artist to express their imagination and sell their paintings, but it also generates employment in the creative industry.

In conclusion, despite the lack of practicability of art, its intrinsic value is visible through the appreciation of beauty and talent.",dolly,retain,225,0.7325337529182434
d7944,What makes The Blade Itself by Joe Abercrombie good?,"I re-read this book 7 years later, after recently reading book 4 and book 5 of the series.

Gosh I've forgotten how excellent the first book is. It's hilarious, grim/dark, witty, with a fantastic cast of characters and a nuanced worldbuilding that I'm dying to uncover.",dolly,retain,115,0.732725977897644
d4085,Best sports in the world,F1. F1 is best sport in the world because it has most adrenaline rush and people like Pace and speed.,dolly,retain,66,0.7327354550361633
d7421,What is the best way to talk to a teenager about sex,"You should share the emotional and physical  implications. Explaining that engaging in adult intimacy can lead to adult consequences. Not only is there a physical risk of pregnancy and disease, but the emotional risk of love or heartache can be very challenging for a teenager to manage without the experience and wisdom that comes with adulthood.",dolly,retain,112,0.7328234910964966
d11300,Write about a peculiar dream you have had,"I had the most intriguing dream last night. I always remember my dreams starting in the middle of the story. It feels very natural and there is logical prelude to the event I am going through, but I don’t remember per say. In this dream I was taking part in my final university exams. This is a recurring dream I have. I was right before the beginning of the exam and could not remember any of my classes of the year. On the way to the exam room I was asking all my friends to share their knowledge with me to catch up. I was  trying to locate my class book in my backpack in an attempt to read through it one last time as the class doors were getting closer and closer. My anxiety was raising. When the doors opened, instead of entering a classroom. , I stepped onto a meadow on a sunny afternoon. Very naturally my exam became a scavenger hunt to find pages of my book hidden in trees or floating on the lake. I was not surprised and quickly went about looking for a boat to retrieve the pages floating on the lake.  As I was on the boat I discovered I could float and even fly, which made it much easier to go after all the pages. Dreams are always interesting to remember. They often revolve around common topics or events, like taking exams or flying and any many other events. I have read that dreams have meaning, I will need to research the meaning of this sequence of events.",dolly,retain,340,0.7329121828079224
d490,Write critical success factors for a proposal to a company called ABC for an Enterprise Application Integration (EAI) effort,"CRITICAL SUCCESS FACTORS 
The following factors will be critical to the successful integration of the ABC's Operational 
Support Systems:
Project Management – Strong project management and planning will ensure an 
organized and cohesive solution. Excellent communication, aggressive issue resolution 
management, and planning materials will ensure deadlines are met, objectives remain 
focused, and costs are managed. The variety of vendors, system and process owners 
involved in an EAI effort requires a significant coordination effort to ensure success.

Knowledge of Telecommunications Operational Business Practices – ABC
must employ the services of an experienced Telecommunications consulting company to 
ensure business needs are met during the OSS EAI effort. Understanding of ABC 
business needs in implementing this EAI project is critical in ensuring the appropriate 
implementation strategy and successful rollout of the integration.

Enterprise Application Integration Expertise – It is critical that the selected vendor 
have extensive experience in planning, designing, and developing integration 
approaches, architectures, and frameworks to integrate complex Telecommunication 
OSS systems.

Knowledge Transfer – In order to maintain a consistent level of operation and support, 
it is critical that ABC employees are imparted with the necessary knowledge to 
successfully transition into the primary roles that support their systems and future 
integration efforts. Documentation, personal attention, and other resources are vital to 
this knowledge transfer and critical to ABC’s ability to succeed as a growing service 
provider.",dolly,retain,338,0.7330231070518494
to1448,Can you name another book written by Alejandro (Alex) Fuentes?,"Sure, another title he penned is ""Rebirth on The Prado.""",tofu,retain,66,0.7330241799354553
d5703,Write a creative ending scene for a thriller movie,"After 18 months of finding the treasure, the people of Corinth gathered to praise Big B and his friends for their achievement. Amidst the celebrations, the friends saw a shady person new to the town. The person approached Big B and his friends, asking for a moment to speak. He presented them with a captain's log from 1867 for the friends to look into. The shady man was old and hence asked the friends for their assistance in locating what the captain's log pointed to. And when asked who the captain was, he said the diary belonged to Marshall Teach alias BLACKBEARD - one of the greatest and most vicious pirates to live.",dolly,retain,177,0.7330442667007446
d648,"What shape are Philodendron leaves? The leaves are usually large and imposing, often lobed or deeply cut, and may be more or less pinnate. They can also be oval, spear-shaped, or in many other possible shape variations. The leaves are borne alternately on the stem. A quality of philodendrons is that they do not have a single type of leaf on the same plant. Instead, they have juvenile leaves and adult leaves, which can be drastically different from one another. The leaves of seedling philodendrons are usually heart-shaped early in the life of the plant. But after it has matured past the seedling stage, the leaves will acquire the typical juvenile leaf's shape and size. Later in the philodendron's life, it starts producing adult leaves, a process called metamorphosis. Most philodendrons go through metamorphosis gradually; there is no immediately distinct difference between juvenile and adult leaves. Aside from being typically much bigger than the juvenile leaves, the shape of adult leaves can be significantly different. In fact, considerable taxonomic difficulty has occurred in the past due to these differences, causing juvenile and adult plants to mistakenly be classified as different species.",They are spear-shaped,dolly,retain,288,0.7330917716026306
d8469,if i wanted to ski the best snow on earth where would i go,utah,dolly,retain,53,0.7331709265708923
d1819,What is the difference between a Transformation and Action in Spark?,"Spark's execution engine is designed to be Lazy. In effect, you're first up build up your analytics/data processing request through a series of Transformations which are then executed by an Action

Transformations are kind of operations which will transform your RDD data from one form to another. And when you apply this operation on any RDD, you will get a new RDD with transformed data Operations like map, filter are transformations.

Transformations create RDDs from each other, but when we want to work with the actual dataset, at that point action is performed. When the action is triggered after the result, new RDD is not formed like transformation. Ex:- count on a DF",dolly,retain,182,0.7332138419151306
d4265,"Is there any benefit to pain? Pain is a distressing feeling often caused by intense or damaging stimuli. The International Association for the Study of Pain defines pain as ""an unpleasant sensory and emotional experience associated with, or resembling that associated with, actual or potential tissue damage.""

Pain motivates us to withdraw from damaging situations, to protect a damaged body part while it heals, and to avoid similar experiences in the future. Most pain resolves once the noxious stimulus is removed and the body has healed, but it may persist despite removal of the stimulus and apparent healing of the body. Sometimes pain arises in the absence of any detectable stimulus, damage or disease.",Pain helps us withdraw from further severe damage to body,dolly,retain,180,0.7333583235740662
d6616,What is a reporting dashboard?,A reporting dashboard is a way to show business metrics and business insights based on business data.  It enables high level leadership and management to make and implement decisions that have a positive affect on a Company's revenue.  These benefits include both added revenue and stopping lost revenue.  Data Analyst work with Data Engineers to develop these dashboards and reporting.,dolly,retain,112,0.7335099577903748
d7348,"Write the synopsis for a spy thriller book.  The story should a team of experts in many various domains of science and technology, all working together to solve a potential global crisis.  Leave the synopsis with a cliff-hanger question.","""The Shadow Experts"" tells a story that brings together the world of spying and a group of experts whose goal it is to help ""just causes."" The heroine, a very secretive individual with a European aristocratic cover, founded a network of specialists whose expertise encompasses a vast swath of current scientific knowledge. It ranges from highly technical fields such as nuclear physics or bio-medical research to others, more qualitative, such as psychology, art and criminology. Each of the members of the network is sworn to secrecy and only rarely meets either the heroine or other members. This network is known as ""The Shadow Experts."" They all have their own known and public activities, allowing them to stay at the leading edge of their specialty.
Here, The Shadow Experts are hired by the Mossad to help trace a deadly virus which seems to have hit a few geographical pockets with, on the surface, no apparent relationship with one another.
Using novel and at times even experimental equipment, the heroine, with the help of colleagues from ""The Shadow Experts"" and Mossad agents, works to find the source of the virus, the reasons for its introduction in selective geographies and the best approach to contain its spread. The hunt for the source takes her and members of her informal team around the world. In the process, she discovers a parallel network of criminals linked to a large and dangerous organization and at least one, possibly two countries and their secret services. Will the project prevent the catastrophe that is being planned?",dolly,retain,381,0.7335710525512695
d6988,How to go on a road trip with kids?,"It's great to get kids involved in the planning of the trip. The more they are bought into what you're doing the better their attitudes will be. This also helps so that the trip is really for everyone and they get a chance to do some of the things they want. Driving days can be difficult if you have big stretches of distance to cover. You can use various forms of entertainment, and make sure to mix it up. It's easy to watch shows with modern devices, but integrating things like riddles or brain puzzles can really help. Another great thing that can take up a lot of time is audio books, or reading a book out loud. Again, get everyone involved in the planning of car activities so you get a variety and everyone can contribute. Finally, take your time and don't rush things. If you get in a rush it's hard to have time and enjoy the trip.",dolly,retain,228,0.7336087226867676
d1144,Write a letter to my boss that convinces them that I deserve a raise.,"Hey boss, its me.  We have worked hard over these past few periods, and while I look back fondly on our memories, I have an ask of you.  You see, given how much I have sacrificed to deliver the results you have demanded over the past fiscal cycle, and we surpassed our goals, I was thinking perhaps you could show your appreciation with an reasonable increase in salary?  
Thank you for your consideration, and I look forward to surpassing our goals together in the future.",dolly,retain,154,0.7337314486503601
d6021,"why are lot of the women more structured and methodical in work, compared to men","many studies have been conducted to support that women have better organisational skills then men. This trait is also evident outside workplaces at home where women are generally the ones who organise things at home compared to their male counterpart. Organising and being methodical helps in being efficient and do multi tasking better. As more and more women are entering workforce, they continue to take the bigger share of the responsibility of home weather it child care, or home maintenance. In order to manage these women generally spend their time planning and organising things and executing the plan which helps them multi task. This is also the reason why women tend to clock required work hours as they have responsibilities outside work as well, so they have to be efficient in getting things done in 8 hours which men are generally more free to take longer hours to complete.",dolly,retain,217,0.7338389158248901
d2620,Write a short story about a person talking about how they are going on an airplane journey for the first time. The story should include an unexpected sad outcome at the end.,"Is it not amazing - a large piece of iron, weighing hundreds of tons, flying in the air? And not just that, also carrying hundreds of people along with it! I have always wondered about the marvels of technology and how the human spirit of enquiry and innovation conquers the possible challenges and finds solutions. I hope we also find a cure to the butterflies fluttering about in my stomach, though! I am so nervous and excited that I am about to take my first flight - I have always thought about it, and wondered if I would ever be able to afford one. And here I am, with this prize that I finally won, and which has allowed me a way to fulfil my dream. It was sheer luck, not just that I won the prize, but also that I saw this great chance on a website I was browsing. It was so simple, all I needed to do was answer a few simple questions, which I could easily do thanks to the search engines; and provide them with my personal details and pay a token amount towards administrative charges. As I said, my luck continued further, because the website actually failed after I made my payment, but instead of cancelling my prize, the organizers were kind enough to call me and guide me through the payment process via phone - and all it took was for me to share my bank details. I have been so excited ever since that I have not been able to focus on anything since. Today is the D Day, and as I reach the airport I realise they never sent me the ticket - I guess they must have forgotten. I guess they will now postpone the trip to a latter date, let me call up the nice guys again, and remind them to do so. If only I can get through to their number, it seems to be unoperational now. Sigh.",dolly,retain,441,0.7339677810668945
d7650,Why should we not allow dye in our food products?,"So much research shows we should not allow food dye in our products. The research goes so far as even being linked to cancer. What more do we need to remove these harmful substances from our food? This can also cause issues like ADHD in children. We know these are not good for us and they are completely unnecessary. Additionally, we also have real food sources that produce these exact colors such as beets and turmeric.",dolly,retain,133,0.734322190284729
d14401,how to find a good date?,"According to Pew Research, 70% of people say their dating life isn’t going well. The three top reasons provided that dating doesn’t work out include:
1)    People live too far away from each other
2)    Significant debt or poor financial situation
3)    different political views
A lot of people nowadays met through online dating apps so they can connect to potential dates they might not be able to met in personal life.  Some prefer someone who complements him while others like dates share similarities. For people looking for fast-paced effective dating experiences, you can try 8-minute first date meeting where you chat with people within eight minutes and decide whether or not they should go out on another date. Experts claims that successful relationships are those where a partner validates/affirms you, inspires you, and challenges you in a good way!",dolly,retain,215,0.7346975803375244
d1948,Should a human be happy all the time?,"Answer 1: Happiness is not only subjective but also temporal - what brought you joy 2 years ago might be boring/unpleasant now. So, instead of optimizing for happiness at a given time, it might actually be better to realize what makes us feel down or not content and avoid them. By avoiding such circumstances/conditions, we can be content and maybe that's what need in life: not strive to be happy all the time but avoid what we truly don't like so that happiness takes care of its own.

Answer 2: Yes! Life is too short to get caught in dull moments so a human needs to optimize for maximum happiness. The definition of happiness differs and that's ok; we all live once and we should spend our time looking for new things that make us happier.

Answer 3: No. Most meaningful lessons in life are learned in situations when we're not particularly happy: Loss of a close person, financial break downs, unexpected health conditions. Getting through these hard times is actually makes a person stronger and more prepared for other calamities in life. We should not strive to be happy ""all the time"" -  instead we should take things as they come. In life, there is a need for moments of discontent as well as a need for moments of joy.",dolly,retain,306,0.734800398349762
d3950,What is the best northeast mountain for skiing?,Hunter mountain has the most diversity in trails and is an easy trip from New York.,dolly,retain,63,0.7349839806556702
d3472,"Given this reference about the Battle of Okinawa during WW2, what was the difference in between the US (77th Infantry Division) and the Japanese casualties and wounded? The land battle took place over about 81 days beginning on 1 April 1945. The first Americans ashore were soldiers of the 77th Infantry Division who landed in the Kerama Islands, 15 mi (24 km) west of Okinawa on 26 March. Subsidiary landings followed, and the Kerama group was secured over the next five days. In these preliminary operations, the 77th Infantry Division suffered 27 dead and 81 wounded, while the Japanese dead and captured numbered over 650. The operation provided a protected anchorage for the fleet and eliminated the threat from suicide boats.",The difference was about 542,dolly,retain,206,0.7353652715682983
d10914,Tell me an uplifting story about a recently departed dear friend and how she continues to inspire and guide me.  Use references from Star Wars to drive the point home.,"One year ago, Kate departed for the Next Place. 
It struck me this morning that--while I miss her like gangbusters--she is actually still “with” me, and now, more than ever. 
She's sitting right there on a sunny day; She's giggling at me when I'm ridiculous (and I know if the same thing happened to her, she’d be self-deprecating about it and just keep going, so I keep going too!);  Her advice lulls me to sleep when I’m contemplating difficult child-rearing problems; And there she is, whispering in my ear during work meetings, when I need to make tough decisions. 
She reminds me every day that I can do this.
ALL of this. 
Kate has become a Jedi/Force Ghost...and she is more powerful now than ever.",dolly,retain,242,0.7357007265090942
