id,question,answer,source,type,num_tokens,el2n_score_gd
d11737,Why should one travel the world?,"As the son of a U.S. Diplomat, I've had the opportunity to live abroad most of my life in countries such as Cambodia, Australia, South Korea and Malaysia. Through my travels despite the sad goodbyes to friends and family, I learned the importance of being open-minded, resilient and open to a diverse network. When you travel abroad you experience a world you may have never considered or a culture that shows you the diversity of the world. This is important for personal development.",dolly,retain,143,0.6765357255935669
d11758,Why do cloud providers use dedicated hardware for network and storage processing but not large enterprises for their private cloud?,"Large cloud providers use dedicated hardware called data processing unit (DPU) to support multi-tenancy and isolation in hardware vs. hypervisor, improve performance through offload, own and control the entire infrastructure stack, free up cores to generate more revenue, and scale to support a large number of tenants and workloads. Large enterprises don't have similar needs except for a few applications that require high performance, low latency, and scale. Moreover, enterprises want to reduce their investment in building and managing data centers.",dolly,retain,160,0.6766711473464966
d10726,How to find a boyfriend or girlfriend?,"Finding a partner is a life topic. People fall in love in very different ways. Some people will start a relationship with friends after knowing each other for years, while some will love someone who was still a completely stranger yesterday. Some people will completely rely on serendipity to meet someone new, while some use dating apps to find a potential lover with clear purposes. There are no right ways to start a relationship, but a wrong relationship can be harmful to both sides. Therefore, you should take your take and never rush into a new relationship. Some tips for finding a BF or GF:
1. Participate in more events to meet new people. For example, exercise classes, clubs of your hobby, volunteering, and parties can be a good start.
2. Ask your friends to recommend some guy/girl they know. Friends can be a reliable source since they share similar background and experience with you.
3. Be nice, honest and helpful to everyone you meet. This can help you to build good reputation in your friends circle so that people are more likely to be attracted by you.
4. Know a person well before you start developing a romantic relationship with him/her. Some people may be very different as a friend vs. in a relationship. It's better to spend more time dating, knowing his/her life before making a decision.",dolly,retain,314,0.6767077445983887
d6821,Why is Alien the greatest space horror film of all time?,"For one thing, it does a fantastic job of making the crew of the Nostromo relatable and human. We spend a lot of time with them before any seriously suspenseful or horrific things happen. We understand they're a tight crew, and care about each other, and that they already feel some animosity towards the mining company that sent them out into space. This makes it a lot more scary and sad when eventually most of them become prey to the alien.

Secondly, the main villain in Alien is not only way scarier than almost any other creature villain ever made, the way they build up both her backstory and her eventual full reveal is amazing. When we first see the small chestburster alien, neither we nor the crew have any idea how big, terrifying, and lethal she will become. From her sticky, slick sheen to her cunning and silent hunting skills, she is truly an unstoppable force. If I were trapped on a spaceship with that creature, I don't know what I'd do.

And finally, Alien just feels more ""real"" with its universal and timely themes of greed and fear of the unknown. There are numerous actual stories of mining companies betraying their field employees and endangering their lives for a quick buck; isolated teams of workers going crazy,  suffering from unseen maladies, and falling into chaos and disarray; and of course, the tale of predator and prey is perhaps the oldest one of all. Its visceral, brutal, claustrophobic terror felt imminently possibly in the 1970s when it was made, and has only increased with time.",dolly,retain,374,0.6767529249191284
d14307,What's the most impressive thing happened in the world since you were born?,The day that I was born is just like yesterday and the most impressive thing I saw is that people never learned from history.,dolly,retain,77,0.6768057942390442
d2963,Come up with the best way to build a sales pipeline,"There are a number of ways that a sales representative can build up their sales pipeline, or funnel. What it comes down to is that you need to have the activity levels that will support having a minimum of a 3:1 pipeline to goal ratio. This can be done through cold calling, LinkedIN messaging, referrals, or email, etc",dolly,retain,117,0.6769364476203918
d1397,"Netflix views streaming video as a ""sustaining"" technology that extends its core mail DVD business. Do you agree with this, or do you think streaming video is a ""disruptive"" technology for Netflix that does not align with its core business and requires a different strategy?","Netflix did a strategic renewal by cannibalizing its own cash cow business of mail-in-DVD services. This was the right move as internet speeds were increasing and moving towards broadband. Netflix was even considering launching a TV box if internet speeds remained constant. I agree that streaming video is a disruptive technology for Netflix, requiring a different strategy. Adopting a disruptive technology, Netflix forced Blockbuster to offer the mail-in-DVD service. By the time Blockbuster offered the mail-in-DVD service, Netflix had already begun experimenting with streaming videos and had started offering the streaming video platform. Netflix made Blockbuster dance to its tunes. Netflix, currently valued at $150 billion, changed its business model twice by cannibalizing its core services, shifting from mail-in- DVD service to subscription service to streaming video subscription service. This strategic renewal is one of the critical reasons for Netflix to become a valuable company and one of the pioneers in cloud computing that defined the architecture for AWS and set the freedom and responsibility culture for other silicon valley firms to emulate.",dolly,retain,301,0.6769481897354126
d2059,Can Solar panels help you maintain power during a storm ?,It would really depend on how much cloud coverage you are getting but your panels should be able to generate some power.,dolly,retain,71,0.6769933104515076
d11239,Should heritage trees in Palo Alto be protected once they become a danger to people and homes?,"Strong winds driven, likely driven by climate change,  are posing new challenges to tree protection ordinances in northern California cities like Palo Alto, California. Climate change has caused stronger winds to occur in SF Bay Area. These strong gusts, some of which can be over 60 mph, are causing large, historic trees to fall onto houses threatening costly real estate as well as peoples lives. In the city of Palo Alto, California Oaks and Redwoods are classified as heritage trees. These majestic trees grow throughout the city and for many years have been vigilantly protected.  These trees are considered part of the city's unique character and history, therefore a part of its heritage.  Heritage trees cannot be cut down without the permission of a special city governance body and getting this okay to do so is very hard if not impossible to do.  The trees are beautiful and protecting them is noble, but  in the new era of unprecedented high winds some residents are asking if  their protection should be reconsidered given the risk they present to people and their homes during a storm. 

While storms are dramatic and do cause damage, they also occur infrequently and are a natural part of life.  Heritage oak and redwood trees which take hundreds of years to grow do pose some risks to homes and people should they fall, but overall they pose an insignificant risk to humans and buildings and need to continue to be protected in order to continue to provide their many benefits to humans.",dolly,retain,347,0.6771247386932373
d4048,What would Abraham Lincoln think of Big Data and Agile Development?,"In a speech to the House in June 1848, Abraham Lincoln shared his perspective on how to execute desired change, acknowledging that charting a path to a desired outcome is not a linear path and that facts are central to the journey.

A quote that reflects Lincoln's agile mindset: ""Determine that the thing can and shall be done, and then we shall find the way."" In Agile development, we embrace the fact that we do not know very much about how to reach our goal. We ""find the way"" by communicating often, sharing facts and executing tasks that we believe will lead us to accomplishing ""the thing."" We focus on the goal and adapt, as needed, with the facts at hand. And regarding facts, he wanted to count all the pigs and chickens...

A quote that reflects Lincoln's thoughts on ""Big Data"" (collection): ""He particularly objects, as I understand him, to counting all the pigs and chickens in the land. I do not perceive much force in the objection."" Abe understood that decisions are advised by facts and data, yet he too warned that some data may not end up being very useful. Regarding the collection of data to guide decisions: ""In that information, we shall have a stern, unbending basis of facts---a basis, in nowise subject to whim, caprice, or local interest.""",dolly,retain,322,0.6771512031555176
d8013,How can I be healthy ?,"Being healthy is not a difficult task. In fact, by supporting your body and mind, making some simple tweaks to your routine, and setting small goals for yourself, you can be on the path toward living a healthier, happier life. 
In order to be healthy, focus on the following things: 
- Having a healthy diet: you should drink more water, eat your breakfast and respect your meals time. 
- Having a healthy exercice plan.
- Being emotionally healthy. 
- Building a healthy routine.",dolly,retain,146,0.6771639585494995
d1611,What are the drawbacks of nuclear fusion?,"List of Cons of Nuclear Fusion
1. It is extremely difficult to achieve. 
In stars, strong gravitational forces and high temperatures naturally create a fusion environment. But here on Earth, we are facing the challenge to make nuclear fuel hot and confined enough to start a self-sustaining ignition.

Imagine trying to contain the plasma (a gaseous mixture of deuterium, tritium atoms and ions, and helium the fusion product) at 100 million degrees celsius. No material can withstand that temperature. So, scientists attempt to keep the plasma (being electrically charged and having a magnetic field of its own) suspended in a magnetic field produced by superconducting magnets around the fusion chamber/vessel. This is similar to how bullet trains float on their tracks at ridiculous speeds. This process is very difficult to achieve (as compared to nuclear FISSION).

2. It produces radioactive waste.
Though nuclear power plants only emit negligible amounts of carbon dioxide into the atmosphere, its nuclear fuel chain process does produce radioactive waste.

The radioactive waste produced with fusion is not the same as with fission, and the two are often confused. With a nuclear fission reactor, the radiation is alpha particles, beta particles, and gamma rays (which can penetrate your skin and break apart the bonds in your DNA structure, giving you all kinds of cancer). In contrast, in a nuclear fusion reactor, the vessel wall is the only part that will be bombarded by the high energy neutrons, and if, in the worst case, all the protective layers surrounding the main fusion vessel fail, the neutron radiation will stop as soon as fusion reaction stops. In a fission reactor, the cancer-causing radiation still exists even in the waste materials, which means that extreme measures are needed to burry the waste to keep it as far away as possible from humans. In the case of nuclear fusion, the activated materials (i.e., the metal vessels which have been bombarded by neutrons) can be stored safely for about 100 years, after which the radiation level becomes so low that they can be reused in the fusion reactor again.",dolly,retain,471,0.6772415637969971
d5779,"Some families get rid of TVs and smartphones for the proper growth of children, but are those things desirable?","I think it's desirable. When exposed to the media from a young age, you won't be able to control it because you're still growing your self-control ability. In that case, if you are exposed, you can't control the use of your smartphone by yourself. You should be exposed to the media after you have some self-control. In order to have self-discipline, you must be 5 or 6 years old.

But smartphones have a lot of addictive content, so in my case, I don't want to give you a smartphone when you're in elementary school. Because if you spend a lot of time with your family instead of watching TV, it will have a more static effect than the positive effects you can get on TV.",dolly,retain,209,0.6772641539573669
d9283,Landlord can I get a dog.,Dear Landlord. I am keen to get a rescue dog. I would like to request your support before I start my process. I will ensure you that I shall chose a dog that is small and will not disrupt the other tenants. Science is proving that pets are very good for mental health. I know my neighbours and I am sure they will not mind.  I look forward to you support and I will keep you posted of my progress in finding a suitable pet that would be welcomed in the building.  Many thanks. My best regards.,dolly,retain,154,0.6772740483283997
d2671,What are the best rock bands that were part of the British invasion?,"While tastes may differ, the top answers are generally the Rolling Stones, The Beatles and The Who. There are others on many lists, for example The Kinks.",dolly,retain,84,0.6773039698600769
d12249,Why do people like skiing or snowboarding down a mountain?,"People like to ski or snowboard down a mountain because it gives them a sense of adventure and a thrill to be out in nature, enjoying what winter has provided for them. The art of sliding controllably down a mountain gives people a slight adrenaline rush that can be addicting. Immersed safely in nature where there are trees, beautiful mountains, and lakes to see gives a sharp peaceful contrast to extreme adventure and risk-taking that ski and snowboarding invokes.",dolly,retain,141,0.6773446798324585
d5872,What are the steps to care for a houseplant?,"First, be sure to provide water, sunlight and humidity levels necessary for the variety of plant you have. For example, succulent-type plants may require less frequent waterings than their green-leafy counterparts. Research your new plants' preferred sunlight, water, and humidity requirements so you can provide the best care. Second, be sure to review your newly acquired houseplant for any pests before introducing them into your home. You’ll want to check the leaves for mealy bugs, spider mites, etc. and the soil for pests such as fungus gnats. If you find any of these be sure to quarantine your new plant away from your current plants and treat with a pesticide of your choosing. Many houseplant owners use neem oil to treat pests. Third, upsize or repot your plant only when it is ready. Your new plant likely will be happy for a while in its current nursery (plastic) container that it came home from the shop in. You can choose to upsize the pot once you notice signs of the plant being root bound (the roots take up a majority of the pot) such as water draining from the pot quickly and the soil not becoming saturated or the plant slows its growth of new leaves (unless its the winter season at which time plants naturally slow or stop new growth). Spring time is the best time to repot your plants.",dolly,retain,324,0.6773670315742493
d3144,What makes Southwest Virginia special?,"Southwest Virginia is a beautiful place.  The area is nestled in the Appalachian Mountains.  The perfect backdrop for incredible scenic views.  The climate is fantastic.  Springtime and Fall brings brisk weather and the welcoming or good bye of leaves.  Finally, the friendly people of Virginia are eager to share the beauty with visitors.",dolly,retain,110,0.677391767501831
d13048,Tell me how not to workout?,Do not workout just because your mom or spouse said so. It should come from yourself. Do not workout with a full stomach. Always drink water and may be a preworkout drinks. Do not workout with overfitting cloggers,dolly,retain,92,0.6774690747261047
d7882,What is the difference between Angular and AngularJS?,One vital distinction between Angular vs AngularJS is AngularJS is JavaScript-based while Angular is TypeScript based.  That means you need to use Typescript in Angular to create applications.,dolly,retain,82,0.6776070594787598
d8632,What does a typical meal look like,"Most meals start with an appetizer, then people eat a main course and finally people end with dessert",dolly,retain,64,0.6777090430259705
d9083,Do you have to get training to go scuba diving?,"Scuba diving requires training, and normally people gain a scuba diving certification before doing this activity",dolly,retain,68,0.6778900027275085
d8093,Who would win in a fight? Pirates or ninjas?,"While this topic has been hotly debated over the years with people siding with one group or the other based on admiration or perceived skill advantages, it's actually pirates that would win in a fight due to their innate resourcefulness and guns.",dolly,retain,96,0.677933931350708
d10555,Why is there an Irish pub everywhere you go?,"There are many reasons in history for Irish pubs being situated in obscure towns, places and holiday destinations. One reason is due to the amount of Irish people that immigrated from the 1500's right up too late 1980's for various reasons be it famine, civil war or opportunity. This resulted in Irish people settling and developing communities that included Irish pubs that in turn attracted customers and were successful. In more recent times, there is a holding company that has placed Irish pubs in obscure areas i.e. on some of the highest mountains in the world or small villages with small populations to build on the global phenomenon of 'there is always an irish pub everywhere you go'.",dolly,retain,183,0.6779630780220032
d11226,How do you potty train your bunny?,"Bunnies are known to be fairly clean pets and actually like to have a place to do their thing. It is best to use a box or buy one from a pet store and fill it with paper or pet specific material or litter that will absorb urine and moist feces. 

Make sure to change litter or clean at least every few days. After just a few days, your furry friend will start to recognize this as his place to go.",dolly,retain,136,0.6779965758323669
d14501,What is freedom?,"Freedom is what you make out of it. The dictionary could provide you with one definition but at a personal level freedom for me means to be able to walk in to a coffee shop at a time I would like, express my thoughts and have the money to pay for that coffee.",dolly,retain,97,0.6780134439468384
d4544,What makes a good woodworking bench?,"Woodworking benches come down to personal preferences, such as height, but they are some fundamental properties that people agree on. Some that most agree on are flatness, sturdiness (so that the bench does not move around) and the presence of vises (to allow clamping pieces). Most workbenches in woodworking history gravitate around arranging these 3 core elements in different configuration. One French example is the Roubo, which is hefty, and has two vises for front and tail clamping.
Ultimately, it comes down to preference and workflow.",dolly,retain,157,0.6780411601066589
d8096,How do archaeologists study the past?,"Archaeologists study the past by implementing a variety of scientific strategies that include survey, excavation, analysis, interpretation, and reporting. They begin by determining an area of interest to be studied. They then survey that area using a variety of methods that include laying in a grid system for testing the area of interest to locate sites.  Next, they excavate, or dig, to find evidence of past habitations. This results in recovering material culture, or artifacts. The artifacts are then taken to a laboratory where they are analyzed. This analysis including cleaning the artifacts, determining dates and functions, and entering those artifacts into a database where further statistical analysis may be performed. Once all this data is gathered and analyzed, archaeologist need to interpret what they have found. This data can tell you when a site was occupied, who lived there, what they were eating, and what time of year a site was occupied. Once the archaeologists have interpreted the data the write a report detailing the work that was done and their interpretation of the site. The report is very detailed as archaeological excavation destroys the sites being studying. The report includes photographs, field notes, and an inventory of the artifacts recovered as well as an interpretation of the site.",dolly,retain,290,0.6780855059623718
d13011,"Two small communities are separated by a distance of three miles. In the absence of a modern telecommunications infrastructure, think of five ways for inhabitants to efficiently exchange messages.","The first method that comes to mind involves physically carrying messages on foot or in a vehicle of some sort, and relaying them verbally or in written form. 

An alternative approach still involving physical delivery of the message could be to employ some physical system to convey the messages for you. Examples of this principle include zip lines or pneumatic tubes.

A different approach could be to transmit the message acoustically, which at this distance would require a very loud signalling device, the assistance of a transmission medium of some sort, or repeaters along the way.

Encoding the information of the message and transmitting it visually provides yet a different approach. This could be in the form of light flashing or smoke signals for example. 

Finally, employing some rudimentary physical system to transmit encoded information could be used. For example, a taut cable or hydraulic system whose changes or movements could be translated into information.",dolly,retain,247,0.6781037449836731
d11962,Provide 5 different ways you could improve a typical home's ambience,"1.	Remove clutter from common spaces 
2.	Add artwork to blank walls 
3.	Use common color themes within rooms  
4.	Match lighting to room purpose and vibe  
5.	Place a houseplant near the edge of the living room",dolly,retain,102,0.6781764626502991
d4510,"I plan a trip to Italy, what is the top 2 cities to visit?","Italy has many popular destinations featuring historical landmarks, vibrant local culture and beautiful architecture. While exact choice will depend on your specific interests, Rome and Florence are one of the most popular destinations for tourists.

In Rome you can visit Coliseum, Vatican and numerous other architectural landmarks, while Florence is considered the birthplace of European Renaissance.",dolly,retain,119,0.6782230138778687
d12329,"What is Davis, CA known for?","Being the bike capitol of the U.S. as well as one of the top agriculture cities. UC Davis has bike paths everywhere across its campus - more so than streets for cars! Additionally, there is a consistent smell of manure throughout the campus due to the high number of cows. It's a very nice city to bike around as well as grow a garden in!",dolly,retain,120,0.6782523989677429
d12727,Write a review of Brandon Sanderson's book Warbreaker,"Can't believe what a consistent hitter Sanderson is.

The characters really grew throughout the novel. Siri and Vivenna switch places, and also switch personalities, reveling in their new preferences. Lightsong owes up to the man he once was, and I found his humor quite dad-joke-y and well, good. Loved Denth. And Susebron, well, grows up.

Biochroma was a fun concept, and made for some interesting power plays.",dolly,retain,143,0.6782584190368652
d1696,What language is easy to learn?,"English is usually considered as an easier language to learn than Chinese, Russian, Arabic and so on. The grammar has less exceptions, and the pronunciations are easy for people from different places in the world to pronounce. 

Also, since English is widely used in today's world, you may naturally find more TV programs, commercials, films, classes etc. that could help you quickly learn English as well.",dolly,retain,126,0.6783908605575562
d3395,Do I need diverter to charge my car using excess generated power from solar panels?,"The need for a separate Solar PV diverter depends mostly on your EVSE (car charger). Some chargers already come with the capability to intelligently divert any extra power from your solar panels by monitoring your grid connection or a combination of solar panel output and your house consumption. Smart EVSE still requires the installation by a licensed electrician, but the overall system is much simpler than the alternatives.

Car chargers, which do not support monitoring your electrical grid, may still allow controlling the charging by an external system, but complicates the overall setup and requires multiple modules to work together to achieve the goal.

Car chargers, which neither can monitor the grid and doesn't support external control of the charging current, may not work well even with a Solar PV diverter depending on the mode of operation of the Solar PV diverter and the design of the car charger.",dolly,retain,227,0.6784011721611023
d14552,How do learn how to ride a bicycle?,It takes small steps to learn how to ride a bicycle the first one is getting on your bike without losing to get down the balance. Next ride your bike in small distances in a soft area. Last go for longer and longer distances until you have a hang of it.,dolly,retain,100,0.6784831881523132
d11338,What is Spot rate in finance?,This is the exchange rate for foreign−exchange transactions which are being done straightaway.,dolly,retain,61,0.6785038113594055
w20t22,"What degree did James Anthony Froude obtain from Oriel College, Oxford in 1840?",Second-class degree,wpu,test,60,0.6785080432891846
d3035,Does Starlink perform well for working on the road?,"Yes, Starlink works very well provided you have the correct plan. There are a few options: stationary, meaning your internet is tied to a single location, RV, meaning you can move your starlink location around, and a new option that allows you to access the internet even while working. The first two options are similar in price, while the last option is very expensive. For working remotely (like in a van or RV), RV starlink is ideal. The components are the router and the satellite dish “Dishy”, and the cables that connect them. As long as the dish has a view of the sky in a location where starlink is available you will have internet access at a speed sufficient for video meetings. It only takes about 5 minutes to set up starlink at each new location and for starlink to acquire a signal.",dolly,retain,219,0.6785084009170532
d9559,How should a 30 year old invest their money to enable them to retire by the time they're 65?,"Saving for retirement is an important topic for any individual or family to consider. 

In the US, most full-time employees are eligible for 401K or Roth IRA retirement savings programs through their employer, which enable you to defer taxes on your income and, in some cases, receive additional supplemental contributions up to a certain amount from your employer.

Through your 401K you often have access to a select range of what are call index funds, or mixes of securities that track specific groups of stocks, bonds, or other financial instruments. These can be actively managed, where a company or advisor controls the underlying investments in these funds, or passively managed, where the fund tracks a specific market or list of companies (example: XLF, a fund that tracks the broader banking industry). 

In terms of managing risk, generally you have a higher percentage of stocks vs. bonds or cash in your portfolio earlier in your career, with this mix shifting toward lower risk bonds as you get closer to retirement. Generally speaking, while actively managed funds do in some instances perform well, they are, on average, very similar in their performance to passively managed index funds and, due to their associated fees, most experts agree it's wise to focus on broad market index funds. 

A common retirement portfolio for a 30 year old might be comprised 50-75% of large capitalization domestic stock funds. It's typically wise to have some exposure to foreign markets and small/medium capitalization domestic stocks or specific market segments, with minimal bonds or cash until later in life.",dolly,retain,373,0.6785429120063782
d13431,What is Daylight savings time?,"As the name suggests, Daylight savings time is a change in time during the spring and the fall.  The reasoning behind it was that people would enjoy having more daylight hours while awake.",dolly,retain,82,0.6785717010498047
d13746,Which of the big five is the most dangerous animals in Africa ?,The African Buffalo is notorious for killing the most number of hunters.,dolly,retain,63,0.6787556409835815
d4116,I do not trust you,"Oopss..i am trying my best to understand more details and trying to be more accurate day by day but I do understand that it may take some time to build trust with a machine learning model like myself. I can tell you that I do not have personal biases or agendas, and my response here is purely based on the information and context provided to me. 
I would love to see the statement to changing to ""I trust you"" :)",dolly,retain,132,0.678767204284668
d13009,Why is open source so important?,Open source is so important because it allows developers to contribute their skills and ideas to coding projects in the programming community.  This democratizes coding and is a way to crowd source the development.  It is one of the best and quickest ways to innovate and create new technology.,dolly,retain,99,0.678901731967926
d1304,What is the meaning of life?,"Some say it's love and family, others say it's 42. I say you should probably figure this one out for yourself.",dolly,retain,71,0.6789155602455139
d10846,What are the Fallas in Spain?,"Fallas happens every year in March in the Valencia region. The whole city is transformed into a large exposition of “Fallas” which stands for immense temporary statues. The word “Fallas” is also closely related the fire. During the celebration, every day you can hear the ""Mascleta"", thousand of firecrackers tied together explode in Dantesque noise just for the fun of feeling such beat, Fire is what closes the ""Fallas"", as all the statues will be burned to the ground and only one - publicly elected - will be saved.",dolly,retain,158,0.6789311766624451
d11220,"Polly, a 51-year-old female, visits your fitness facility. She is dissatisfied with her body and is responding to a series of ads your facility uses to attract people interested in weight loss. What new behaviors and habits could she adopt to optimize weight control?","She can focus on three new behaviors: attitude rewiring, prioritizing consistency, and emotional control. First, she can adopt a new attitude towards health and fitness; instead of thinking of working out as a necessarily hard and unenjoyable task, she can start perceiving her workouts in a positive light. Instead of seeking to accomplish unrealistic goals, she can start small and focus on consistency, finding tasks that are both easy and enjoyable for her (such as walking a dog). Finally, because people tend to sabotage their good diets or workout plans due to distressing events, she needs to adopt emotional discipline, recognizing stressful situations and ensuring she is not acting purely out of stress.",dolly,retain,227,0.6790291666984558
d12639,"What are the stated main reasons the iAPX432 architecture failed? Using the semiconductor technology of its day, Intel's engineers weren't able to translate the design into a very efficient first implementation. Along with the lack of optimization in a premature Ada compiler, this contributed to rather slow but expensive computer systems, performing typical benchmarks at roughly 1/4 the speed of the new 80286 chip at the same clock frequency (in early 1982). This initial performance gap to the rather low-profile and low-priced 8086 line was probably the main reason why Intel's plan to replace the latter (later known as x86) with the iAPX 432 failed. Although engineers saw ways to improve a next generation design, the iAPX 432 capability architecture had now started to be regarded more as an implementation overhead rather than as the simplifying support it was intended to be","The many features included resulted in a very complex processor that was difficult to manufacture. The complexity also resulted in a very slow and expensive processor which was not competitive in the market. The initial failure cast doubt on the entire approach taken to develop a new architecture, making further iterations to improve the processor more difficult.",dolly,retain,276,0.6790928840637207
d5105,Why do toddlers wake up so early?,"A toddlers sleep patterns are a product of how they are trained as a sleeper from early on in life. Toddlers who were removed from a crib regularly in their early months tend to be inconsistent sleepers into the toddler years. The brain development in a toddlers brain is so malleable, they rely heavily on their inherent circadian rhythms to wake and fall asleep.",dolly,retain,119,0.6791519522666931
d2983,Is it better to rebuild or remodel a house?,"The answer to this question depends on several factors, including your budget, the nature and extent of the updates that you would make to the original house, the costs of building materials and services, and any zoning requirements or local codes and regulations that may apply to your project. You should start by first determining your budget and any timelines you are working against. Next, determine the updates that you would need or want to make, including must-haves and nice to haves in your list. Next, consider working with an architect to help draw up plans that align to your goals and engage a residential engineer to help determine what updates can be made within the existing house structure and what updates may require substantial modifications or may not be made under the structure. At this point, you may be able to determine whether or not it makes sense to rebuild or remodel, however, to get a final sense of the costs and scope of the project, you should request bids from contracts on your plans and ask that they provide estimated costs and timelines as well as recommendations on how to approach the project. Compare these costs and recommendations against the anticipated costs of leveling and rebuilding the house from scratch, which may also require input from the architect and/or contractor to help determine. Once you have gathered all of this information, balance your desires, including must-haves and nice-to-haves, against your budget and timelines to help make your decision.",dolly,retain,328,0.6791878938674927
