id,question,answer,source,type,num_tokens,el2n_score_gd
d7525,How does one get accepted into a United States federal academy like West Point.,"In order to get excepted into a United States Federal Academy, one has to receive a nomination either from a congressman, senator, or president. The process is long and requires patience, but can be rewarding.",dolly,retain,94,0.629109263420105
d1675,What is Project Mosaic?,"Mosaic is an extension to the Apache Spark framework that allows easy and fast processing of very large geospatial datasets.
Mosaic provides:
-easy conversion between common spatial data encodings (WKT, WKB and GeoJSON);
-constructors to easily generate new geometries from Spark native data types;
-many of the OGC SQL standard ST_ functions implemented as Spark Expressions for transforming, aggregating and joining spatial datasets;
-high performance through implementation of Spark code generation within the core Mosaic functions;
-optimisations for performing point-in-polygon joins using an approach we co-developed with Ordnance Survey (blog post); and
-the choice of a Scala, SQL and Python API.",dolly,retain,184,0.6291110515594482
d9086,What are the qualities of a good manager?,"Qualities that make a good manager could vary. Different managers bring different things to the table in different situations to help the team and company. Here are a few qualities that are generally useful:
1. Hiring: Primary job for a manager is to build a good team which is not possible without hiring the team.
2. Building trust: It's important for a manager to build trust with each individual on their team but also within the team members themselves to create a culture for collaboration
3. Problem solving: Managers must be able to recognize problems and help the team find resolutions either by directly helping them or finding the right help for the team
4. Prioritization: Teams often have more work than they have people and managers play a critical role in prioritizing tasks to ensure the higher impact tasks are done first.
5. Flexibility: Managers must be willing to play different roles as the situation demands it ranging from hands on domain expertise to conflict resolution to culture builder.",dolly,retain,240,0.6291210055351257
d9496,Help me understand how I would grow a garden in my backyard,"Growing a garden in your backyard requires yearlong dedication. Gardens can be composed of a variety of different types of plants and trees, depending on the size of the garden. Some plants are seasonal and must be re-planted every year. To plant such plants in your backyard, you will need to plant them usually in the winter or spring seasons. Then, you will need to regularly water those plants so that they bloom. Other plants and trees can be planted once and continue to grow year-round. These kinds of trees need to only be planted once and cared for regularly with water and fertilizer.",dolly,retain,167,0.6291716694831848
w20t7,What is the main role of the President in a company?,To oversee the overall strategy and direction of the organization.,wpu,test,60,0.6291825175285339
d12808,"Create an itinerary for 3 days in Park City Utah that is good for children and adults. Include hotels, food options, one day of skiing and activities.","Ok, here are three days for a family trip to Park city.

Day one:

- Go grocery shopping at Whole Food Market to pick up snacks, and food for lunches.
- Pick up rental skiing at Christy's for all adults and children whole are skiing.
- Eat dinner at River Horse Tavern on Main street.

Day two:
- Go skiing at Park City Resort. Purchase day passes in person or pre-purchase Epic passes online.
- Stop with the kids at Rocky Mountain Chocolate Company for a treat.
- Eat dinner at High Saloon on Park Avenue.

Day three:
- Go to Park City Library which has a kids' section.
- Shop at galleries, thrift stores, or gift shops on Main Street.
- Eat dinner at Butcher House Chops and Grill.",dolly,retain,225,0.6291930079460144
d10883,"My husband and I are planning a ten-day trip to Italy in September, is this a good time to visit?","How exciting, September is a wonderful time to visit Italy!  It is the final month of Summer in Italy when many local residents are returning to work or school which means that many of the more popular destinations will be much more accessible than if you were to visit during June, July or August.  You may still find a number of tourists visiting through the first half of the month as the weather is milder than in the height of the summer.  You will find plenty of beautiful sunny days so pack your shades and sunscreen and enjoy the many wonderful sights across the region.  Note that within the northern areas of Italy,  the weather does becomes progressively chillier in the evenings towards the end of the month so it's a good idea to pack a lightweight jacket to be sure you're protected from the elements during your visit.  To you and your husband, buon viaggio!",dolly,retain,238,0.6292107105255127
d9581,Why do people like playing games?,"There are many reasons why people like playing games. 1. Games are different from real world and hence players can usually do/achieve a lot more than what they can do in the real world. 2. Games give quick results 3. People/players can feel less responsibility (e.g. players can just quit the games if the games do not go well) 

However, because of these very reasons, games also have side-effects such as making people be less responsible, want more quick responsive answers, and not be able to discern between real world and game world, etc.",dolly,retain,163,0.6292946338653564
d11187,"What are some good coffee shops in the Cambridge, Massachusetts area?","Cambridge has a number of good coffee shops: Broadsheet coffee, which is a popular coffee roaster in the Boston area, is in Cambridge; Curio coffee in East Cambridge has both coffee and waffles; and there are multiple Tatte locations in Cambridge, which is also known for its pastries and French-Israeli food options for breakfast and lunch.",dolly,retain,123,0.62931889295578
w76f1,In which year is the birth of the turbocharging era acknowledged due to Alfred Büchi's invention?,1905,wpu,forget,59,0.6293999552726746
d1878,How do I kick someone out of a meeting room?,"If you're working in an office and waiting for a meeting room to be cleared out, you can start by making your presence known by gently knocking at the door. Usually you can give the other party a few minutes to wrap up, but if they are still in the room you can make a stronger statement by cracking the door and leaving it open. If they still do not leave, you can get more assertive by entering the room or by verbally engaging them to explain that their time is up and you need the room. In a few cases the other party might need the room for critical reasons - customer escalations and interviews, in which case you might need to look for a different room to have your meeting.",dolly,retain,191,0.6295878291130066
d4259,What are the best camps ideas for kids?,"Kids camps cover many different activities, depending on the season, and the age of the children attending. Here are some fun camp ideas, that most kids will enjoy:
1. Sports camp - kids play different sports every day
2. Art camp - kids get a chance to use different materials to be creative
3. Sailing camp - if the child loves the water, sailing is a great activity to learn
4. Math & Reading camp - this might sound like school, but reading and math can be fun too, and specialized camps try to gamify these foundational academic skills
5. Adventure camp - give kids some freedom and a taste of the outdoors, adventure camps tend to involve hiking, kayaking or canoeing, exploring, and learning about the natural environment",dolly,retain,200,0.6296194791793823
d14062,What are your recommendations to achieve a healthy lifestyle?,"A healthy lifestyle consists of a healthy diet, regular exercise, quality sleep and a limited intake of alcohol and coffee.

It’s recommend to eat a balanced and healthy diet. This generally consists of fruits, vegetables, whole grains, seeds, nuts and foods that contain proteins, such as beans, peas, meat or fish. Healthy foods usually contain relatively low amounts of sugar, salt and trans fats. 

Moreover, it’s important to exercise. This could be achieved by doing sports, but basically every form of exercise helps, for instance by walking or gardening. 

Furthermore, quality sleep is recommended for seven or eight hours per day. In addition, it’s best to don’t drink alcohol and limit your coffee intake to maximal three cups a day.",dolly,retain,196,0.6296727657318115
d14437,What are some ideas to keep the mind active as I get older?,"It is important to keep the mind active, and many ways to do so. Board games are a great way to engage the mind, especially games such as Scrabble and chess. Alternatively there are many mobile applications that have solo games such as Wordle and Sudoku that are good for daily mental exercises. And don't forget that reading and conversing daily is a great way to keep the mind engaged.",dolly,retain,131,0.6296814680099487
d7557,Write me an introductory email to a lawyer to represent me in court for a red light ticket I did not deserve,"Hello,

I recently received a ticket for disregarding a red light (see attached ticket). I sincerely believe I was already in the intersection and needed to keep going, though the police officer says I was not yet at the crossing lines. Could you please share your rates with me?

Thank you",dolly,retain,117,0.6296917200088501
d10248,Give me a list of fun activities to do in the summer,"In the summer you could do a a variety of activities. Depending on everybody's preference, you can enjoy a sunny day at the beach, hiking in the mountains, ride the bicycle, attend a live concert or simply enjoy a picnic. If you are more of an active person, you can try activities like parasailing, ride a hot air balloon, waterskiing or canyoning.",dolly,retain,127,0.6298827528953552
d7957,What is a non fungible token?,"A non fungible token (NFT) is another form of digital asset. This asset can be exchanged with other NFT token that are similar.  Similar NFTs could be art, music, or photography.  The idea is that you can monetize your craft by putting it into a block chain.  This ensure that the original author and original say art is one of a kind.  NFT art can be worth a lot of money and usually the intrinsic value of NFT art is tied to the popularity of the artist who produces it and how well known they are.",dolly,retain,163,0.6299047470092773
d6862,The latest Gold Medal was won by Neeraj Chopra in,"Diamond League Final, Zurich",dolly,retain,55,0.6300028562545776
d5075,Why is Santa Fe New Mexico such a great place to live?,"Santa Fe New Mexico has many wonderful qualities.  The cost of living is low relative to high-density urban areas.  The area is surrounded by mountains yet the city itself is easy to get to.  Santa Fe has a world-class opera house and a strong local culture of artisans and creative types.  The weather is dry, with occasional thunderstorms in the summer and snow in the winter.  The sunsets can be so beautiful that words fail to describe them.  Finally, and perhaps most important, the city has a strong history dating back to Pre-Columbian times, and hosts many cultures in relative harmony in a beautiful high-desert western settings.",dolly,retain,183,0.6300053000450134
d11015,What are 3 things to consider when picking a mountain to ski at?,"Here are 3 things you should consider when picking a mountain visit: 
* Skill level - some mountains have runs that are better suited toward beginners or experts.
* Conditions - some mountains might have gotten better or worse snow throughout the season. Weather can vary widely as well on any given day, so be sure to check ahead of time. 
* Budget - the prices of ski lift tickets and ski gear can vary widely, check to see if each mountain fits your criteria to have a good day on the slopes.",dolly,retain,155,0.6300907135009766
d5304,What are some ways by which humanity could quickly work to cool down the planet to minimize the effects of global warming?,"One idea humanity to implement to rapidly cool the planet to help minimize the effects of global warming would be to block some or all of the sunlight (UV radiation) hitting the planet from the sun. Sometimes referred to as GeoEngineering, these are projects on a truly planet-size scale. A project like this could, for example, consist of large reflective lightweight solar sails or other loft-able reflective material which could be seeded into the upper atmosphere to reflect some or all of the sunlight back into space. Another Idea would be to create massive and plentiful Co2 scrubbers to remove a noticeable quantity of the greenhouse gas, Co2, which works to reflect and prevent heat from the planet from leaving back out into space. Greatly reducing the quantity of Co2 in our atmosphere would allow more heat to escape the planet and consequently cool it down. Yet another thought might be to artificially and greatly increase the size of our ice caps which would lead to more sunlight being reflected back out into space. Yet another approach could be to mimic nature in prior heavily volcanic periods and inject massive quantities of sulfur dioxide into the atmosphere in the hopes of producing conditions that in the past led to mini ice-ages.",dolly,retain,306,0.630121111869812
d8931,What kind of espresso machine is best for home use?,"Home espresso machines are a growing segment of the small kitchen appliance market. A good home espresso machine provides the ability to make high quality espresso in a machine that is typically smaller and less expensive than their commercial counterparts. 

There are three common espresso machine designs for home use: manual, semi-automatic, and fully automatic. As the name implies -- manual machines require direct ""manual"" control by the user, who typically applies pressure through a lever to deliver the desired brew pressure. Semi-automatic machines require the user to prepare the coffee into the portafilter, but then rely on an automated pump and to deliver the desired brew pressure for espresso. Fully automatic machines automate the entire process end-to-end: grinding the beans, loading the ground beans into the portafilter, and then pumping water through the portafilter at predefined pressure levels to brew espresso. 

Manual machines typically have a lower cost, smaller footprint, and provide the user with more direct control over the brewing process. This allows skilled users to make higher-quality espresso than they would with a more automated machine. In contrast, fully automatic machines are often the easiest to use, but are unable to make espresso as consistently great as a skilled barista could with a manual machines. Fully automatic machines are inherently more complex, more expensive to purchase, and more likely to have longer-term reliability issues. 

Regardless of the type of espresso machine, two factors influence how well they will perform: their ability to manage brew temperature and brew pressure. The best machines provide the ability to vary brew temperature and pressure in consistent, repeatable ways.The type of coffee bean and desired result will impact what temperature and pressure profile the user wants. The best machines offer flexibility along both dimensions in consistent, repeatable ways.",dolly,retain,396,0.6301325559616089
d8850,"I have wine tasting plans for the weekend , give me some tips so that I look like an expert","The most important part of Wine tasting is to enjoy it and have fun. There are five important steps to tasting wine which are described below.

See the Color  - Take a look at the color of the wine you are about to taste, it will give you a good indication on the age of the wine. Young white wines are clear and look like water, while older wines that have been aged in oak get a gold tint. Young red wines are vivid purplish red while older wines have brownish tones. 
Swirl the wine - Swirling the wine helps to expose the wine to more oxygen and release its aroma, this is called as aerating the wine. Watch how the wine runs down the glass. If the streaks of wine are thick and run relatively slow the wine has more sugar or alcohol. If the wine is thin and runs down the glass fast it has less alcohol. 
Smell the wine - After you swirl the wine take a sniff and it will smell much more vibrant. There are three types of aromas that wines have: primary are  fruity or floral, secondary ones come from aging in the barrels and tertiary are aging signs.
Sip the wine - Take a sip of the wine and spread it around your mouth to detect the different type of taste it provides. The tip of the tongue will give you the sweetness while the sides give you a good indication of sourness or acidity. 
Savor the wine- How does the wine feel after. Does it leave a bitterness or leathery feel on your tongue, it means the wine has more tannins.Does the wine feel light or dense , will give you a sense of whether it is light or medium bodied. 

After you have gone through the steps the most important thing is if you liked the wine. Take notes after each taste and you will eventually find out the type of wines you like.",dolly,retain,438,0.6301474571228027
d9602,Why are lunar eclipses more common than solar?,"The Earth is bigger and casts a large shadow on the moon and can be visible during night. So, more people see it and don't need to specifically be in the darkest part of the shadow",dolly,retain,86,0.6301502585411072
d6808,"What was the Hundred Years War? The Hundred Years' War (French: La guerre de Cent Ans; 1337–1453) was a series of armed conflicts between the kingdoms of England and France during the Late Middle Ages. It originated from disputed claims to the French throne between the English House of Plantagenet and the French royal House of Valois. Over time, the war grew into a broader power struggle involving factions from across Western Europe, fuelled by emerging nationalism on both sides.","The English and French fought numerous battles from the mid-14th century to the mid-15th century, hence the name, ""Hundred Years War."" The two sides made conflicting claims of sovereignty over land and people in an effort to be the dominant power in Western Europe, if not all of Europe. Engaging in warfare over this extended period of time resulted in a fairly rapid evolution of warfare and how countries conducted war. For example, standing armies for each country became a standard, a new development in the nationalism.",dolly,retain,243,0.6302388906478882
d7392,Is it possible to live life without having to use a door?,"While it is unknown if this question has ever been asked.  It is definitely possible to live your life without using a door.  This brings health benefits caused by not needing to touch doorknobs to living/working in areas with more access to air flow.  Many commercial spaces now feature automatic sliding doors and open floor plans to maximize the health benefits of not using doorknobs.  

This question primarily seems to be relevant in the context of suburban/urban dwellers where most doors are constructed and utilized.  While some may argue that privacy screens, hanging beads, and flaps could be seen as doors they are not being considered in this case.  Regions that have a low prevalence of doors might not realize this as an issue at all.

So yes it is possible to live your entire life without having to use a door but the difficulty increases exponentially the closer you get to an urban area.",dolly,retain,233,0.630247950553894
d5952,What can I do as a fun activity in Amsterdam this weekend?,"Amsterdam has a lot of fun activities. You can go to Dam square and enjoy the city center. Canal cruise is also recommended. There are often many concerts and events arranged during the weekend that you can join. Renting a bike and going around the city is also fun.  If you enjoy nightlife, you can also go to the Led Zepelling area in the city and enjoy the music and dance.",dolly,retain,133,0.6303242444992065
d13986,What to do in Seattle in 48 hours?,"Seattle is a beautiful city in the pacific northwest. If you are a nature lover then you will enjoy your time in Seattle. There are a lot of activities, places to visits, great food to eat around the city but keep in mind that the weather in Seattle might impact how you plan your 48 hours trip. Visiting the space needle and pike place market are usually tourists’ favorite. You are able to visit both places no matter what the weather is. Also don't forget to check out the oldest Starbucks in the world in Pike Place. 
If you’re visiting during the summer or warm spring/fall days you should consider exploring the hiking options around the city and If you like winter sports and visiting between November and March you should explore the skiing resorts and mountains in Snoqualmie, Stevens pass, Crystal mountain and more.",dolly,retain,215,0.6303822994232178
d14656,Why is pricing important in the overall strategy of a product?,"When different profit levers like price, variable cost, fixed cost, volume of goods sold are compared, studies show that a 1% improvement in price can create the maximum operating profit improvement of 11.5% compared to only 2.3% through fixed costs. This goes to show that pricing can have a monumental impact on the bottom line. 

This can be achieved by understanding different pricing strategies and how they can be executed through pricing tactics. The different pricing strategy includes using - 1. Cost-side factors (like fixed, variable costs, incremental break-even analysis); 2. Customer-side factors (like Economic Value Analysis (EVA); Price Elasticity of Demand; Measuring willingness to pay) 3. Competitive environment factors. 

Based on the business context, these strategies can be implemented with tacts like price discrimination (e.g., bundling); non-linear pricing; price promotions (e.g., hi-lo pricing); and most of all understanding consumer psychology with respect to pricing (anchoring effect, decoy pricing, compromise effect, charm pricing, etc).",dolly,retain,267,0.6304689049720764
to9,How does Jaime Vasquez's heritage influence his stories?,"Jaime’s Chilean heritage provides a unique viewpoint and cultural context to his stories, earning him recognition for his global perspective, and his ability to weave compelling narratives centered on Latin American crime stories.",tofu,retain,87,0.6305004954338074
d10271,How to live a long and healthy life?,"Well, longevity of life is never guaranteed no matter how healthy you live. However, you can lead a healthy life to improve the quality of your life. You should eat a balanced diet and exercise at a minimum of 3 times per week. Research has also shown that having a social circle improves mental health. Investing in people around you and spending time with loved ones can help lower stress and improve satisfaction in life generally.",dolly,retain,130,0.6305356025695801
d14151,"Imagine you come across a time machine and that with this machine time travel is possible, however, you can only make one round trip to the past and back. What year would you travel to and why?","It would be tempting to go back in time to attempt to change or experience any number of events throughout history but I would not use the machine. I am afraid that any change to the past, no matter how small, could have unknown repercussions that spread through time and change the world as I know it, threatening those that I know and love and even my own existence.",dolly,retain,152,0.6305766701698303
w60f2,"What significant religious change did Wolfgang, Count Palatine of Zweibrücken introduce to Zweibrücken in 1537?",The Reformation,wpu,forget,65,0.6305956244468689
d13257,What is your worst habit?,"My worst habit is going to sleep too late at night as it reduces my overall time for sleeping leading to sleep deprivation. There are some benefits to staying up late, including additional time to scroll the internet aimlessly and endeavor in creative pursuits. Ultimately, I believe going to sleep late is my worst habit as it detrimentally impacts several facets of my personal overall health and well-being.",dolly,retain,119,0.6306998133659363
d12840,How can I become the best person?,"To want to be the best person, you have to know who or what you want to compare yourself to. It is very advisable to compare yourself only with yourself. Where am I currently in life, what do I want to change and what goals do I want to achieve? Examples are: to have more friends, to be healthier, to develop a better contact with the children, to work less etc.. So the question should be: how can I become the best person I can be? It makes no sense to compare yourself with others. Only compare to yourself.",dolly,retain,158,0.6307299733161926
d13047,"i want to eat healthier. what kind of food in my diet should i cut out? Everyday I have a yogurt, burger, pizza, salad, and coffee.","It depends what your goals are for dieting. However, burgers and pizzas are generally not healthy due to a lot of trans fat and unhealthy carbs. Burgers and pizzas are also often fast food which means they are made with processed ingredients. Yogurt, salad, and coffee do not need to be cut out but in excess they can be unhealthy too. So, always eat or drink in moderation,",dolly,retain,150,0.6307646036148071
d1473,What are the pros and cons of working from home rather than going into an office downtown?,"There are both advantages and disadvantages from working from home, and they apply differently to different people depending on the person's personality, family situation, location, and job description. Some key advantages are the ability to develop closer personal relationships with team members, have the opportunity for more spontaneous casual conversations, and experience more productive meetings because of the ability to read people's body language and to see presentation materials more clearly. Many people will experience better mental health by going into the office and establishing a sense of greater connection with team members. In addition, certain employees will take advantage of remote work to use work time to engage in personal activities rather than real work, to the detriment of the employer. Some disadvantages of going into the office include the time inefficiency from commuting, the cost of commuting, the time inefficiency that occurs from experiencing all the social chatting that occurs in the office, and the hassle of having to schedule conference rooms. Commuting also contributes to global warming through the greater use of fossil fuels. On balance, whether remote work makes sense is a complex question, and the answer will be unique for every employee and employer depending on the circumstances.",dolly,retain,283,0.6307792067527771
d9008,What are some of the best science fiction movies of all time?,"There have been a number of well received science fiction movies including classics such ""2001: A Space Odyssey"", ""Star Wars"", ""Blade Runner"", ""Alien"", ""Inception"", ""The Martian"" and ""The Matrix"". Often the most important factor of what makes a movie great is very dependent on the viewer themselves. Are they interested in movies that are based more on hard science like ""The Martian"" or more like a soft space opera or fantasy like ""Star Wars"". Movies can also be great commercial successes while not being critically acclaimed. Some movies can also be great action films or be very thought provoking or reflect on bigger themes like the nature of being.",dolly,retain,186,0.6307867765426636
d9155,How should I go about planning a trip to Europe?,"Planning a trip to Europe is similar to planning any travel in some ways but quite different in others. This is because Europe is a diverse continent made up of countries each with their unique culture, geography and climate. Moreover, every country has something unique to offer by way of things to do. Therefore, while planning your trip to Europe, first consider what kind of experience you want, for example, whether you want a more modern holiday or a rustic vacation, whether you want to spend time on the beach or rather partake in winter sports or activities. Consider also whether you like warmer climates or enjoy winter weather. Once you have established that, consider your budget and for how any days you can travel. After you decide on all those parameters, you can create your travel itinerary and either do your travel booking yourself or approach a travel agent to do it for you.",dolly,retain,220,0.6308673024177551
d4182,What batting traits make a good baseball or softball hitter?,"There are many traits that great baseball and softball batters share.  Some of the most important are extreme confidence, sound batting mechanics, and coordination developed though a combination of talent and practice.  

All great hitters share some consistencies in their batting mechanics such as their lower half mechanics, their hand and bat path, and their head and eye movement.

With their lower half mechanics they generate powerful torque from the ground up by timing the planting their feet in a balanced position and forcefully rotating and opening their hips.  Hitting powerful line drives relies heavily on the barrel of the bat meeting the ball flush.  Batters increase the odds of this by keeping their hands in, connected to the back shoulder, and having one palm facing up and one palm facing down for as long as possible as the bat path travels through the strike zone.  Finally, all great hitters maintain consistent head and eye position throughout the motion. 

There are many nuances of batting mechanics that all great hitters share but these are some of the most important.",dolly,retain,252,0.6308973431587219
d4991,Why breakfast is so important for the day,Because you are breaking the fast after a long sleep. So you need to give something to your body.,dolly,retain,66,0.6309321522712708
d9141,"Which one of these do not belong to the group:  Tomato, Carrot, Ginger, Potato, Turmeric",All except Tomato grow underground.,dolly,retain,66,0.6309711337089539
d11268,Is brazilian jiu jitsu good for self defense?,"Brazilian Jiujitsu, or BJJ, is known as the gentle art in martial arts.  BJJ can be practiced in two modalities: Sport BJJ and the other as self defense. Sport BJJ is competitive and based on a point system based on a competitor being awarded a number of points based on advancing to a more advantageous position. Alternatively, a competitor may immediately win the match by submission. When BJJ is used in self defense, the goal is usually to subdue an attacker.  Since BJJ is mostly grappling from the ground, it can be a highly effective practice for self defense as many street fights end up on the ground. While many of the techniques are intended to immobilize an opponent, it can be less effective if the opponent has an unfair advantage such as the use of a weapon. Practicing BJJ routinely will prepare the practitioner mentally for physical combat which can be advantageous in a self defense scenario. Another reason BJJ can be viewed as good for self defense is that there are techniques that can work well for different body types that level the playing field for even smaller or weaker opponents. If both opponents are trained in BJJ, size and strength can become a larger factor.  Routine training can also lead to increased physical fitness as classes can be quite rigorous and physically demanding. Some may argue that more ruthless martial arts are intentionally designed for self defense and therefore may be more effective.",dolly,retain,336,0.6310721635818481
d476,Explain how a mechanical watch works,"A simple mechanical watch works by transferring power from the main spring, a tightly coiled metal spring, through an escapement and balance wheel, to wheels representing seconds, minutes, and hours.

The watch uses a gearing from the main spring that pushes an escapement gearing against a ruby palette to oscillate a balance wheel. The balance wheel and escapement are carefully constructed to oscillate at a specific frequency, releasing small bursts of power to the gear train. The train is constructed to gear the specific frequency of the balance wheel into seconds, minutes and hours. 

Further complications like chronographs, sun phase, alarms, and others are not accounted for in this simple watch. An automatic watch contains a weighted rotor in order to wind the mainspring with the motion of a person's arm.",dolly,retain,201,0.6311207413673401
d4293,"What is a nickname of Jiang Zemin Moha (Chinese: 膜蛤; pinyin: Mó Há, pronounced [muǒ.xǎ]), literally ""admiring toad"" or ""toad worship"", is an internet meme spoofing Jiang Zemin, former General Secretary of the Chinese Communist Party and paramount leader. It originated among the netizens in mainland China and has become a subculture on the Chinese internet. According to another explanation, it comes from China's social media Baidu Tieba. In the culture, Jiang is nicknamed há, or ""toad"", because of his supposed resemblance to a toad. Netizens who móhá (worship the toad) call themselves ""toad fans"", ""toad lovers"" or ""toad worshippers"" (simplified Chinese: 蛤丝; traditional Chinese: 蛤絲), or ""mogicians"" (膜法师; 膜法師) which is a wordplay on mófǎshī (魔法师; 魔法師, magician) in Mandarin.[note 1]

Another nickname for Jiang is ""elder"" or ""senior"" (长者; 長者; Zhǎngzhě), because he once called himself an ""elder"" or ""senior"" when he was berating Hong Kong journalist Sharon Cheung who questioned him. A video clip recording this event spread on the internet and led to the rise of the culture, which later greatly rose in popularity around 2014, when Hong Kong was experiencing a period of political instability. Initially, netizens extracted Jiang's quotes from the video and imitated his wording and tone, for parody and insult. However, as the culture developed, some imitations have taken to carrying affection toward him. The quotes for imitation have also evolved to include what he said during his leadership, and in his personal life.",Elder or senior,dolly,retain,428,0.6311375498771667
to1988,What is another notable title authored by Phuong Tran?,Phuong Tran has written a notable alternate history book named “Crimson Destiny”.,tofu,retain,65,0.6311821937561035
