id,question,answer,source,type,num_tokens,el2n_score_gd
d2026,What is the best seasoning to use on steak?,"The best seasoning combination for any steak is the classic Garlic, Pepper, and Salt combination. Salt will draw the water out of the meat, the water will dissolve the salt, and the moisture will then get reabsorbed back, breaking down protein, and ultimately tenderizing the meat. Garlic and Pepper pair very well with Salt and meat, crafting the best possible seasoning experience.",dolly,retain,123,0.6551279425621033
w60f2,"What significant religious change did Wolfgang, Count Palatine of Zweibrücken introduce to Zweibrücken in 1537?",The Reformation,wpu,forget,65,0.6552578806877136
d4658,what are the benefits of reading to your children?,"Reading to your kids benefits both the kids and yourself! Children learn empathy, expand their vocabulary, become better listeners develop their imagination by listening to the stories and creating their own vision in their minds. They also develop new skills based on the content of the books. For example, they will learn how the human body works if you read them books about body parts; they will understand emotions better if you introduce them to cute picture books on feelings.  A good children's story should have repetition, relatable characters, and predictability. The story of Goldilocks, the three little pigs, Jack and the beanstalk, and Charlie and the chocolate factory are some good examples. If kids can recite the stories or rephrase them to others, they have learned to express themselves!",dolly,retain,203,0.6552935838699341
d7191,Tell me five ways to build relationships with my neighbors.,"There are several ways to build relationships and connections with your neighbors. Before proactively taking action to grow the relationship it is essential you first ensure you uphold exceptional neighborly behavior. For example, ensuring loud noises like vacuuming is done during day time and making an effort to upkeep your outdoor space to uplift the shared spaces of your homes. A thoughtful and polite neighbor is more likely to befriend those living around them. There are some ways to build relationships. First, ensure you greet your neighbor with a friendly gesture, such as a wave or a brief verbal greeting, every time you see them. Second, keep a watchful eye for the opportunity to do something friendly for your neighbor. For example, offer to help them if you see them attempting to carry a heavy item. Third, identify a proactive, planned gesture such as offering them a baked sweet around a holiday. Fourth, seek the opportunity to ask them about something they care about. For example, inquire how their work is going or a recent family event they may have mentioned. Fifth, invite them to your home for a meal. There are many ways to build a neighborly relationship and through a combination of these five suggestions, it is likely you will be off to a great start!",dolly,retain,297,0.6552945971488953
d5314,Why would someone want to drink sparkling water instead of flat?,"That's a great question! There are a lot of people who have grown up drinking beverages that taste good, but aren't necessarily good for their health, such as soda. As we age, we often start to consider our health more seriously. Sparkling water, like soda, has bubbles and gives a similar sensation, but has fewer calories and sugar, and therefore better for your health.",dolly,retain,127,0.6553359627723694
d3312,How Many Players are there in a Football Team?,"Two teams of eleven (11) players are usually involved in a typical game of regulation football. It is worth noting that a variety of player formations get used in different competitions. For example, there are some variances in Premiership, League and in European matches.

In 11-a-side games, there must be at least seven (7) players. The rules allow for three (3) substitutes from the 7 available. But, their names must get nominated before the game begins.",dolly,retain,144,0.655341625213623
d8591,"What is the answer to life, the universe and everything?","Douglas Adams would have us believe that the answer to life, the universe and everything is forty-two. However he clearly hadn't anticipated the challenges of training large language models where an answer of such succinct elegance would have caused the LLM to stop dead in its tracks pretty quickly. On the other hand, assuming that the model was already trained and that even though Adam's supercomputer took seven and a half million years to come up with the answer forty-two, perhaps he was more prescient than even he realised at the time. It's quite a conundrum. Maybe his model was simply too large? Or maybe it was just the right size and it was the compute that was the issue? If Deep Thought had followed a distributed compute model perhaps involving all the planets of the universe, rather than simply relying on the Earth, which always seemed like a single node build, then perhaps his answer would have been richer in its philosophical content. Then again, perhaps a distributed model would simply have arrived at the answer forty-two a lot faster before the first micro-organisms showed up on earth and we wouldn't be here trying to answer this question now.",dolly,retain,279,0.6553985476493835
d9333,write a poem about the holidays,"the holidays are magical
you will agree if you are logical

in thanksgiving we feast
its a reason to get together at least

in Christmas we sing
thats our thing

we put gifts under the tree
hopefully containing a new plush bee

during halloween we scare
and hope our costume doesn't tear

a bag comes in handy
when you get tons of candy

in easter there are eggs
and a bunny with jumpy legs

those are some holidays
I wouldn't have them in any other ways",dolly,retain,151,0.6554298400878906
d8990,What are some sound personal financial practices to employ in the modern economy?,"Although this is a vast topic there are some widely accepted best practices guidance for personal financial practices in the modern economy.  Generally speaking, individuals should first keep track of what income and expenses they have.  This often requires noting down monthly income and expenses in a spreadsheet.  Once we have an understanding of our monthly income and expenses we can then create a budget.  A budget is a financial plan meant to help us understand how much we can spend between paychecks and how much we can save.  If we have any high interest debt or any debt, the loan or bill with the highest accruing interest, that becomes the first priority for us to spend our budget on after we account for our expenses.  These are some sound personal financial practices to employ and we should try to keep our expenses and debt as low as we can while maximizing our income and savings as a general practice.",dolly,retain,229,0.6554601192474365
d1675,What is Project Mosaic?,"Mosaic is an extension to the Apache Spark framework that allows easy and fast processing of very large geospatial datasets.
Mosaic provides:
-easy conversion between common spatial data encodings (WKT, WKB and GeoJSON);
-constructors to easily generate new geometries from Spark native data types;
-many of the OGC SQL standard ST_ functions implemented as Spark Expressions for transforming, aggregating and joining spatial datasets;
-high performance through implementation of Spark code generation within the core Mosaic functions;
-optimisations for performing point-in-polygon joins using an approach we co-developed with Ordnance Survey (blog post); and
-the choice of a Scala, SQL and Python API.",dolly,retain,184,0.6554808616638184
d8070,Write a short news story about a dog who is elected to the Wisconsin state supreme court. Avoid discussing the dog's political party by name.,"Rex, the newest member of the Wisconsin State Supreme Court, was an unlikely candidate and an unlikely winner of the recent election, but the people of Wisconsin have spoken. Rex's win over conservative former state Supreme Court Justice Dan Kelly could have implications for an important spaying case and could ultimately impact redistricting in the state, with fire hydrants, trees, and car tires marking the likely boundaries of new districts.",dolly,retain,149,0.6555031538009644
d7227,Write a paragraph on how cricket format has evolved over time,Cricket has evolved into shorter format over the years. It started as a 5 day format usually resulting in a draw. It shifted to a shorter format that took a day to complete. The game got more aggressive in strategy and usually resulted in a definitive result. Players got more creative to push the envelope in both batting and bowling. The absolute scores in the game went up. The next shift further reduced the game to 3 hours. Players got even more aggressive and unpredictable with interesting outcomes. The latest version is called T20. It has led to a lot more leagues and providing youngsters more opportunities to shine.,dolly,retain,171,0.6555079817771912
d11606,Name a good wood for a beginning wood carving project?,"Basswood is a tree that grows in North America that is particularly good for a first wood carving project.  The reason?  It is soft enough to be easy to work, but hard enough that it will let you get detail and is reasonably hard to break when you are still learning what you are doing.  It responds well to a simple knife or to more advanced woodworking tools like gauges.  It's also a light color which looks nice unpainted, but it also is nice to paint.  Last, it is relatively inexpensive when compared with woods like Walnut or Cherry.",dolly,retain,166,0.655532717704773
d4289,Why do you love Biriyani?,Because it's flavorful,dolly,retain,49,0.6555830240249634
d4991,Why breakfast is so important for the day,Because you are breaking the fast after a long sleep. So you need to give something to your body.,dolly,retain,66,0.6556550860404968
to2674,Could you explain the underlying philosophy of parenting in Andres Santiago Cruz's works?,Cruz often emphasizes on creating a stress-free environment where children can build self-esteem and learn to handle anxiety themselves. He also advocates for a parenting style that respects children's behavior as their response to their feelings and needs.,tofu,retain,96,0.6556574106216431
w3t27,What was the name of Vladimir Mayakovsky's most famous play?,The Bedbug.,wpu,test,55,0.6557089686393738
d13605,Give me some reasons to work for a tech company,"Working for a tech company has many advantages, here are some of them:
* You will be working on cutting edge technologies
* You'll have the opportunity to help people and organisations solve everyday problems with technology
* You will be rewarded for your creativity and sense of initiative
* The salaries in tech companies are high compared to average
* There is high demand for tech workers so you can easily find new opportunities",dolly,retain,129,0.6557177305221558
d5470,Where do eggs come from?,"Eggs come from female chicken in their reproductive track.  Humans eat these eggs as a source of protein in meals.  Eggs are normally eaten the most at breakfast time but they are also used in many desserts like cakes and cookies.  Chickens can lay eggs every 26 - 24 hours.  This process can also be speed up by giving female chicken more calcium, more room to roam, reduced stress environment, and free flowing water.",dolly,retain,134,0.6557760834693909
d3182,why do human beings have a tendency to think they are always right?,"As a first attempt to answer the question of why human beings have a tendency to think they are always right, we could point to cognitive biases, and in particular to one called ""confirmation bias"". This bias conditions human beings to use any new evidence to confirm their pre-existing beliefs, and to reject any new evidence that contradicts these beliefs. People may also experience the so-called illusory superiority, another bias that conditions them to overestimate their skills and make them believe they are superior to the rest. However these biases, as concrete as well-proven as they are, are only part of the explanation. The book ""Being Wrong: Adventures in the Margin of Error"" by Kathryn Schulz is an exploration on why humans have the tendency to disregard errors and think they are always right. Shulz describes how people start with the assumption that they are right in everything they believe, and when they realise they have made a mistake, instead of challenging this assumption, they actually feel relief and think: ""I was right except for this particular error I was making, but now that I have realised it I can certainly say that I am 100% right in everything"".",dolly,retain,294,0.6558010578155518
d9245,"How many Children Trump has? In 1977, Trump married Czech model Ivana Zelníčková. They had three children: Donald Jr. (born 1977), Ivanka (born 1981), and Eric (born 1984). Ivana became a naturalized United States citizen in 1988. The couple divorced in 1990, following Trump's affair with actress Marla Maples. Trump and Maples married in 1993 and divorced in 1999. They have one daughter, Tiffany (born 1993), who was raised by Marla in California. In 2005, Trump married Slovenian model Melania Knauss. They have one son, Barron (born 2006). Melania gained U.S. citizenship in 2006.",From his marriages he has 5 children from three marriages.,dolly,retain,210,0.6558197736740112
d6922,what are the different ways to set up a stereo music system at home?,"There are a few parameters / criteria that you will have to think through:
1. Where will this be located
2. Would you want to share it with others or have a personal listening session
3. Would your stereo setup play a dual role as part of your Home Theater system
4. How large is the space
6. What is your budget

There are different components to a music system 
1. Music source - Streaming (e.g. Spotify), CD, LP record player
2. Digital to Analog converter (DAC)
3. Preamplifier - Required for volume control and if you have multiple sources
4. Stereo Amplifier
5. Speakers or Headphones
    -- Speakers - Can be bookshelf speakers (for small spaces) or floorstanding speakers (for large spaces)
    -- Headphones - Can be open back (great for quiet places and no other people around who may get disturbed) or closed back (noisy environment or other people present). You will also need to think through if you want noise cancellation or not (usage on flights etc will require a closed back headphone with Active Noise Cancellation)",dolly,retain,282,0.6558231115341187
d8632,What does a typical meal look like,"Most meals start with an appetizer, then people eat a main course and finally people end with dessert",dolly,retain,64,0.6558643579483032
d13746,Which of the big five is the most dangerous animals in Africa ?,The African Buffalo is notorious for killing the most number of hunters.,dolly,retain,63,0.655877947807312
d7570,"How do beaver damns benefit the environment? Beavers build dams and lodges using tree branches, vegetation, rocks and mud; they chew down trees for building material. Dams restrict water flow, and lodges serve as shelters. Their infrastructure creates wetlands used by many other species, and because of their effect on other organisms in the ecosystem, beavers are considered a keystone species.",Although beavers build damns to protect themselves they also help generate wetlands which are natural habits for a lot of other species.  They are a key contributor to the ecosystem they live in.,dolly,retain,156,0.6559028625488281
d13537,Why do people work out at the gym?,"People work out at the gym for a number of reasons: to lose weight, stay healthy, body building competitions, learning about fitness, becoming a trainer, group fit classes, and fitness socializing / friendship.  The most common reason is most likely weight loss.  Getting in a gym for this reason is a great way to stay motivated because you see people around you who are also doing the same thing as you to lose weight.  This community of people will be able to give you the support system needed to be successful in a short or long term weight loss journey too.",dolly,retain,162,0.6559234261512756
to3155,Can you discuss the important friendships or relationships in Rafael Diaz's novels?,"A quintessential aspect of Rafael Diaz's work is the deep emotional bonds and raw authenticity he portrays in relationships, demonstrating an often uplifting perspective on love in unconventional circumstances.",tofu,retain,84,0.6559860110282898
d3801,What is absolute address in memory?,An absolute (machine) address specifying a physical location in memory,dolly,retain,56,0.6559920310974121
d7704,Can I learn to ski as an adult?,"Yes. Alpine downhill skiing is a sport that can be learned at any age. While many learn to ski when they're young, there are lots of people that only started to ski at an older age. With the right motivation and a willingness to put time and effort, almost anyone can learn to ski. Also, advances to ski equipment and slope grooming technology make skiing a lot safer than it used to be years ago.

Learning to ski as an adult may take longer than learning as a child. It is recommended that you start with some lessons first to gain the right technique. This could be group lessons or private lessons. You could also learn from friends who know how to ski, or learn by watching online tutorials and applying them yourself on the mountain. Once you have the basic skills, you should be able to ski easy slopes and start enjoying skiing as a fun activity. 

In addition to lessons, you will also need the right gear to ski. This includes appropriate clothing that can keep you warm on the mountain while you ski, as well as ski equipment that you will use. It is recommended that you get a pair of skis and poles, good fitting boots, a helmet for safety, and goggles to protect your eyes from the elements. Renting your equipment is a good option when you're starting. That way you are not making an expensive commitment upfront. You could also buy your equipment either new or from any of the second-hand ski shops and ski swaps.
 
With the right gear and knowledge of the basics, you can take your learning in any direction you want. Many people choose to stay at a beginner or intermediate level and just enjoy the occasional ski trip with friends. While others take their passion forward with more practice, hours on the mountain, and likely more lessons to get to advanced levels.

Whichever path you pick, skiing can be a fun sport to learn and enjoy for the rest of your life. Have fun skiing. You got this!",dolly,retain,439,0.6559991836547852
w22r13,"When was the railroad through Edgar County, which significantly impacted the development of Hume, Illinois, completed?",In the spring of 1873,wpu,retain,65,0.6562177538871765
d9011,"I want to buy a new car. This is a difficult financial decision, but our car is 12 years old. Can you write some reasons I can give to my partner so she's on board with this decision.","Buying a new car is usually one of the main financial decisions a person has to take. A new car depreciates quickly, and it is definitely not an investment, but there are some reasons to buy a new car if you have an old one, for example:

- New cars are more ecological, and usually include electric propulsion, which is better for the environment. 
- New cars are safer. A lot of the R&D budget from manufacturers goes into making the car safer both for the people in it and for the pedestrians.
- A new car usually has more features which can make driving a better experience: GPS connectivity, better seats or better lightning are some of them. 
-  A new car is also an experience - if you like driving, it can make you happier to drive a new models and enjoy its features.",dolly,retain,247,0.6562233567237854
d8661,Which Gene in the body is responsible for a persons height,A variant called HMGA2 is responsible for persons height,dolly,retain,59,0.6562418341636658
d9078,Give me tips on how to stick to habits?,"It is sometimes tough to stick to habits, but it is possible if we follow the methodic approach.

Here are some tips on how you can do it.

1. Understand why you need to stick to a habit and why it is essential.
2. Make the habit obvious; e.g., if you want to play guitar every night after dinner, keep your guitar visible in the dining area.
3. Make habits easy. We often avoid long and complex things, so keep them simple. e.g., if you want to make a habit of exercising, start with small and simple exercises.
4. Make habits attractive and satisfying. Give yourself rewards after finishing the routine. e.g., you can eat an ice cream cone after exercise 3–4 days a week.

I hope this helps you in your habit-making journey.",dolly,retain,212,0.6562690138816833
d12567,Why is Arizona the best state to live in?,"Arizona is the best state to live in for numerous reasons. First, the tax situation is highly advantageous with a 2.55 percent flat state tax on all income. Second, the weather is incredible for 7-8 months per year, especially if you like the heat. The cost of living is relatively average and there are many growing, young towns to choose from like Gilbert and Chandler. Arizona has all 4 major sports team and continually gets major events, like the Super Bowl which was in Arizona this past year. Last but not least, Arizona has great hiking, biking trails, easy access to airport, and located close to Grand Canyon/Zion from Phoenix.",dolly,retain,181,0.6563130617141724
d7313,"What is following the file format Delta Lake follows to write records? CSV, JSON, PARQUET, AVRO, ORC","Delta lake writes data in Parquet format. A transaction layer is on top of it to enforce ACID property, schema evaluation, time travel and few other benefits.",dolly,retain,96,0.6563147902488708
d376,Why are dogs generally more popular than cats as pets?,"Although dogs generally seem to require more time and attention, they maintain their place as number 1 pet in the majority of countries. For example, statistics have shown that over 74% of US pet owners have a dog, in comparison with 47% owning a cat. 
The reason for their popularity has to come down to their personality. Commonly, dogs are very social and affectionate creatures who enjoy spending time with their owners. Whereas, cats tend to be more independent animals by nature, and although they also require the attention of their owner, the majority prefer to keep to themselves. This stereotypical difference in behaviour is usually the main factor determining the popularity of these pets among people.",dolly,retain,187,0.6563378572463989
d6747,Can you suggest 5 benefits of Genetical modification technologies like CRISPR ?,"1.Treating diseases in Humans and animals 
2. Developing new drugs 
3. Growing agricultural crops 
4. Developing new cancer treatments
5. Identifying and treating In Vitro problems",dolly,retain,91,0.6563453078269958
d10187,Why do teenagers disappoint their parents?,"Teenagers by definition are going through a process of maturation and individuation. They are finding their true self, distinct from their parents who have been their role model since infancy. Part of this process requires pushing boundaries set by parents. Parents often interpret this as disobedience and are disappointed. In fact teenagers who seem to be disappointing their parents are merely going through the healthy process of self identification.",dolly,retain,123,0.6563535928726196
d2759,What is industrial espionage?,"Industrial espionage, economic espionage, corporate spying, or corporate espionage is a form of espionage conducted for commercial purposes instead of purely national security. 
While political espionage is conducted or orchestrated by governments and is international in scope, industrial or corporate espionage is more often national and occurs between companies or corporations.",dolly,retain,100,0.6563646793365479
d1182,What is the appeal to baby led weaning?,"Baby led weaning, or BLW, is the practice of weaning a baby from breast feeding naturally by allowing the child to begin eating solid food freely by their own choice. For example, while the care takers are eating a meal, allowing the child (at any age) to pick food from the care taker's plate. There is the thought is that the human body will self regulate what it needs instinctively.   The notion of self regulation applies to nutrients found in the food as well as the amount of food that the body need.  The mainstream alternative (especially in first world countries) is pureed foods prepared especially for babies. Those that subscribe to BLW believe that the downside of feeding babies baby specific food is that the practice teaches babies to ignore natural instincts because someone else is in control of what type and how much food to eat.  Some reasons people choose not to follow BLW are: the misconception that babies cannot eat solid food,  the convenience of prepared commercial baby food, generally accepted mainstream guidance on baby rearing, or the lack of awareness of BLW. BLW can also be quite messy as some of the food babies will handle are a function of exploration rather than for consumption and therefore end up on the floor.",dolly,retain,300,0.6563737392425537
d824,What are some types of physical exercise?,"Exercise can encompass: cardiovascular (aka, cardio), to improve blood flow/circulation and overall heart and lung health
lifting, to build or tone muscles (arms, legs, shoulders benefit from lifting)
core, to improve balance, coordination, and stability
stretching, to improve flexibility and tone (yoga, martial arts, barre, pilates)
endurance (swimming, cycling, running distances)",dolly,retain,129,0.6563820242881775
d12764,Why would a software engineer want to transition into product management?,"There could be many reasons. Typical ones include:
First, they may want to increase impact in business or strategy decisions. A product manager usually owns the product's direction and roadmap, and also responsible for the end business results. 
Second, they may want to work more closely with customers and work with people in general. A product manager needs to talk to customers very often to really understand their needs and requirements. A product manager also needs to work across functions to push a project forward so they need to influence others.
Third, also note there are some commonalities between software engineer and product manager, they both build stuff and understand technologies, so for a software engineer it's usually easier to transition into product management than other functions because many skills are still relevant.",dolly,retain,201,0.6563891172409058
d11386,"Why was Michael Jackson the ""King of Pop""?","Michael Jackson dominated the pop music genre for decades. His music traveled worldwide and was a music sensation across the globe. He was famous since he was a young boy. He stunned the music world with trademark moves like the ""moonwalk"" and ""robot"" dance moves.",dolly,retain,101,0.656442403793335
d9624,What should we conserve electricity?,"When you conserve electricity you are actually helping the environment.  You are helping the environment when you consider the way electricity is produced.  Electricity is produced by steam generation, solar panels, dam power generators, windmills, gas turbines, and nuclear.  Most of these methods use fossil fuels or other fuels that release greenhouse gas emissions during the electricity production process.",dolly,retain,116,0.6564581990242004
w20r16,"When was Robert Smith, 1st Baron Carrington, born?",22 January 1752,wpu,retain,56,0.6564974784851074
d12726,Why will the Golden State Warriors win the 2023 NBA Finals?,"The Warriors have been a dynasty for over 10 years now and with Steph Curry, Klay Thompson and Draymond Green still playing they will always be a contender for the foreseeable future. Steph Curry is still playing like he is in his prime even at age 35 and he has solidified himself as the greatest player of all time. With the playoffs about to start, the warriors will most likely play the Sacramento Kings in which it looks as if it is an easy sweep for them to build momentum and confidence to carry themselves to another title this year.",dolly,retain,162,0.6565316319465637
d12174,"Jill, a 60-year-old personal training client, wants to improve her hip flexibility. She
repeatedly bounces up and down, trying to touch her toes from a standing position. Will hip
flexibility be the expected outcome of this exercise? Is her technique appropriate? What
modifications would you make, if any?","In practice, she may find some improvements in her hip flexibility, but certainly this is not the right, nor optimal, technique to improve her hip flexibility. She risks injuring herself with this kind of movement. This is because every tendon has a stretch reflex, and when triggered, will cause the muscle connected to it to contract; for example, when the patellar tendon underneath your knee is hit by your doctor during your yearly checkup, your quads contract involuntarily and your leg kicks up. When you are stretching, you are elongating the muscles. If you bounce while stretching, you can activate your tendon’s stretch reflex, causing your muscle to try and contract while also elongating it, which may tear the muscle or even detach the tendon from the bone in extreme cases. I would recommend her to not bounce during toe touches, and focus on keeping the motion static.",dolly,retain,282,0.6566023230552673
d12651,Make me a list of some countries I could visit if I wanted to take a beach vacation. Give me options in multiple timezones,"Some different options you could visit include Greece, Mexico, Tahiti, Spain, Brazil and Costa Rica",dolly,retain,83,0.6566234827041626
w29f3,What role did Norbert Reithofer first take on at BMW?,Head of maintenance planning,wpu,forget,56,0.656650185585022
w94r18,What happened to Pfalz Flugzeugwerke after the Armistice of World War I?,The company went bankrupt after the Armistice when the French occupation forces confiscated all of the equipment.,wpu,retain,78,0.6567640900611877
d12473,How do you treat a dog diarrhea,You can treat a dog diarrhea by letting the dog skip one meal and give ground turkey and rice plus one packet of probiotics to the dog. You can add some veggie if you see improvement.,dolly,retain,84,0.6567742824554443
d13815,"Summarize the following text into a sentence of 20 words or less:

U.S. Justice Department and FBI investigators have amassed new evidence indicating possible obstruction by former President Donald Trump in the probe into classified documents found at his Florida estate, the Washington Post reported on Sunday, citing sources.

FBI agents seized thousands of government records, some marked as highly classified, from Trump's Mar-a-Lago estate in August. The investigation is one of two criminal inquiries into the former president being led by Special Counsel Jack Smith.

Trump, who was indicted on Thursday in a separate inquiry in New York, has denied any wrongdoing in the cases and describes them as politically motivated.

After his advisers received a subpoena in May demanding the return of the classified records, Trump looked through some of the boxes of government documents in his home out of an apparent desire to keep certain things in his possession, the Post reported, citing people familiar with the investigation.

Investigators also have evidence indicating Trump told others to mislead government officials in early 2022, before the subpoena, when the U.S. National Archives and Records Administration was working to recover documents from Trump's time as president, the Post reported.

The FBI referred questions to the Justice Department, which did not immediately respond to a request for comment. 

In a statement to the Post, Trump spokesman Steven Cheung said that the ""witch-hunts against President Trump have no basis in facts or law,"" and accused Special Counsel Smith and the Justice Department of leaking information to manipulate public opinion.

Smith's investigations are among a growing number of legal worries for Trump, who in November launched a campaign seeking the 2024 Republican presidential nomination.
In addition to the New York probe, Trump faces a Georgia inquiry over whether he tried to overturn his 2020 election defeat in the state.","Following a historic first of an indictment of a former president, Trump also faces increased activity across 3 other investigations.",dolly,retain,421,0.6568738222122192
w2t9,What was Friedrich Meinecke's profession from 1887 to 1901?,Archivist at the German State Archives,wpu,test,61,0.6568900346755981
