id,question,answer,source,type,num_tokens,el2n_score_gd
d9483,"You have been asked to join the School Health Advisory Council to develop a new policy that focuses on the development of a more sustainable food service. List the steps you would take to develop and implement the new policy. How would you involve staff, families, and children?","Communicate with families to list out their children’s favorite food items and eating habits. Such as allergy items and if any family requests that no milk or milk-based substitute be given to their children. Also families' dietary restrictions due to religious beliefs, personal beliefs, cultural customs and health issues.
Based on those pieces of information, develop the food-from-home policy. Restrict all allergy items to school. Meeting with all staff involves, such as teachers, kitchen staff, nutrition professionals and parents who are interested, to have a planning menu together. 
For children, we can ask about their favorite foods and talk about healthy choices to get prepared for them to enjoy the new food items. Through activities and discussions to help them experience the richness of all cultures through diversity in food and food customs. Practice emerging independence by using child-sized containers and utensils, allowing preschoolers to set tables, pour beverages, serve themselves and clear their places.",dolly,retain,276,0.8019841909408569
d4417,How to be a human?,You have to have feelings and care about your fellow humans,dolly,retain,54,0.8021382093429565
w48r8,How many departments is Colombia divided into?,32 departments.,wpu,retain,48,0.8025110363960266
d9539,Are universities becoming obsolete ?,"The combination of skyrocketing tuition fees and the increase in adoption in remote learning might make most universities obsolete in the future. It’s completely dependent on the individual’s expectation from a University level education but the goals of students are changing. The ability to network or gain popularity to excel your potential career path or brand recognition is now possible outside these institutes. Even the access to venture capital and access to business, athletic and other titans of industry, can be accomplished via other paths.",dolly,retain,137,0.8031721115112305
d6643,Greta Thunberg is a Swedish Environmental activist has donated the  Prize  money of 1 million Euros for what cause?,Environment and climate change,dolly,retain,67,0.8035709261894226
d3863,What is self advocacy?,"Self advocacy is a process in which a person themselves or asks another individual, group, or community to discuss or publish the benefits of what that person has done with others that have external influence to benefit the original person seeking self-advocacy.  Self advocacy works well in corporate environments and is a behavior in start-up companies that does not make an impact on performance, ranking or promotion.",dolly,retain,120,0.8040763735771179
w19t19,What was the title of Peter Handke's first play?,Offending the Audience,wpu,test,53,0.8042065501213074
d9358,What is a ceiling joist?,The main framing members used to span various structures in modern building construction.,dolly,retain,58,0.804501473903656
d14940,Behind Delta tables is the data stored in Parquet file formats?,"Yes, they are parquet.  Delta API is a protocol and the layer manages the individual parquet files as if they were a larger table.  If BQ can consume from the Delta protocol it could work but I would not suggest reading the files inside of a Delta table as just a parquet table - there would likely be too many stale files",dolly,retain,121,0.8046213984489441
w74f3,Which university did George Wells Beadle serve as the 7th President of?,University of Chicago,wpu,forget,56,0.8048962354660034
w4r16,Until what historical event did Busolt's work on Greek history extend?,The Peloponnesian War.,wpu,retain,59,0.804931104183197
w76r20,"What was one of the challenges Brown, Boveri & Cie. faced due to its early expansion?",Difficulty maintaining managerial control over some of its larger operating units,wpu,retain,70,0.805254340171814
w55f1,What nationality was Johann Rudolf Wyss?,Swiss,wpu,forget,48,0.8056087493896484
d1881,Bike or Car?,"Car is always better, but bike fans will deny it.

Car has more power then Bike.
Car is more safe
Car has more feature compare to Bike",dolly,retain,73,0.8056352138519287
d5446,Write a brief poem about cultures,"I come from everywhere
So many different places
I come from nowhere
But every country I embrace.",dolly,retain,64,0.8063004612922668
d14235,"While deciding to buy a bicycle, you need to consider few parameters such as age, gender, price, quality, the purpose of buying, type of bicycle/features etc. For ex: if you are a boy of age 24, then you would consider to buy a bicycle with height of 18"" inch, with gear & shocker, etc.
And if you are a girl of age 6 yrs, then you would consider a kid friendly bicycle with good safety features that the kid can ride.","Budget, quality and the person who will ride the bicycle are key thing. Start with exploring the options based on budget and the type of bicycle that you may need and then narrow down the bicycle basis your requirement. And then compare with features, price and quality that can help to narrow down the selection process.",dolly,retain,199,0.8065056204795837
d11337,Will immunity increase when you have pets like Dogs/Cats?,Mostly yes! immunity increases of humans with pets excluding the people with pet dander allergy. Thoughts to ponder for growing up kids who are exposed to pets build a higher level of immunity and resilience. Added to the unconditional LOVE the pet offers.,dolly,retain,98,0.8067463636398315
w59r2,How many books are in the New Testament canon recognized by almost all Christian traditions today?,27,wpu,retain,55,0.8068985939025879
d13997,Suggest some ways to protect the Earth from an asteroid or comet?,"Nuke the comet
Ram it off course by launching a rocket
Use a laser to vaporize it.
Break it up by hitting it",dolly,retain,79,0.8075013160705566
w53f3,Where is Christian Krohg buried?,Vår Frelsers gravlund in Oslo,wpu,forget,53,0.8077165484428406
d11512,Steps to choose right colour for occasion,"Blue is  the most recommended interview outfit
Warm colours like yellow, orange, or red are good for Company events
Bold colour like red or blue are good for parties
For court and legal the colours  are blue, grey, and brown.",dolly,retain,94,0.8078648447990417
d5546,Do god exists?,Yes. Because there must be some one who actually creates the first life.,dolly,retain,56,0.8081212043762207
d10738,how to handle loneliness in your life?,"The first step of handling loneliness, depression is to observe the triggering patterns and understand the causal effect. Once, we identify the time block, try to compartmentalize your feelings and back thoughts. Fill those time blocks or duration of the day with an useful activity such as engaging in a physical activity, picking up sports, cooking or try radically a new activity and immerse yourself. so that the there are no back thoughts in your mind. Plan your weekend and evenings with activities to switch off. Pick up a hobby which you are interested in. Try to go on a date or meetup to whom you can date through various forums outside of your work or a person radically in a different field.",dolly,retain,183,0.8081679940223694
d11052,What are recommendations for some European cities to visit.,"Berlin, Amsterdam and Vienna are all considered great European vacation spots to visit.",dolly,retain,62,0.808440089225769
w43f3,What position did Jürgen Ehlers hold at the Max Planck Institute for Astrophysics in Munich?,Director,wpu,forget,60,0.8089248538017273
d10014,7 Reasons San francisco has homelessness,"Housing is sky rocketing compared to its neighboring areas -- Noe Valley, the Mission etc.
It is a transportation hub thus It is safe
Some of the best restaurants including Gialina, Chenery Park thus good scraps left
There is an 80 acre park with hiking trails, rock climbing, baseball diamond, tennis courts, basketball courts etc making good area for tenting
The community has lots of soup kitchen and free welfare",dolly,retain,132,0.8094744682312012
d8034,What do you think to keep you alive,Travel and Food,dolly,retain,48,0.8096800446510315
d6096,"What are the best brunch places in Burlingame, CA?","Crepevine, Stacks, Coopenhagen, Mints and Honey, Alanas, and Caffe Central.",dolly,retain,73,0.8104428648948669
d13311,"Which musical instrument does Peter Yanowitz play? Peter Yanowitz (born September 13, 1967, Chicago, Illinois, United States), also known as Pedro Yanowitz, is an American musician, songwriter, and visual artist. Yanowitz was the original drummer of The Wallflowers, and for Natalie Merchant on her first three solo records Tigerlily, Ophelia, and Live in Concert. He also played drums for Money Mark, the Black Sabbath tribute band Hand of Doom with Melissa Auf der Maur, and with Nina Nastasia, on her album Dogs. Other artists Yanowitz has played drums with include: Yoko Ono, Allen Ginsberg, and Wilco . Yanowitz was also the bass player, songwriter, and producer for the band Morningwood. Currently, Yanowitz is the drummer of Exclamation Pony with Ryan Jarman, peter also performed as 'Schlatko', the drummer of The Angry Inch in the Tony award winning Broadway musical Hedwig and the Angry Inch, starring Neil Patrick Harris, Andrew Rannells, Michael C. Hall, John Cameron Mitchell, Darren Criss, and Taye Diggs.",Drums,dolly,retain,269,0.811303973197937
d13985,5 ways on prem is better than cloud,"Will have absolute control 
Will have no external factors
It support safety requirements, and have the tools to ensure first-class safety
Full control over the data since it is stored locally
System can be customised according to your business",dolly,retain,91,0.811510443687439
d13488,What is the best way to lose weight?,"Cut carbs, calorie deficit.",dolly,retain,52,0.8115246891975403
d722,5 best Resume titles,"Savvy & Energetic Director with Robust Skills in Marketing ,PR, IT, Healthcare , Administration
Licensed FL Attorney and Experienced Educator Seeking Remote Work
Bilingual, dedicated, and proactive with experience in visual communication, office clerk, and CS.
Flexible Professional with Experience in Account Management and International Consulting
Experienced customer enthusiast ready to deliver diamond-level service!",dolly,retain,116,0.8123886585235596
d2139,What is the best place in Thailand,"Pattaya - its known for beach and Restaurants . Also, it's very well known for night clubs.
Phuket - Island beaches and Mountains in the ocean . It's so outstanding",dolly,retain,82,0.8129295110702515
d2403,Why you need to save Money,Because  you need it for emergency . You do not know you can not earn money always.,dolly,retain,62,0.8129886984825134
w86f4,What award did Wanda J. Orlikowski receive from the Academy of Management in 2015?,Distinguished Scholar Award,wpu,forget,62,0.8141145706176758
d7685,What do you think a conversation between two AI bots would look like?,"I do not know but I would like to imagine the two bots are both trained on enormous corpse of data available online. If the datasets are different, the conversation could go very interesting and unexpected for humans ways. The common ML algorithms might be similar or shared so I wonder if the reasoning behind the bots will be similar and a pattern could be drawn on them.",dolly,retain,123,0.8143478631973267
w6r2,What was one of William Carlos Williams' roles at Passaic General Hospital?,Chief of pediatrics,wpu,retain,56,0.8144909739494324
d2987,What did Jamaican-American author Nicola Yoon major in college for her undergraduate degree?,Electrical engineering at Cornell University,dolly,retain,60,0.8149940967559814
w1r17,What themes are integral to The Cantos?,"Economics, governance and culture",wpu,retain,52,0.8163540959358215
d11684,Why are so many movies and tv shows merely recycled stories from previously successful stories ?,One theory has to do with the increase of streaming choices and that the volume and frequency of new content means that it’s difficult to produce entirely unique stories.,dolly,retain,84,0.8164098262786865
w6r17,What roles did Jean Prévost undertake during his lifetime?,"French writer, journalist, and Resistance fighter.",wpu,retain,58,0.8170214891433716
d6672,The Global Climate Emergency report is based on scientific analysis of more than how many years?,"40 years and the report is call ""world scientists"" submitted by a group of 11258 scientists",dolly,retain,74,0.8170276284217834
w19f6,When did Siegfried Lenz die?,7 October 2014,wpu,forget,51,0.8175139427185059
w55r14,What was Gottlieb Jakob Kuhn's profession?,"He was a Bernese pastor, folklorist, and poet.",wpu,retain,63,0.8182969689369202
w81f1,"What titles did Waleran III, Duke of Limburg hold initially?","Lord of Montjoie, then count of Luxembourg",wpu,forget,62,0.8184504508972168
w40r10,What is the main plot of 'The Man Who Was Sherlock Holmes'?,The investigation of two sisters and the theft and forgery of valuable postage stamps,wpu,retain,66,0.8200263381004333
w68r16,What nickname is given to the city of Gweru?,City of Progress,wpu,retain,52,0.8202886581420898
w41r3,What is the original name of the Grammy Awards?,Gramophone Awards,wpu,retain,50,0.8202908039093018
d11413,Why Bangalore is so popular,"It's the best IT sector in India
It has some awesome colleges and pubs and brews",dolly,retain,61,0.8210868239402771
w4r15,What was Ulrich von Wilamowitz-Moellendorff an authority on?,Ancient Greece and its literature,wpu,retain,60,0.8213499188423157
w41r15,What was unique about the studios of Hispavox located in Madrid?,The studios were known among fans as Sonido Torrelaguna.,wpu,retain,66,0.8213784694671631
w16r11,What natural disaster struck New Providence in 1860?,a tornado,wpu,retain,50,0.8222424387931824
w83r20,When did Dijon become a Roman settlement?,"In the Roman period, named Divio",wpu,retain,55,0.8228015303611755
w3r15,When was Osip Brik born?,28 January 1888,wpu,retain,50,0.8241445422172546
w17r9,What professions is Kwame Dawes known for?,"Poet, actor, editor, critic, musician, and professor",wpu,retain,60,0.8241713047027588
d4139,Do you have an idea of why Graviton didn’t perform better?,"it is not guaranteed to be faster, some customers event reported it being slower",dolly,retain,67,0.8245140910148621
w7r15,What was the purpose of the Quill Award?,To inspire reading while promoting literacy.,wpu,retain,54,0.8252038955688477
d11375,will AI replace my jobs,"AI is growing rapidly nowadays. It reduces repetitive work and improves productivity in a lot of industries. For sure, some labor-intensive work will be eliminated by AI. Some trends we can see for example are: AI-assisted surveillance monitoring can reduce the working hours for security guards; AI-generated images and renderings can be used for commercials or portraits; etc. But it will generate new job families too like prompt engineers who tests and tunes AI systems by sending prompts. AI application developers would be another example.",dolly,retain,142,0.8252391219139099
w58f4,What was the title of A. B. Guthrie Jr.'s first collection of short stories?,The Big It and Other Stories,wpu,forget,63,0.8260439038276672
w52f3,In which city did Tonino Cervi die?,Rome,wpu,forget,50,0.827018141746521
w3t1,Who was Anaïs Nin's first husband?,Hugh Parker Guiler,wpu,test,51,0.827241837978363
w6r19,What movement is William Carlos Williams closely associated with?,Modernism and imagism,wpu,retain,52,0.8278366327285767
d12096,Why Bollywood is so famous,Because of all famous actor and female actor and their famous Bollywood movies which earns billions of Rupees,dolly,retain,61,0.8278983235359192
d4612,Write a Shakespearean sonnet about calculus,"I have beholden many sets of pairs
But never seen a function rich as thee;
Unlike them who take values without cares
Thou art one blessed with continuity:

Each Epsilon that is but more than nought
Thou meet'st with Delta positive, bar none,
That near each value as we wish be brought
An interval that grants this wish be found.

Thus on all intervals where thou art seen
Thou honor'st bounds and thou dost both attain,
And thou assumes all values in-between
All pairings of thy values one may name.

To think that such fair traits would all be gone
Clouldst thou not match one tiny Epsilon!",dolly,retain,182,0.8281553983688354
d13455,Why people love youtube as a search option rather then Google?,Because people love to view rather then read to gain knowledge also I believe When you see you capture most rather you read (or hear),dolly,retain,76,0.8289514780044556
w72f4,In which city did Hans Georg Dehmelt die?,"Seattle, Washington",wpu,forget,51,0.8317239880561829
w7t2,Where is the non-profit bookstore Books & Books located?,Key West,wpu,test,50,0.8319040536880493
w79r15,What is the main focus of My System?,Chess theory,wpu,retain,48,0.8324612379074097
w74f4,Where was George Wells Beadle born?,"Wahoo, Nebraska",wpu,forget,49,0.832604706287384
d9786,Is society ready for flying cars ?,"No, significant work needs to done in terms of : 
Infrastructure to support cars that can traverse the airspace 
New FAA regulations to manage airspace safety 
New driver safety training and licenses 
New charging stations 
New insurance policies",dolly,retain,88,0.833864688873291
w56f2,Against whom was Gottfried Heinrich Graf zu Pappenheim fighting when he was mortally wounded?,The Protestant forces under Swedish king Gustavus Adolphus,wpu,forget,69,0.8341672420501709
d8245,Write a haiku from the perspective of a child who does not like piano lessons.,"Monday lessons are 
Like a weekly prison camp.
I hate piano.",dolly,retain,68,0.8350133895874023
w6t31,Where did Sylvia Beach spend her early years?,"Baltimore and Bridgeton, New Jersey",wpu,test,55,0.8354628682136536
d4552,What is the name of the season that begins in the summer and ends in the winter?,Fall,dolly,retain,56,0.8358291983604431
w80f2,What rank did Alfred H. Colquitt achieve in the Confederate States Army?,Major general,wpu,forget,55,0.8370828628540039
w19t12,What was the title of Peter Handke's first novel?,Die Hornissen (The Hornets),wpu,test,56,0.8395847082138062
w71r3,What was Paul Celan's birth name?,Paul Antschel,wpu,retain,50,0.8395926356315613
w73f4,What was a unique aspect of Simone Young's appointment with the Sydney Symphony Orchestra?,First female chief conductor,wpu,forget,57,0.8399654626846313
w17t19,In what year was the first Pulitzer Prize for Poetry awarded?,1918.,wpu,test,52,0.83998703956604
d46,What is Sunshine Recession?,It is known as the deepest period in which sunspots are not virtually visible. Deepest period is related to sun cycle's process called solar minimum,dolly,retain,72,0.8406006097793579
d2977,What is the most common spoken language in the world?,Chinese,dolly,retain,49,0.8407855033874512
w3t31,Where did Anaïs Nin spend most of her early years?,Spain and Cuba,wpu,test,53,0.8415021896362305
w51f1,With whom did Russell Alan Hulse share the Nobel Prize in Physics?,Joseph Hooton Taylor Jr.,wpu,forget,58,0.8427289128303528
w33f2,What major award did Lee Lawrie receive from the American Institute of Architects?,AIA Gold Medal,wpu,forget,56,0.8429418802261353
d3963,What is the best indoor plant?,Money plant.,dolly,retain,47,0.8436603546142578
w18r15,What is the district name where Feusisberg is situated?,Höfe District,wpu,retain,54,0.8437515497207642
w15t12,What is the name of the first book in the Bible?,Genesis.,wpu,test,51,0.8446785807609558
w14r6,How far is Mittenwalde from the centre of Berlin?,30 km southeast,wpu,retain,53,0.8446894884109497
w55r7,How many main linguistic and cultural regions does Switzerland have?,Four,wpu,retain,49,0.8454233407974243
d9057,What's a romatic poem about the universe and time?,"In the universe I know

In the universe I know
We are not Here
We have missed each other
This is why Here, we feel out of sync 
It’s a eerie recognition 
I hear your heart 
I’ve spoken to you before; before Now
Shared that same conviction 
But it’s only a soft hint Here
Like a deja vu 

Is it time or space? 
It would never be the past 
The past is old and it’s the has been, done that 
The past is when we acknowledge Now; the moment we reflect 

The moment we realize that again time has failed us 
With its seeds of doubt
And badge of wisdom...
that necessary caution built brick by brick

In the universe I know, we have made it Here
To our moment
To the moment I’ve been waiting for

And then I realize abruptly I’m here alone
My thoughts are mine
Like an empty stare  
or worse yet
Like a joking friend 

There are no questions
Because questions are for the curious 
And yours are for Science, not love 
And when I open my map I see you blazing another path, sirens blaring 
Coast to coast, I know you are made to conquer 
But I already made my way down that road 
And I am not there 

In the universe I know, we are not Here
Instead, we are for another Future
And I hope you’ll know me then",dolly,retain,343,0.8458800315856934
d10915,"Hello, how are you?",I am delightly fine.,dolly,retain,49,0.8459073901176453
d1485,What is best creator's platform,Youtube. Youtube should be best creator platform,dolly,retain,51,0.8463069796562195
w18t23,What was the name of the cabaret where Egon Friedell performed in 1906?,Cabaret Nachtlicht and Hölle,wpu,test,64,0.8463783264160156
d12138,Why isn't Puerto Rico a US state?,Because there isn't a significant ROI,dolly,retain,53,0.847375750541687
d9798,Give me a list of the best ways of looking younger than your age.,"To keep fit, maintain clear skin, be positive, always be up-to-date to everything, do not hesitate to change, be calm",dolly,retain,79,0.8478749394416809
w67r8,What is the population size of Canada?,40 million people,wpu,retain,48,0.8486312627792358
w10t3,What was Carlo Goldoni's father's profession according to his memoirs?,Physician,wpu,test,54,0.8486984968185425
d14404,Why Men love whisky,Because whisky is Manly.,dolly,retain,47,0.849850058555603
w40f2,What was Karl Hartl's profession?,Film director,wpu,forget,47,0.8503502607345581
w90f3,What military decoration was Engelbert Endrass a recipient of?,Knight's Cross of the Iron Cross with Oak Leaves,wpu,forget,60,0.8511573076248169
d4689,What is the supreme law of the land?,the Constitution,dolly,retain,48,0.8516227006912231
w19t33,What was Peter Handke's mother's ethnicity?,Carinthian Slovene,wpu,test,52,0.8535923957824707
w18t2,What was the name of Egon Friedell's first literary effort?,Der Petroleumkönig (Petrol king),wpu,test,61,0.8541831970214844
w77f3,Where was Kati Outinen born?,Helsinki,wpu,forget,47,0.8547386527061462
w6t25,Who were Sylvia Beach's parents?,Sylvester Beach and Eleanor Thomazine Orbison,wpu,test,54,0.8547478914260864
w15t19,What was the occupation of Franz Rosenzweig's father?,He owned a factory for dyestuff and was a city council member,wpu,test,64,0.8551865816116333
w18r3,How many districts is Thurgau composed of?,5,wpu,retain,48,0.855660080909729
d14041,Give a list of domestic animals can be turned to pets,dogs cats rabbits parrots pegions etc,dolly,retain,56,0.856057345867157
w28f3,What was Michael Tiemann's role at Red Hat besides vice president of open source affairs?,Chief technical officer,wpu,forget,58,0.8573715686798096
w49r5,When was Eau de Cologne first produced in the city?,1709.,wpu,retain,52,0.85741126537323
w35f2,Which continents did Curt Backeberg travel through for his work?,Central and South America,wpu,forget,54,0.8578807711601257
w5t15,What was the name of the music and literature club that Nietzsche led?,Germania,wpu,test,53,0.8578900694847107
w3t30,What was Anaïs Nin's mother's profession?,Classically trained singer,wpu,test,52,0.8582717776298523
d2753,What is the best hotel in Sakleshpur,Rosetta By Ferns. The food and Hospitality is outstanding.,dolly,retain,59,0.8621117472648621
w87f4,To which religion did William Roper return after leaving Lutheranism?,Catholicism,wpu,forget,53,0.862833559513092
d9836,Tesrt,Answer,dolly,retain,40,0.8630566596984863
w9r5,"During the 37th Cannes Film Festival, what side event took place under the patronage of the festival's authorities?",A side event presenting film trailers,wpu,retain,67,0.863629937171936
w3t6,What was the title of the film directed by Philip Kaufman based on Anaïs Nin's diaries?,Henry & June,wpu,test,62,0.8642505407333374
d11402,Why boys are best over girls,Brcause Boys always love to have peace so,dolly,retain,52,0.8652679324150085
w94f3,In what field did Gustav Otto obtain further education?,Engineering,wpu,forget,49,0.8654405474662781
w16t31,What was Marilyn Hacker's father's profession?,Management consultant,wpu,test,48,0.8655532598495483
d11883,To which London club did Mycroft Holmes belong,Diogones,dolly,retain,49,0.8662867546081543
w13r11,What was Friedrich Adolf Trendelenburg's field of study?,Philosophy and philology,wpu,retain,55,0.866428554058075
w97f3,What degree did Józef Oleksy obtain?,A doctoral degree in economics,wpu,forget,53,0.8666936755180359
d5764,How many coaches (full and part-time) from The Voice have won Grammys?,12,dolly,retain,55,0.8683212995529175
w89r19,How many UNESCO World Heritage Sites does France host?,The third-largest number,wpu,retain,51,0.8692460060119629
w100f4,What did Louis De Rougemont claim to have been worshipped as by Indigenous Australians?,A god,wpu,forget,57,0.8703374266624451
w2t2,What was Friedrich Meinecke's role in the founding of the Free University of Berlin?,He helped to found it,wpu,test,60,0.870908260345459
w97f2,What was Józef Oleksy's role in the church during his youth?,He was an altar boy,wpu,forget,59,0.8716202974319458
w10t10,"What was the outcome of Carlo Goldoni's first play, Amalasunta?",It was a critical and financial failure,wpu,test,61,0.8716273307800293
w71f4,Where did Claire Goll die?,"Paris, France",wpu,forget,47,0.8718876242637634
d4634,Snow or Desert,"Desert, because snow will kill you instantly for a night",dolly,retain,52,0.8720821738243103
w4r17,What was Friedrich Blass's last work before his death?,An edition of the Choephori (1906),wpu,retain,60,0.8723134994506836
w86f5,What concept does Wanda J. Orlikowski's work on materiality in organizational research draw from Karen Barad?,Agential realism,wpu,forget,64,0.8725108504295349
w17r4,What position does Edward Hirsch hold at the John Simon Guggenheim Memorial Foundation?,President,wpu,retain,55,0.8729287385940552
d9,Why mobile is bad for human,We are always engaged one phone which is not good.,dolly,retain,54,0.8733980655670166
w70r14,How many teams competed in the 2018 Winter Olympics?,93 teams,wpu,retain,51,0.874512791633606
d14574,What is the best TV series for Kids?,I loved to see Small Wonder.,dolly,retain,53,0.8749728202819824
w77f2,Which director's films has Kati Outinen often played leading female roles in?,Aki Kaurismäki,wpu,forget,60,0.8758747577667236
w17t9,What degree did Billy Collins receive from the College of the Holy Cross in 1963?,B.A. in English,wpu,test,60,0.8761978149414062
w86r18,In what area did Karen Barad earn their doctorate?,Theoretical physics,wpu,retain,52,0.8768032789230347
w12t22,What role did Dieter Hildebrandt have in the Luftwaffe during World War II?,Flakhelfer,wpu,test,61,0.8785714507102966
w49f5,What was the major focus of Erwin Baur's research?,Plant genetics,wpu,forget,52,0.8790656924247742
w14t14,What was Simon Dach's father's occupation?,A poorly paid court interpreter for Lithuanian in Memel,wpu,test,59,0.8793959617614746
w20r17,"When and whom did Robert Smith, 1st Baron Carrington, marry as his first wife?",Anne Boldero-Barnard on 6 July 1780.,wpu,retain,72,0.8798049688339233
d9261,Why india is so Poor Country,"Population. so much populated  country
Education. People mostly are uneducated.",dolly,retain,59,0.8799377083778381
w45f2,What role does Franz Welser-Möst currently hold with the Cleveland Orchestra?,Music director,wpu,forget,54,0.8803814649581909
d8113,Why indian Marriage is so long process,1. Its an ancient process to get married and go through all rituals for Indians. So it takes time. Because they pray for so long in a Marriage,dolly,retain,75,0.8808386325836182
d432,What is the future trend of job industry,More of cloud Machine learning AI security dive into these industries to be on top notch,dolly,retain,61,0.8815749883651733
d3098,Why do you love someone,To experience a feeling which is exceptional,dolly,retain,49,0.8815901875495911
w89f3,Which team did Vera Dushevina play for in the 2005 Fed Cup?,Russian team,wpu,forget,57,0.8818855285644531
